 Date Time CO H2S NO2 CHX NO
 14.11.12 00:00 0.06 ---- 0.14 1.29 0.05
 -------- 01:00 0.06 0.38 0.13 1.29 0.04
 -------- 02:00 0.04 0.50 0.11 1.28 0.03
 -------- 03:00 0.05 0.38 0.13 1.28 0.03
 -------- 04:00 0.04 ---- 0.10 1.27 0.02
 14.11.12 05:00 0.04 0.12 0.12 1.27 0.03
 -------- 06:00 0.06 0.12 0.13 1.28 0.04
 -------- 07:00 0.06 0.12 0.15 1.28 0.05
 -------- 08:00 0.07 0.12 0.19 1.31 0.07
 -------- 09:00 0.08 0.21 0.19 1.31 0.09
 14.11.12 10:00 0.07 0.25 0.19 1.31 0.08
 -------- 11:00 0.08 0.17 0.19 1.32 0.10
 -------- 12:00 0.17 0.12 0.18 1.74 0.10
 -------- 13:00 0.09 0.17 0.18 1.56 0.09
 -------- 14:00 0.07 0.25 0.16 1.37 0.07
 14.11.12 15:00 0.09 0.17 0.18 1.36 0.09
 -------- 16:00 0.08 0.12 0.16 1.35 0.07
 -------- 17:00 0.08 0.12 0.15 1.34 0.06
 -------- 18:00 0.07 ---- 0.14 1.34 0.06
 -------- 19:00 0.08 0.12 0.13 1.34 0.06
 14.11.12 20:00 0.08 0.12 0.13 1.32 0.05
 -------- 21:00 0.08 0.12 0.12 1.31 0.04
 -------- 22:00 0.08 ---- 0.13 1.32 0.06
 -------- 23:00 0.07 0.31 0.12 1.32 0.06
 -------- 00:00 0.07 0.38 0.11 1.30 0.05
 15.11.12 01:00 0.05 0.25 0.11 1.32 0.04
 -------- 02:00 0.05 ---- 0.09 1.31 0.03
 -------- 03:00 0.05 0.12 0.09 1.30 0.03
 -------- 04:00 0.04 0.21 0.08 1.29 0.02
 -------- 05:00 0.04 0.29 0.09 1.30 0.02
 15.11.12 06:00 0.06 0.29 0.11 1.33 0.05
 -------- 07:00 0.09 0.19 0.11 1.35 0.05
 -------- 08:00 0.10 0.12 0.12 1.35 0.07
 -------- 09:00 0.10 0.25 0.12 1.34 0.07
 -------- 10:00 0.12 0.46 0.13 1.36 0.09
 15.11.12 11:00 0.10 0.31 0.13 1.36 0.10
 -------- 12:00 0.12 ---- 0.13 1.38 0.11
 -------- 13:00 0.12 0.25 0.13 0.74 0.10
 -------- 14:00 0.11 0.50 0.13 1.61 0.11
 -------- 15:00 0.11 0.42 0.13 1.59 0.11
 15.11.12 16:00 0.11 0.38 0.13 1.63 0.10
 -------- 17:00 0.10 0.33 0.14 1.63 0.10
 -------- 18:00 0.14 0.33 0.14 1.59 0.11
 -------- 19:00 0.13 0.25 0.15 1.56 0.12
 -------- 20:00 0.07 0.46 0.13 1.53 0.09
 15.11.12 21:00 0.06 0.38 0.13 1.52 0.07
 -------- 22:00 0.04 0.33 0.11 1.50 0.05
 -------- 23:00 0.04 0.38 0.11 1.49 0.05
