 Date Time CO H2S NO2 CHX NO
 08.04.13 00:00 0.10 ---- 0.25 1.54 0.07
 -------- 01:00 0.09 0.12 0.25 1.54 0.07
 -------- 02:00 0.09 0.12 0.24 1.56 0.05
 -------- 03:00 0.11 0.12 0.27 1.61 0.10
 -------- 04:00 0.15 0.21 0.32 1.67 0.26
 08.04.13 05:00 0.25 0.25 0.35 2.56 0.49
 -------- 06:00 0.27 0.29 0.34 2.23 0.43
 -------- 07:00 0.30 0.38 0.35 2.01 0.41
 -------- 08:00 0.20 0.25 0.33 1.92 0.33
 -------- 09:00 0.21 0.25 0.35 1.94 0.29
 08.04.13 10:00 0.15 0.17 0.30 1.69 0.18
 -------- 11:00 0.13 0.12 0.30 1.65 0.15
 -------- 12:00 0.10 0.12 0.30 1.76 0.13
 -------- 13:00 0.10 0.12 0.29 1.67 0.10
 -------- 14:00 0.10 0.12 0.29 1.64 0.10
 08.04.13 15:00 0.10 0.12 0.30 1.86 0.10
 -------- 16:00 0.10 0.12 0.27 2.43 0.09
 -------- 17:00 0.08 0.12 0.28 1.62 0.07
 -------- 18:00 0.09 0.12 0.25 1.80 0.05
 -------- 19:00 0.10 0.12 0.27 2.05 0.05
 08.04.13 20:00 0.11 0.12 0.25 2.03 0.03
 -------- 21:00 0.25 0.21 0.39 2.09 0.19
 -------- 22:00 0.44 0.29 0.42 2.93 0.32
 -------- 23:00 0.55 0.46 0.44 3.61 0.53
 -------- 00:00 0.71 0.38 0.43 3.57 0.63
 09.04.13 01:00 0.96 0.75 0.50 3.63 1.20
 -------- 02:00 0.95 0.88 0.53 3.30 1.45
 -------- 03:00 0.74 0.88 0.51 3.08 1.28
 -------- 04:00 0.75 0.96 0.52 3.49 1.26
 -------- 05:00 0.85 1.08 0.55 3.89 1.48
 09.04.13 06:00 0.92 1.17 0.57 5.15 1.67
 -------- 07:00 1.05 1.29 0.61 5.15 1.81
 -------- 08:00 0.93 1.38 0.67 4.28 1.71
 -------- 09:00 0.31 0.87 0.46 2.52 0.55
 -------- 10:00 0.18 0.62 0.38 2.28 0.26
 09.04.13 11:00 0.15 0.67 0.46 2.54 0.16
 -------- 12:00 0.29 0.44 0.21 2.10 0.06
 -------- 13:00 0.11 0.38 0.29 1.79 0.07
 -------- 14:00 0.09 0.33 0.30 1.66 0.07
 -------- 15:00 0.11 0.42 0.30 3.50 0.08
 09.04.13 16:00 0.11 0.42 0.35 2.17 0.09
 -------- 17:00 0.13 0.38 0.33 1.87 0.08
 -------- 18:00 0.13 0.38 0.36 1.73 0.09
 -------- 19:00 0.08 0.33 0.32 1.68 0.05
 -------- 20:00 0.12 0.33 0.38 2.01 0.08
 09.04.13 21:00 0.19 0.38 0.42 2.55 0.16
 -------- 22:00 0.35 0.58 0.45 3.17 0.31
 -------- 23:00 0.58 0.96 0.50 3.97 0.75
