 Date Time CO H2S NO2 CHX NO
 26.10.12 00:00 0.13 0.12 0.15 6.47 0.05
 -------- 01:00 0.10 0.12 0.12 2.71 0.03
 -------- 02:00 0.09 0.12 0.12 1.56 0.03
 -------- 03:00 0.08 0.12 0.09 1.44 0.02
 -------- 04:00 0.08 0.12 0.08 1.43 0.01
 26.10.12 05:00 0.09 ---- 0.10 1.44 0.02
 -------- 06:00 0.13 ---- 0.12 1.50 0.05
 -------- 07:00 0.09 ---- 0.12 1.55 0.05
 -------- 08:00 0.08 0.12 0.13 1.55 0.06
 -------- 09:00 0.11 0.12 0.15 1.58 0.10
 26.10.12 10:00 0.11 0.21 0.15 1.54 0.11
 -------- 11:00 0.14 0.25 0.16 1.54 0.14
 -------- 12:00 0.11 0.33 0.16 1.43 0.13
 -------- 13:00 0.08 0.42 0.16 1.44 0.10
 -------- 14:00 0.06 0.17 0.13 1.40 0.06
 26.10.12 15:00 0.06 0.17 0.14 1.37 0.06
 -------- 16:00 0.05 0.21 0.15 1.35 0.07
 -------- 17:00 0.07 0.21 0.12 1.39 0.05
 -------- 18:00 0.06 0.38 0.13 1.36 0.05
 -------- 19:00 0.07 0.50 0.15 1.38 0.05
 26.10.12 20:00 0.10 0.58 0.17 1.40 0.06
 -------- 21:00 0.11 0.33 0.17 1.39 0.07
 -------- 22:00 0.09 0.29 0.14 1.37 0.05
 -------- 23:00 0.07 0.46 0.13 1.35 0.04
 -------- 00:00 0.07 0.33 0.10 1.33 0.03
 27.10.12 01:00 0.06 0.33 0.09 1.32 0.02
 -------- 02:00 0.09 0.38 0.10 1.32 0.02
 -------- 03:00 0.11 0.12 0.10 1.38 0.02
 -------- 04:00 0.09 0.29 0.10 1.33 0.02
 -------- 05:00 0.06 0.29 0.10 1.32 0.02
 27.10.12 06:00 0.06 0.42 0.10 1.35 0.02
 -------- 07:00 0.05 0.42 0.12 1.36 0.03
 -------- 08:00 0.07 0.33 0.13 1.36 0.04
 -------- 09:00 0.14 0.12 0.15 1.38 0.08
 -------- 10:00 0.12 0.12 0.14 1.38 0.08
 27.10.12 11:00 0.14 0.12 0.13 1.38 0.07
 -------- 12:00 0.13 0.12 0.13 1.38 0.07
 -------- 13:00 0.12 0.12 0.13 1.39 0.07
 -------- 14:00 0.11 0.12 0.13 1.40 0.07
 -------- 15:00 0.09 0.21 0.13 1.39 0.06
 27.10.12 16:00 0.07 0.38 0.15 1.37 0.06
 -------- 17:00 0.11 0.29 0.17 1.60 0.08
 -------- 18:00 0.15 0.33 0.19 1.76 0.11
 -------- 19:00 0.18 0.12 0.19 1.70 0.15
 -------- 20:00 0.19 0.12 0.18 1.58 0.13
 27.10.12 21:00 0.17 0.12 0.18 1.47 0.12
 -------- 22:00 0.15 0.12 0.17 1.45 0.11
 -------- 23:00 0.13 0.12 0.15 1.43 0.08
