 Date Time CO H2S NO2 CHX NO
 31.10.12 00:00 0.04 0.75 0.08 1.54 0.01
 -------- 01:00 0.03 0.50 0.08 1.55 0.01
 -------- 02:00 0.02 0.62 0.07 1.50 0.01
 -------- 03:00 0.02 0.25 0.07 1.43 0.01
 -------- 04:00 0.02 0.12 0.09 1.41 0.02
 31.10.12 05:00 0.04 0.12 0.11 1.38 0.03
 -------- 06:00 0.08 0.21 0.13 1.44 0.09
 -------- 07:00 0.11 0.25 0.14 1.53 0.13
 -------- 08:00 0.13 0.12 0.14 1.61 0.15
 -------- 09:00 0.18 0.19 0.14 1.91 0.19
 31.10.12 10:00 0.18 0.25 0.15 1.62 0.26
 -------- 11:00 0.21 0.21 0.17 1.62 0.33
 -------- 12:00 0.21 0.21 0.16 1.67 0.33
 -------- 13:00 0.19 0.17 0.15 1.61 0.27
 -------- 14:00 0.12 0.12 0.13 1.64 0.19
 31.10.12 15:00 0.11 0.12 0.13 1.53 0.18
 -------- 16:00 0.08 0.21 0.11 1.42 0.12
 -------- 17:00 0.07 0.17 0.11 1.38 0.09
 -------- 18:00 0.07 0.12 0.11 1.36 0.08
 -------- 19:00 0.06 0.12 0.11 1.35 0.06
 31.10.12 20:00 0.08 0.12 0.12 1.34 0.07
 -------- 21:00 0.08 0.12 0.12 1.35 0.06
 -------- 22:00 0.08 0.12 0.10 1.35 0.06
 -------- 23:00 0.07 0.12 0.10 1.33 0.04
 -------- 00:00 0.06 0.12 0.09 1.33 0.03
 01.11.12 01:00 0.06 0.25 0.09 1.32 0.03
 -------- 02:00 0.06 0.21 0.10 1.35 0.03
 -------- 03:00 0.05 0.12 0.09 1.31 0.02
 -------- 04:00 0.06 0.21 0.10 1.36 0.03
 -------- 05:00 0.06 0.12 0.12 1.36 0.05
 01.11.12 06:00 0.09 0.12 0.15 1.37 0.10
 -------- 07:00 0.10 0.12 0.14 1.40 0.09
 -------- 08:00 0.11 0.12 0.16 1.40 0.09
 -------- 09:00 0.15 0.17 0.17 1.45 0.17
 -------- 10:00 0.13 0.33 0.17 1.45 0.16
 01.11.12 11:00 0.15 0.25 0.17 1.45 0.17
 -------- 12:00 0.17 0.29 0.17 1.57 0.19
 -------- 13:00 0.18 0.21 0.18 1.56 0.17
 -------- 14:00 0.15 0.25 0.18 1.50 0.17
 -------- 15:00 0.16 0.25 0.18 1.60 0.17
 01.11.12 16:00 0.15 0.38 0.17 2.32 0.17
 -------- 17:00 0.15 0.25 0.17 1.96 0.16
 -------- 18:00 0.17 0.12 0.17 1.57 0.16
 -------- 19:00 0.15 0.17 0.16 1.57 0.12
 -------- 20:00 0.15 0.25 0.15 1.53 0.13
 01.11.12 21:00 0.19 0.21 0.15 1.65 0.17
 -------- 22:00 0.19 0.12 0.16 1.78 0.20
 -------- 23:00 0.17 0.21 0.14 1.68 0.19
 -------- 00:00 0.14 0.25 0.13 1.61 0.13
