 Date Time CO H2S NO2 CHX NO
 08.11.12 00:00 0.12 0.38 0.14 4.69 0.08
 -------- 01:00 0.11 0.19 0.11 2.02 0.05
 -------- 02:00 0.10 ---- 0.09 1.43 0.04
 -------- 03:00 0.09 0.12 0.10 1.35 0.03
 -------- 04:00 0.10 0.12 0.10 1.34 0.03
 08.11.12 05:00 0.12 0.12 0.12 1.33 0.06
 -------- 06:00 0.11 0.12 0.11 1.35 0.06
 -------- 07:00 0.09 0.44 0.11 1.31 0.04
 -------- 08:00 0.09 0.62 0.14 1.38 0.06
 -------- 09:00 0.09 0.38 0.16 1.40 0.06
 08.11.12 10:00 0.12 0.12 0.18 1.40 0.10
 -------- 11:00 0.09 0.17 0.16 1.39 0.08
 -------- 12:00 0.11 0.25 0.16 1.37 0.10
 -------- 13:00 0.13 0.29 0.17 1.38 0.10
 -------- 14:00 0.10 0.25 0.16 1.38 0.08
 08.11.12 15:00 0.11 0.25 0.17 1.39 0.08
 -------- 16:00 0.09 0.21 0.15 1.37 0.07
 -------- 17:00 0.10 0.25 0.16 1.36 0.07
 -------- 18:00 0.16 0.46 0.19 1.47 0.10
 -------- 19:00 0.12 0.50 0.18 1.45 0.07
 08.11.12 20:00 0.11 0.42 0.18 1.43 0.07
 -------- 21:00 0.12 0.38 0.17 1.39 0.08
 -------- 22:00 0.11 0.25 0.16 1.35 0.07
 -------- 23:00 0.10 0.38 0.17 1.36 0.07
 -------- 00:00 0.11 0.42 0.19 1.43 0.10
 09.11.12 01:00 0.11 0.54 0.17 1.45 0.09
 -------- 02:00 0.09 0.19 0.14 1.36 0.07
 -------- 03:00 0.09 0.25 0.14 1.34 0.06
 -------- 04:00 0.08 0.25 0.13 1.35 0.05
 -------- 05:00 0.10 0.19 0.14 1.40 0.08
 09.11.12 06:00 0.15 ---- 0.16 1.63 0.18
 -------- 07:00 0.16 0.38 0.15 2.01 0.18
 -------- 08:00 0.19 0.38 0.14 1.96 0.16
 -------- 09:00 0.16 0.25 0.13 1.82 0.12
 -------- 10:00 0.16 ---- 0.12 1.77 0.12
 09.11.12 11:00 0.15 0.12 0.13 1.79 0.13
 -------- 12:00 0.22 0.25 0.16 1.78 0.27
 -------- 13:00 0.26 0.19 0.16 1.82 0.28
 -------- 14:00 0.23 ---- 0.15 1.71 0.21
 -------- 15:00 0.21 0.29 0.16 1.59 0.22
 09.11.12 16:00 0.18 0.50 0.15 1.83 0.19
 -------- 17:00 0.18 0.38 0.14 1.76 0.17
 -------- 18:00 0.13 0.46 0.15 1.51 0.12
 -------- 19:00 0.13 0.25 0.14 1.42 0.11
 -------- 20:00 0.11 0.25 0.13 1.39 0.10
 09.11.12 21:00 0.11 0.29 0.15 1.37 0.09
 -------- 22:00 0.10 0.25 0.14 1.40 0.08
 -------- 23:00 0.11 0.19 0.14 1.40 0.10
