 Date Time CO H2S NO2 CHX NO
 29.03.13 12:00 0.08 0.38 0.32 1.65 0.17
 -------- 13:00 0.05 0.38 0.24 1.57 0.09
 -------- 14:00 0.06 0.38 0.27 1.59 0.09
 -------- 15:00 0.06 0.38 0.27 1.60 0.09
 -------- 16:00 0.05 0.38 0.26 1.55 0.07
 29.03.13 17:00 0.06 0.38 0.26 1.55 0.07
 -------- 18:00 0.06 0.33 0.27 1.60 0.07
 -------- 19:00 0.07 0.38 0.28 1.55 0.07
 -------- 20:00 0.16 0.46 0.39 1.66 0.23
 -------- 21:00 0.75 0.83 0.48 4.25 0.82
 29.03.13 22:00 0.89 1.96 0.53 7.02 1.12
 -------- 23:00 0.84 1.96 0.54 5.19 1.23
 -------- 00:00 0.79 1.08 0.51 4.82 1.10
 -------- 01:00 0.86 1.00 0.60 6.19 1.45
 -------- 02:00 0.71 1.04 0.57 14.14 1.35
 30.03.13 03:00 0.70 0.96 0.56 5.80 1.33
 -------- 04:00 0.46 0.71 0.43 5.05 0.75
 -------- 05:00 0.35 0.62 0.41 4.12 0.58
 -------- 06:00 0.38 0.62 0.40 3.85 0.53
 -------- 07:00 0.25 0.50 0.37 3.85 0.35
 30.03.13 08:00 0.17 0.33 0.37 3.00 0.27
 -------- 09:00 0.12 0.25 0.34 2.60 0.15
 -------- 10:00 0.10 0.29 0.34 2.30 0.11
 -------- 11:00 0.08 0.33 0.31 2.12 0.08
 -------- 12:00 0.05 0.38 0.26 2.01 0.05
 30.03.13 13:00 0.05 0.46 0.22 2.25 0.03
 -------- 14:00 0.05 0.50 0.20 2.13 0.03
 -------- 15:00 0.04 0.50 0.19 3.05 0.02
 -------- 16:00 0.04 0.50 0.20 2.50 0.02
 -------- 17:00 0.03 0.50 0.17 1.86 0.02
 30.03.13 18:00 0.02 0.50 0.14 1.75 0.01
 -------- 19:00 0.07 0.50 0.13 1.71 0.01
 -------- 20:00 0.10 0.50 0.12 1.77 0.01
 -------- 21:00 0.10 0.46 0.12 1.72 0.01
 -------- 22:00 0.09 0.38 0.11 1.65 0.01
 30.03.13 23:00 0.08 0.38 0.10 1.60 0.00
 -------- 00:00 0.08 0.25 0.09 1.54 0.00
 -------- 01:00 0.08 0.12 0.10 1.50 0.01
 -------- 02:00 0.08 0.12 0.09 1.50 0.01
 -------- 03:00 0.08 0.12 0.08 1.48 0.01
 31.03.13 04:00 0.11 0.12 0.08 1.54 0.01
 -------- 05:00 0.11 0.21 0.10 1.54 0.01
 -------- 06:00 0.08 0.25 0.12 1.59 0.02
 -------- 07:00 0.07 0.25 0.16 1.70 0.02
 -------- 08:00 0.10 0.29 0.20 1.80 0.03
 31.03.13 09:00 0.12 0.38 0.23 1.88 0.06
 -------- 10:00 0.13 0.38 0.24 1.99 0.08
 -------- 11:00 0.14 0.38 0.24 1.79 0.11
