 Date Time CO H2S NO2 CHX NO
 25.11.12 12:00 0.05 0.12 0.09 1.77 0.03
 -------- 13:00 0.08 0.17 0.10 1.94 0.06
 -------- 14:00 0.07 0.12 0.09 2.09 0.04
 -------- 15:00 0.07 0.12 0.08 5.37 0.03
 -------- 16:00 0.07 0.12 0.09 3.71 0.03
 25.11.12 17:00 0.07 0.17 0.09 2.30 0.03
 -------- 18:00 0.06 0.42 0.09 2.17 0.03
 -------- 19:00 0.07 0.50 0.09 2.08 0.04
 -------- 20:00 0.09 0.33 0.09 2.01 0.04
 -------- 21:00 0.07 0.17 0.08 1.90 0.03
 25.11.12 22:00 0.08 0.29 0.09 1.89 0.03
 -------- 23:00 0.07 0.25 0.09 1.71 0.02
 -------- 00:00 0.06 0.33 0.10 4.61 0.02
 -------- 01:00 0.07 0.62 0.10 9.57 0.02
 -------- 02:00 0.06 0.71 0.11 2.56 0.03
 26.11.12 03:00 0.06 0.42 0.09 1.78 0.03
 -------- 04:00 0.07 0.33 0.09 1.66 0.03
 -------- 05:00 0.06 0.19 0.09 1.63 0.04
 -------- 06:00 0.12 0.12 0.10 1.87 0.07
 -------- 07:00 0.12 0.12 0.11 1.85 0.10
 26.11.12 08:00 0.15 0.12 0.11 1.88 0.12
 -------- 09:00 0.17 0.25 0.12 1.95 0.16
 -------- 10:00 0.18 0.46 0.12 2.08 0.20
 -------- 11:00 0.19 0.46 0.13 2.19 0.24
 -------- 12:00 0.18 0.38 0.12 1.94 0.21
 26.11.12 13:00 0.21 0.33 0.13 1.89 0.27
 -------- 14:00 0.25 0.46 0.13 1.82 0.28
 -------- 15:00 0.25 0.42 0.13 4.66 0.31
 -------- 16:00 0.22 0.54 0.13 5.69 0.30
 -------- 17:00 0.16 0.79 0.11 2.10 0.21
 26.11.12 18:00 0.21 0.62 0.11 1.98 0.22
 -------- 19:00 0.14 0.17 0.09 1.78 0.18
 -------- 20:00 0.09 0.17 0.08 1.68 0.14
 -------- 21:00 0.09 0.17 0.09 1.65 0.16
 -------- 22:00 0.08 0.25 0.07 1.60 0.11
 26.11.12 23:00 0.08 0.19 0.08 1.60 0.14
 -------- 00:00 0.06 ---- 0.08 1.58 0.11
 -------- 01:00 0.06 ---- 0.07 1.57 0.09
 -------- 02:00 0.05 ---- 0.08 1.55 0.08
 -------- 03:00 0.04 0.25 0.07 1.88 0.06
 27.11.12 04:00 0.04 0.25 0.08 1.64 0.07
 -------- 05:00 0.05 0.29 0.08 1.61 0.10
 -------- 06:00 0.07 0.25 0.08 1.61 0.14
 -------- 07:00 0.06 0.17 0.10 1.55 0.11
 -------- 08:00 0.08 0.38 0.13 1.61 0.15
 27.11.12 09:00 0.10 0.25 0.12 1.64 0.17
 -------- 10:00 0.10 0.33 0.11 1.66 0.16
 -------- 11:00 0.10 0.25 0.11 1.65 0.18
