 Date Time CO H2S NO2 CHX NO
 02.11.12 12:00 0.11 ---- 0.10 1.67 0.04
 -------- 13:00 0.10 0.19 0.10 1.81 0.04
 -------- 14:00 0.10 0.25 0.11 1.68 0.04
 -------- 15:00 0.09 0.17 0.10 1.52 0.03
 -------- 16:00 0.09 0.25 0.11 1.57 0.03
 02.11.12 17:00 0.09 0.17 0.11 1.59 0.03
 -------- 18:00 0.10 0.12 0.11 1.56 0.03
 -------- 19:00 0.10 0.17 0.10 1.54 0.02
 -------- 20:00 0.10 0.33 0.10 1.66 0.03
 -------- 21:00 0.10 0.21 0.09 1.64 0.02
 02.11.12 22:00 0.07 0.25 0.07 1.58 0.02
 -------- 23:00 0.05 0.12 0.07 1.47 0.01
 -------- 00:00 0.04 0.12 0.07 1.43 0.01
 -------- 01:00 0.03 0.12 0.07 2.27 0.01
 -------- 02:00 0.02 0.12 0.06 2.23 0.01
 03.11.12 03:00 0.02 0.12 0.06 1.50 0.01
 -------- 04:00 0.03 ---- 0.06 1.40 0.01
 -------- 05:00 0.02 ---- 0.06 1.38 0.01
 -------- 06:00 0.03 ---- 0.07 1.44 0.01
 -------- 07:00 0.04 0.19 0.07 1.45 0.01
 03.11.12 08:00 0.05 0.12 0.07 1.40 0.01
 -------- 09:00 0.07 0.12 0.08 1.45 0.02
 -------- 10:00 0.09 0.12 0.11 1.63 0.03
 -------- 11:00 0.09 0.12 0.11 1.68 0.03
 -------- 12:00 0.08 0.12 0.10 1.61 0.03
 03.11.12 13:00 0.09 0.12 0.11 1.64 0.03
 -------- 14:00 0.08 0.12 0.12 1.65 0.04
 -------- 15:00 0.09 0.12 0.12 2.44 0.04
 -------- 16:00 0.09 0.12 0.13 3.87 0.06
 -------- 17:00 0.11 0.17 0.13 1.94 0.06
 03.11.12 18:00 0.13 0.25 0.12 1.80 0.07
 -------- 19:00 0.13 0.19 0.12 1.87 0.07
 -------- 20:00 0.17 ---- 0.12 1.89 0.10
 -------- 21:00 0.17 0.25 0.12 1.77 0.10
 -------- 22:00 0.19 0.25 0.11 1.88 0.14
 03.11.12 23:00 0.15 0.17 0.11 1.72 0.13
 -------- 00:00 0.15 0.12 0.10 1.64 0.13
 -------- 01:00 0.13 0.12 0.10 1.61 0.12
 -------- 02:00 0.13 ---- 0.09 1.64 0.10
 -------- 03:00 0.13 0.12 0.09 1.58 0.08
 04.11.12 04:00 0.11 0.12 0.09 2.48 0.08
 -------- 05:00 0.11 0.19 0.10 7.20 0.09
 -------- 06:00 0.11 0.12 0.10 2.88 0.08
 -------- 07:00 0.10 0.17 0.10 1.76 0.08
 -------- 08:00 0.13 0.25 0.11 1.61 0.09
 04.11.12 09:00 0.13 0.19 0.12 1.64 0.11
 -------- 10:00 0.16 0.12 0.13 1.68 0.13
 -------- 11:00 0.14 0.17 0.13 1.69 0.10
