 Date Time CO H2S NO2 CHX NO
 28.02.13 00:00 0.19 0.12 0.26 1.85 0.19
 -------- 01:00 0.15 0.25 0.25 1.87 0.12
 -------- 02:00 0.14 0.25 0.24 1.91 0.10
 -------- 03:00 0.10 0.17 0.19 1.65 0.06
 -------- 04:00 0.10 0.12 0.17 1.58 0.05
 28.02.13 05:00 0.08 0.17 0.15 1.51 0.04
 -------- 06:00 0.07 0.38 0.16 1.61 0.04
 -------- 07:00 0.09 0.33 0.14 1.54 0.03
 -------- 08:00 0.10 0.25 0.16 1.56 0.04
 -------- 09:00 0.10 0.33 0.16 1.56 0.05
 28.02.13 10:00 0.10 0.25 0.16 1.54 0.04
 -------- 11:00 0.10 0.12 0.15 1.50 0.04
 -------- 12:00 0.10 0.17 0.17 1.50 0.06
 -------- 13:00 0.10 0.12 0.19 1.51 0.07
 -------- 14:00 0.10 0.12 0.17 1.51 0.06
 28.02.13 15:00 0.10 0.12 0.18 1.53 0.06
 -------- 16:00 0.11 0.12 0.18 1.51 0.06
 -------- 17:00 0.12 0.12 0.20 1.55 0.07
 -------- 18:00 0.15 0.12 0.21 1.59 0.09
 -------- 19:00 0.11 0.17 0.22 1.60 0.09
 28.02.13 20:00 0.07 0.21 0.20 1.57 0.06
 -------- 21:00 0.08 0.12 0.20 1.57 0.07
 -------- 22:00 0.08 0.17 0.20 1.56 0.07
 -------- 23:00 0.10 0.25 0.21 1.61 0.10
 -------- 00:00 0.08 0.17 0.19 1.57 0.06
 01.03.13 01:00 0.06 0.50 0.18 1.60 0.05
 -------- 02:00 0.05 0.33 0.18 1.59 0.05
 -------- 03:00 0.04 0.42 0.16 1.58 0.04
 -------- 04:00 0.04 0.25 0.15 1.52 0.04
 -------- 05:00 0.04 0.38 0.16 1.60 0.04
 01.03.13 06:00 0.09 0.29 0.21 1.77 0.11
 -------- 07:00 0.08 0.25 0.21 1.69 0.11
 -------- 08:00 0.09 0.25 0.20 1.80 0.09
 -------- 09:00 0.11 0.29 0.21 1.70 0.11
 -------- 10:00 0.15 0.29 0.21 1.71 0.13
 01.03.13 11:00 0.11 0.29 0.20 1.63 0.11
 -------- 12:00 0.07 0.42 0.18 1.61 0.08
 -------- 13:00 0.07 0.38 0.18 1.66 0.07
 -------- 14:00 0.08 0.38 0.19 1.68 0.08
 -------- 15:00 0.09 0.38 0.19 1.79 0.08
 01.03.13 16:00 0.10 0.38 0.19 1.74 0.08
 -------- 17:00 0.06 0.38 0.18 1.59 0.05
 -------- 18:00 0.06 0.42 0.17 1.57 0.05
 -------- 19:00 0.06 0.50 0.17 1.57 0.04
 -------- 20:00 0.06 0.46 0.18 1.54 0.05
 01.03.13 21:00 0.06 0.29 0.16 1.48 0.04
 -------- 22:00 0.07 0.25 0.18 1.52 0.06
 -------- 23:00 0.08 0.25 0.18 1.50 0.08
