 Date Time CO H2S NO2 CHX NO
 28.03.13 00:00 0.18 0.25 0.41 1.70 0.35
 -------- 01:00 0.12 0.17 0.36 1.65 0.17
 -------- 02:00 0.11 0.12 0.38 1.62 0.20
 -------- 03:00 0.09 0.12 0.37 1.58 0.17
 -------- 04:00 0.11 0.21 0.35 1.61 0.14
 28.03.13 05:00 0.12 0.17 0.37 1.64 0.26
 -------- 06:00 0.09 0.21 0.33 1.60 0.15
 -------- 07:00 0.11 0.21 0.34 1.67 0.24
 -------- 08:00 0.10 0.25 0.34 1.67 0.24
 -------- 09:00 0.11 0.25 0.34 1.67 0.26
 28.03.13 10:00 0.11 0.21 0.34 1.67 0.24
 -------- 11:00 0.09 0.25 0.32 1.64 0.22
 -------- 12:00 0.07 0.25 0.30 1.61 0.17
 -------- 13:00 0.05 0.38 0.24 1.55 0.10
 -------- 14:00 0.05 0.42 0.23 1.52 0.09
 28.03.13 15:00 0.05 0.50 0.23 1.52 0.08
 -------- 16:00 0.05 0.50 0.25 1.53 0.08
 -------- 17:00 0.04 0.50 0.24 1.51 0.06
 -------- 18:00 0.07 0.46 0.25 1.56 0.07
 -------- 19:00 0.13 0.50 0.29 1.54 0.08
 28.03.13 20:00 0.13 0.50 0.33 1.54 0.10
 -------- 21:00 0.14 0.50 0.31 1.60 0.07
 -------- 22:00 0.15 1.17 0.34 1.79 0.11
 -------- 23:00 0.14 1.04 0.34 1.70 0.10
 -------- 00:00 0.15 0.38 0.33 1.62 0.11
 29.03.13 01:00 0.17 0.25 0.34 1.61 0.17
 -------- 02:00 0.17 0.29 0.35 1.75 0.23
 -------- 03:00 0.29 0.33 0.37 2.09 0.36
 -------- 04:00 0.25 0.38 0.39 1.88 0.44
 -------- 05:00 0.46 0.46 0.42 2.78 0.73
 29.03.13 06:00 0.45 0.42 0.41 2.69 0.59
 -------- 07:00 0.39 0.38 0.41 3.08 0.59
 -------- 08:00 0.23 0.33 0.42 2.02 0.52
 -------- 09:00 0.15 0.25 0.40 1.85 0.36
 -------- 10:00 0.15 0.29 0.39 1.78 0.31
 29.03.13 11:00 0.14 0.42 0.39 1.75 0.28
 -------- 12:00 0.09 0.42 0.34 1.65 0.19
 -------- 13:00 0.05 0.38 0.24 1.57 0.09
 -------- 14:00 0.06 0.38 0.27 1.59 0.09
 -------- 15:00 0.06 0.38 0.27 1.60 0.09
 29.03.13 16:00 0.05 0.38 0.26 1.55 0.07
 -------- 17:00 0.06 0.38 0.26 1.55 0.07
 -------- 18:00 0.06 0.33 0.27 1.60 0.07
 -------- 19:00 0.07 0.38 0.28 1.55 0.07
 -------- 20:00 0.16 0.46 0.39 1.66 0.23
 29.03.13 21:00 0.75 0.83 0.48 4.25 0.82
 -------- 22:00 0.89 1.96 0.53 7.02 1.12
 -------- 23:00 0.84 1.96 0.54 5.19 1.23
