 Date Time CO H2S NO2 CHX NO
 27.10.12 12:00 0.13 0.12 0.13 1.39 0.07
 -------- 13:00 0.12 0.12 0.13 1.39 0.07
 -------- 14:00 0.11 0.12 0.13 1.40 0.07
 -------- 15:00 0.09 0.21 0.13 1.39 0.06
 -------- 16:00 0.07 0.38 0.15 1.37 0.06
 27.10.12 17:00 0.11 0.29 0.17 1.60 0.08
 -------- 18:00 0.15 0.33 0.19 1.76 0.11
 -------- 19:00 0.18 0.12 0.19 1.70 0.15
 -------- 20:00 0.19 0.12 0.18 1.58 0.13
 -------- 21:00 0.17 0.12 0.18 1.47 0.12
 27.10.12 22:00 0.15 0.12 0.17 1.45 0.11
 -------- 23:00 0.13 0.12 0.15 1.43 0.08
 -------- 00:00 0.11 0.12 0.15 1.41 0.06
 -------- 01:00 0.11 0.17 0.15 1.47 0.06
 -------- 02:00 0.06 0.12 0.09 1.43 0.01
 28.10.12 03:00 0.05 0.12 0.10 1.42 0.01
 -------- 04:00 0.05 0.12 0.11 1.47 0.01
 -------- 05:00 0.04 0.17 0.08 2.88 0.00
 -------- 06:00 0.05 0.17 0.10 1.87 0.01
 -------- 07:00 0.04 0.12 0.09 1.54 0.00
 28.10.12 08:00 0.02 0.25 0.14 1.53 0.03
 -------- 09:00 0.05 0.29 0.16 1.66 0.04
 -------- 10:00 0.07 0.25 0.17 1.76 0.07
 -------- 11:00 0.07 0.21 0.17 1.77 0.07
 -------- 12:00 0.04 0.12 0.12 1.72 0.03
 28.10.12 13:00 0.03 0.12 0.11 1.54 0.02
 -------- 14:00 0.04 0.12 0.11 1.54 0.03
 -------- 15:00 0.03 0.12 0.10 1.48 0.02
 -------- 16:00 0.04 0.17 0.11 1.52 0.03
 -------- 17:00 0.04 0.12 0.12 1.48 0.03
 28.10.12 18:00 0.05 0.12 0.13 1.51 0.05
 -------- 19:00 0.08 0.12 0.13 1.61 0.05
 -------- 20:00 0.13 0.12 0.13 1.57 0.05
 -------- 21:00 0.15 0.17 0.13 1.53 0.06
 -------- 22:00 0.21 0.33 0.13 1.99 0.14
 28.10.12 23:00 0.31 0.29 0.14 3.16 0.23
 -------- 00:00 0.37 0.33 0.16 5.73 0.36
 -------- 01:00 0.23 0.21 0.16 2.38 0.26
 -------- 02:00 0.15 0.21 0.13 1.77 0.13
 -------- 03:00 0.09 0.12 0.11 1.47 0.07
 29.10.12 04:00 0.08 0.25 0.10 1.43 0.06
 -------- 05:00 0.08 0.25 0.10 1.39 0.06
 -------- 06:00 0.11 0.25 0.12 1.38 0.10
 -------- 07:00 0.09 0.25 0.12 1.37 0.09
 -------- 08:00 0.09 0.12 0.12 1.39 0.10
 29.10.12 09:00 0.09 0.12 0.14 1.38 0.11
 -------- 10:00 0.09 0.12 0.15 1.38 0.12
 -------- 11:00 0.07 0.12 0.17 1.37 0.11
 -------- 12:00 0.10 0.12 0.18 1.38 0.13
