 Date Time CO H2S NO2 CHX NO
 29.10.12 12:00 0.08 0.12 0.17 1.39 0.10
 -------- 13:00 0.09 0.17 0.17 1.40 0.11
 -------- 14:00 0.09 0.25 0.18 1.40 0.12
 -------- 15:00 0.09 0.17 0.18 1.41 0.12
 -------- 16:00 0.07 ---- 0.15 1.38 0.08
 29.10.12 17:00 0.07 0.12 0.15 1.35 0.08
 -------- 18:00 0.11 0.12 0.15 1.40 0.08
 -------- 19:00 0.09 0.19 0.17 1.40 0.11
 -------- 20:00 0.08 ---- 0.13 1.35 0.05
 -------- 21:00 0.06 0.12 0.13 1.33 0.04
 29.10.12 22:00 0.06 0.12 0.10 1.32 0.03
 -------- 23:00 0.07 0.17 0.12 1.63 0.05
 -------- 00:00 0.08 0.25 0.14 2.78 0.07
 -------- 01:00 0.09 0.19 0.15 1.62 0.08
 -------- 02:00 0.07 ---- 0.11 1.45 0.06
 30.10.12 03:00 0.05 0.12 0.10 1.38 0.04
 -------- 04:00 0.04 0.12 0.11 1.37 0.04
 -------- 05:00 0.05 0.12 0.13 1.39 0.05
 -------- 06:00 0.07 0.12 0.14 1.58 0.04
 -------- 07:00 0.07 0.12 0.15 1.62 0.07
 30.10.12 08:00 0.06 0.17 0.14 1.54 0.05
 -------- 09:00 0.07 0.12 0.15 1.51 0.07
 -------- 10:00 0.08 0.29 0.15 1.55 0.10
 -------- 11:00 0.06 0.21 0.14 1.51 0.08
 -------- 12:00 0.07 0.25 0.14 1.52 0.07
 30.10.12 13:00 0.07 0.29 0.13 1.57 0.06
 -------- 14:00 0.05 0.25 0.13 1.67 0.04
 -------- 15:00 0.06 0.21 0.15 3.82 0.05
 -------- 16:00 0.04 0.12 0.13 1.79 0.03
 -------- 17:00 0.04 0.12 0.12 1.50 0.02
 30.10.12 18:00 0.05 0.12 0.12 1.50 0.02
 -------- 19:00 0.05 0.12 0.11 1.46 0.02
 -------- 20:00 0.06 0.12 0.10 1.50 0.02
 -------- 21:00 0.06 0.17 0.10 1.55 0.02
 -------- 22:00 0.07 0.62 0.09 1.63 0.02
 30.10.12 23:00 0.05 0.83 0.09 1.60 0.02
 -------- 00:00 0.04 0.75 0.08 1.54 0.02
 -------- 01:00 0.03 0.50 0.08 1.55 0.01
 -------- 02:00 0.02 0.62 0.07 1.50 0.01
 -------- 03:00 0.02 0.25 0.07 1.43 0.01
 31.10.12 04:00 0.02 0.12 0.09 1.41 0.02
 -------- 05:00 0.04 0.12 0.11 1.38 0.03
 -------- 06:00 0.08 0.21 0.13 1.44 0.09
 -------- 07:00 0.11 0.25 0.14 1.53 0.13
 -------- 08:00 0.13 0.12 0.14 1.61 0.15
 31.10.12 09:00 0.18 0.19 0.14 1.91 0.19
 -------- 10:00 0.18 0.25 0.15 1.62 0.26
 -------- 11:00 0.21 0.21 0.17 1.62 0.33
