 Date Time CO H2S NO2 CHX NO
 19.11.12 00:00 0.05 0.31 0.09 4.33 0.04
 -------- 01:00 0.05 0.25 0.09 4.53 0.03
 -------- 02:00 0.04 0.29 0.09 1.86 0.03
 -------- 03:00 0.04 0.25 0.09 1.63 0.03
 -------- 04:00 0.03 0.25 0.08 1.60 0.02
 19.11.12 05:00 0.04 0.17 0.09 1.58 0.04
 -------- 06:00 0.07 0.12 0.11 1.58 0.07
 -------- 07:00 0.07 0.12 0.12 1.56 0.07
 -------- 08:00 0.07 0.25 0.13 1.56 0.09
 -------- 09:00 0.09 0.12 0.12 1.70 0.10
 19.11.12 10:00 0.11 0.12 0.13 1.66 0.12
 -------- 11:00 0.10 0.12 0.13 1.87 0.12
 -------- 12:00 0.11 ---- 0.13 1.86 0.13
 -------- 13:00 0.11 0.31 0.14 1.70 0.15
 -------- 14:00 0.13 0.38 0.14 1.78 0.16
 19.11.12 15:00 0.14 0.25 0.14 1.74 0.15
 -------- 16:00 0.13 0.33 0.14 1.67 0.18
 -------- 17:00 0.12 0.21 0.14 1.68 0.19
 -------- 18:00 0.15 0.25 0.13 1.75 0.17
 -------- 19:00 0.11 0.29 0.12 1.63 0.16
 19.11.12 20:00 0.10 0.38 0.11 1.55 0.10
 -------- 21:00 0.09 0.42 0.12 1.58 0.12
 -------- 22:00 0.10 0.46 0.11 1.71 0.12
 -------- 23:00 0.09 0.46 0.10 1.70 0.09
 -------- 00:00 0.09 0.62 0.10 1.62 0.09
 20.11.12 01:00 0.07 0.50 0.09 1.57 0.07
 -------- 02:00 0.06 0.79 0.10 1.59 0.06
 -------- 03:00 0.06 0.58 0.09 1.56 0.05
 -------- 04:00 0.06 0.58 0.09 1.56 0.05
 -------- 05:00 0.07 0.67 0.09 1.58 0.06
 20.11.12 06:00 0.09 0.46 0.09 1.56 0.09
 -------- 07:00 0.10 0.50 0.10 1.65 0.12
 -------- 08:00 0.13 0.31 0.10 1.61 0.17
 -------- 09:00 0.13 0.19 0.11 1.60 0.20
 -------- 10:00 0.13 0.25 0.10 1.64 0.21
 20.11.12 11:00 0.15 0.21 0.11 1.65 0.23
 -------- 12:00 0.19 0.25 0.12 1.84 0.31
 -------- 13:00 0.17 0.29 0.12 1.81 0.26
 -------- 14:00 0.18 0.33 0.14 2.08 0.27
 -------- 15:00 0.16 0.33 0.14 3.04 0.23
 20.11.12 16:00 0.14 0.38 0.15 1.76 0.19
 -------- 17:00 0.10 0.54 0.14 1.63 0.10
 -------- 18:00 0.13 0.71 0.15 1.64 0.11
 -------- 19:00 0.11 0.54 0.14 1.60 0.09
 -------- 20:00 0.13 0.42 0.14 1.62 0.10
 20.11.12 21:00 0.12 0.38 0.14 1.61 0.09
 -------- 22:00 0.12 0.46 0.14 1.59 0.07
 -------- 23:00 0.11 0.29 0.13 1.53 0.07
