 Date Time CO H2S NO2 CHX NO
 31.03.13 00:00 0.08 0.19 0.09 1.53 0.00
 -------- 01:00 0.08 0.12 0.10 1.50 0.01
 -------- 02:00 0.08 0.12 0.09 1.50 0.01
 -------- 03:00 0.08 0.12 0.08 1.48 0.01
 -------- 04:00 0.11 0.12 0.08 1.54 0.01
 31.03.13 05:00 0.11 0.21 0.10 1.54 0.01
 -------- 06:00 0.08 0.25 0.12 1.59 0.02
 -------- 07:00 0.07 0.25 0.16 1.70 0.02
 -------- 08:00 0.10 0.29 0.20 1.80 0.03
 -------- 09:00 0.12 0.38 0.23 1.88 0.06
 31.03.13 10:00 0.13 0.38 0.24 1.99 0.08
 -------- 11:00 0.14 0.38 0.24 1.79 0.11
 -------- 12:00 0.13 0.29 0.20 1.66 0.09
 -------- 13:00 0.11 0.38 0.20 1.66 0.08
 -------- 14:00 0.11 0.38 0.23 1.88 0.10
 31.03.13 15:00 0.13 0.33 0.22 3.67 0.09
 -------- 16:00 0.12 0.38 0.23 1.80 0.08
 -------- 17:00 0.13 0.33 0.24 1.65 0.09
 -------- 18:00 0.12 0.29 0.25 1.62 0.08
 -------- 19:00 0.12 0.29 0.29 1.62 0.09
 31.03.13 20:00 0.11 0.75 0.32 1.79 0.09
 -------- 21:00 0.11 0.79 0.32 1.78 0.11
 -------- 22:00 0.18 0.38 0.33 2.12 0.21
 -------- 23:00 0.27 0.42 0.35 2.32 0.32
 -------- 00:00 0.23 0.29 0.33 7.23 0.25
 01.04.13 01:00 0.25 0.71 0.30 14.59 0.32
 -------- 02:00 0.32 0.79 0.34 3.53 0.63
 -------- 03:00 0.15 0.42 0.28 2.52 0.23
 -------- 04:00 0.11 0.46 0.25 2.55 0.10
 -------- 05:00 0.12 0.62 0.23 2.40 0.08
 01.04.13 06:00 0.11 0.50 0.21 2.45 0.08
 -------- 07:00 0.13 0.62 0.21 2.48 0.09
 -------- 08:00 0.13 0.38 0.21 2.26 0.09
 -------- 09:00 0.12 0.29 0.20 2.10 0.06
 -------- 10:00 0.13 0.29 0.17 2.09 0.06
 01.04.13 11:00 0.09 0.33 0.16 2.07 0.05
 -------- 12:00 0.08 0.33 0.15 1.93 0.04
 -------- 13:00 0.07 0.38 0.17 1.89 0.12
 -------- 14:00 0.07 0.33 0.20 1.76 0.25
 -------- 15:00 0.05 0.25 0.14 1.71 0.06
 01.04.13 16:00 0.04 0.25 0.15 2.63 0.05
 -------- 17:00 0.05 0.25 0.13 2.73 0.03
 -------- 18:00 0.09 0.25 0.15 1.83 0.05
 -------- 19:00 0.09 0.25 0.15 1.95 0.04
 -------- 20:00 0.08 0.29 0.15 1.92 0.04
 01.04.13 21:00 0.08 0.25 0.15 1.78 0.04
 -------- 22:00 0.09 0.25 0.18 1.80 0.04
 -------- 23:00 0.12 0.25 0.22 1.86 0.05
