 Date Time CO H2S NO2 CHX NO
 29.09.12 00:00 0.08 0.25 0.11 1.46 0.02
 -------- 01:00 0.07 0.12 0.10 1.44 0.02
 -------- 02:00 0.08 0.17 0.10 1.45 0.02
 -------- 03:00 0.07 0.50 0.10 1.48 0.02
 -------- 04:00 0.07 0.54 0.11 1.50 0.03
 29.09.12 05:00 0.08 0.71 0.12 1.79 0.03
 -------- 06:00 0.08 0.71 0.13 1.56 0.04
 -------- 07:00 0.08 0.54 0.12 1.54 0.05
 -------- 08:00 0.08 0.46 0.13 1.55 0.05
 -------- 09:00 0.08 0.33 0.12 1.51 0.05
 29.09.12 10:00 0.07 0.25 0.12 1.47 0.03
 -------- 11:00 0.08 0.12 0.13 1.49 0.04
 -------- 12:00 0.07 0.12 0.11 1.50 0.03
 -------- 13:00 0.07 0.12 0.13 1.49 0.04
 -------- 14:00 0.08 0.25 0.13 1.49 0.04
 29.09.12 15:00 0.08 0.17 0.13 1.56 0.04
 -------- 16:00 0.09 0.25 0.14 1.49 0.04
 -------- 17:00 0.08 0.17 0.15 1.51 0.04
 -------- 18:00 0.09 0.12 0.16 1.58 0.04
 -------- 19:00 0.11 0.12 0.18 1.54 0.05
 29.09.12 20:00 0.14 1.12 0.21 1.59 0.08
 -------- 21:00 0.23 0.83 0.23 1.72 0.20
 -------- 22:00 0.29 1.38 0.23 1.97 0.27
 -------- 23:00 0.29 0.54 0.23 2.19 0.27
 -------- 00:00 0.29 0.17 0.22 2.33 0.28
 30.09.12 01:00 0.27 0.17 0.22 2.10 0.23
 -------- 02:00 0.21 0.17 0.19 1.99 0.14
 -------- 03:00 0.24 0.17 0.18 2.43 0.18
 -------- 04:00 0.17 0.12 0.18 1.96 0.15
 -------- 05:00 0.15 0.12 0.17 1.87 0.12
 30.09.12 06:00 0.15 0.12 0.17 1.82 0.11
 -------- 07:00 0.13 0.12 0.17 1.89 0.12
 -------- 08:00 0.20 0.12 0.17 2.12 0.18
 -------- 09:00 0.17 0.17 0.17 2.24 0.18
 -------- 10:00 0.15 0.21 0.16 2.10 0.14
 30.09.12 11:00 0.15 0.17 0.17 1.92 0.12
 -------- 12:00 0.14 0.25 0.18 1.99 0.10
 -------- 13:00 0.13 0.12 0.19 2.07 0.08
 -------- 14:00 0.11 0.12 0.18 4.82 0.06
 -------- 15:00 0.12 0.17 0.19 8.11 0.06
 30.09.12 16:00 0.11 0.12 0.18 2.55 0.06
 -------- 17:00 0.09 0.12 0.16 2.08 0.04
 -------- 18:00 0.07 0.12 0.11 1.81 0.02
 -------- 19:00 0.06 0.12 0.09 1.69 0.01
 -------- 20:00 0.09 0.25 0.10 1.77 0.02
 30.09.12 21:00 0.15 0.21 0.17 1.75 0.09
 -------- 22:00 0.11 0.54 0.14 1.60 0.06
 -------- 23:00 0.07 0.46 0.11 1.54 0.03
 -------- 00:00 0.06 0.12 0.09 1.56 0.02
