 Date Time CO H2S NO2 CHX NO
 30.03.13 00:00 0.85 0.88 0.51 5.47 1.14
 -------- 01:00 0.86 1.00 0.60 6.19 1.45
 -------- 02:00 0.71 1.04 0.57 14.14 1.35
 -------- 03:00 0.70 0.96 0.56 5.80 1.33
 -------- 04:00 0.46 0.71 0.43 5.05 0.75
 30.03.13 05:00 0.35 0.62 0.41 4.12 0.58
 -------- 06:00 0.38 0.62 0.40 3.85 0.53
 -------- 07:00 0.25 0.50 0.37 3.85 0.35
 -------- 08:00 0.17 0.33 0.37 3.00 0.27
 -------- 09:00 0.12 0.25 0.34 2.60 0.15
 30.03.13 10:00 0.10 0.29 0.34 2.30 0.11
 -------- 11:00 0.08 0.33 0.31 2.12 0.08
 -------- 12:00 0.05 0.38 0.26 2.01 0.05
 -------- 13:00 0.05 0.46 0.22 2.25 0.03
 -------- 14:00 0.05 0.50 0.20 2.13 0.03
 30.03.13 15:00 0.04 0.50 0.19 3.05 0.02
 -------- 16:00 0.04 0.50 0.20 2.50 0.02
 -------- 17:00 0.03 0.50 0.17 1.86 0.02
 -------- 18:00 0.02 0.50 0.14 1.75 0.01
 -------- 19:00 0.07 0.50 0.13 1.71 0.01
 30.03.13 20:00 0.10 0.50 0.12 1.77 0.01
 -------- 21:00 0.10 0.46 0.12 1.72 0.01
 -------- 22:00 0.09 0.38 0.11 1.65 0.01
 -------- 23:00 0.08 0.38 0.10 1.60 0.00
 -------- 00:00 0.08 0.25 0.09 1.54 0.00
 31.03.13 01:00 0.08 0.12 0.10 1.50 0.01
 -------- 02:00 0.08 0.12 0.09 1.50 0.01
 -------- 03:00 0.08 0.12 0.08 1.48 0.01
 -------- 04:00 0.11 0.12 0.08 1.54 0.01
 -------- 05:00 0.11 0.21 0.10 1.54 0.01
 31.03.13 06:00 0.08 0.25 0.12 1.59 0.02
 -------- 07:00 0.07 0.25 0.16 1.70 0.02
 -------- 08:00 0.10 0.29 0.20 1.80 0.03
 -------- 09:00 0.12 0.38 0.23 1.88 0.06
 -------- 10:00 0.13 0.38 0.24 1.99 0.08
 31.03.13 11:00 0.14 0.38 0.24 1.79 0.11
 -------- 12:00 0.13 0.29 0.20 1.66 0.09
 -------- 13:00 0.11 0.38 0.20 1.66 0.08
 -------- 14:00 0.11 0.38 0.23 1.88 0.10
 -------- 15:00 0.13 0.33 0.22 3.67 0.09
 31.03.13 16:00 0.12 0.38 0.23 1.80 0.08
 -------- 17:00 0.13 0.33 0.24 1.65 0.09
 -------- 18:00 0.12 0.29 0.25 1.62 0.08
 -------- 19:00 0.12 0.29 0.29 1.62 0.09
 -------- 20:00 0.11 0.75 0.32 1.79 0.09
 31.03.13 21:00 0.11 0.79 0.32 1.78 0.11
 -------- 22:00 0.18 0.38 0.33 2.12 0.21
 -------- 23:00 0.27 0.42 0.35 2.32 0.32
