 Date Time CO H2S NO2 CHX NO
 20.11.12 00:00 0.09 0.62 0.10 1.62 0.09
 -------- 01:00 0.07 0.50 0.09 1.57 0.07
 -------- 02:00 0.06 0.79 0.10 1.59 0.06
 -------- 03:00 0.06 0.58 0.09 1.56 0.05
 -------- 04:00 0.06 0.58 0.09 1.56 0.05
 20.11.12 05:00 0.07 0.67 0.09 1.58 0.06
 -------- 06:00 0.09 0.46 0.09 1.56 0.09
 -------- 07:00 0.10 0.50 0.10 1.65 0.12
 -------- 08:00 0.13 0.31 0.10 1.61 0.17
 -------- 09:00 0.13 0.19 0.11 1.60 0.20
 20.11.12 10:00 0.13 0.25 0.10 1.64 0.21
 -------- 11:00 0.15 0.21 0.11 1.65 0.23
 -------- 12:00 0.19 0.25 0.12 1.84 0.31
 -------- 13:00 0.17 0.29 0.12 1.81 0.26
 -------- 14:00 0.18 0.33 0.14 2.08 0.27
 20.11.12 15:00 0.16 0.33 0.14 3.04 0.23
 -------- 16:00 0.14 0.38 0.15 1.76 0.19
 -------- 17:00 0.10 0.54 0.14 1.63 0.10
 -------- 18:00 0.13 0.71 0.15 1.64 0.11
 -------- 19:00 0.11 0.54 0.14 1.60 0.09
 20.11.12 20:00 0.13 0.42 0.14 1.62 0.10
 -------- 21:00 0.12 0.38 0.14 1.61 0.09
 -------- 22:00 0.12 0.46 0.14 1.59 0.07
 -------- 23:00 0.11 0.29 0.13 1.53 0.07
 -------- 00:00 0.09 0.38 0.12 1.51 0.05
 21.11.12 01:00 0.09 0.17 0.13 1.64 0.06
 -------- 02:00 0.09 0.25 0.11 1.58 0.04
 -------- 03:00 0.08 0.29 0.10 1.50 0.03
 -------- 04:00 0.08 0.50 0.12 1.49 0.05
 -------- 05:00 0.08 0.21 0.10 1.47 0.04
 21.11.12 06:00 0.09 0.33 0.13 1.52 0.07
 -------- 07:00 0.12 0.21 0.18 1.68 0.13
 -------- 08:00 0.16 0.25 0.17 1.90 0.19
 -------- 09:00 0.19 0.19 0.19 2.13 0.22
 -------- 10:00 0.21 0.12 0.19 1.95 0.27
 21.11.12 11:00 0.15 0.31 0.18 1.74 0.26
 -------- 12:00 0.17 0.46 0.16 1.68 0.24
 -------- 13:00 0.18 0.62 0.17 1.74 0.25
 -------- 14:00 0.17 0.58 0.18 1.77 0.26
 -------- 15:00 0.15 0.25 0.16 1.76 0.26
 21.11.12 16:00 0.14 0.12 0.16 1.69 0.23
 -------- 17:00 0.14 0.46 0.16 1.69 0.19
 -------- 18:00 0.15 0.71 0.15 1.74 0.19
 -------- 19:00 0.12 0.62 0.16 1.68 0.15
 -------- 20:00 0.11 0.58 0.16 1.64 0.16
 21.11.12 21:00 0.14 0.33 0.16 1.66 0.19
 -------- 22:00 0.13 0.25 0.16 1.64 0.19
 -------- 23:00 0.12 0.17 0.15 1.63 0.18
