 Date Time CO H2S NO2 CHX NO
 14.03.13 12:00 0.08 0.19 0.23 2.12 0.04
 -------- 13:00 0.07 0.21 0.22 2.00 0.03
 -------- 14:00 0.06 0.12 0.18 1.93 0.02
 -------- 15:00 0.07 0.12 0.19 1.92 0.02
 -------- 16:00 0.06 0.21 0.24 1.85 0.02
 14.03.13 17:00 0.09 0.25 0.29 2.10 0.06
 -------- 18:00 0.13 0.25 0.34 2.31 0.16
 -------- 19:00 0.13 0.25 0.32 2.27 0.11
 -------- 20:00 0.18 0.38 0.33 2.35 0.10
 -------- 21:00 0.13 0.38 0.28 2.29 0.06
 14.03.13 22:00 0.12 0.33 0.28 2.28 0.06
 -------- 23:00 0.11 0.38 0.28 9.37 0.05
 -------- 00:00 0.08 0.25 0.25 3.07 0.04
 -------- 01:00 0.07 0.12 0.19 1.99 0.01
 -------- 02:00 0.07 0.12 0.15 1.86 0.01
 15.03.13 03:00 0.08 0.12 0.14 1.75 0.00
 -------- 04:00 0.05 0.12 0.12 1.70 0.00
 -------- 05:00 0.05 0.12 0.13 1.74 0.01
 -------- 06:00 0.08 0.12 0.18 1.95 0.02
 -------- 07:00 0.10 0.25 0.25 1.96 0.09
 15.03.13 08:00 0.11 0.21 0.25 1.83 0.08
 -------- 09:00 0.11 0.17 0.24 1.88 0.07
 -------- 10:00 0.18 0.38 0.29 2.28 0.24
 -------- 11:00 0.17 0.38 0.27 2.02 0.27
 -------- 12:00 0.19 0.38 0.26 2.30 0.24
 15.03.13 13:00 0.18 0.33 0.26 1.97 0.26
 -------- 14:00 0.16 0.33 0.25 1.92 0.21
 -------- 15:00 0.16 0.33 0.26 1.86 0.21
 -------- 16:00 0.17 0.38 0.25 1.89 0.19
 -------- 17:00 0.15 0.38 0.25 1.84 0.17
 15.03.13 18:00 0.14 0.38 0.23 1.85 0.13
 -------- 19:00 0.11 0.38 0.24 1.91 0.13
 -------- 20:00 0.13 0.38 0.26 1.90 0.15
 -------- 21:00 0.09 0.42 0.21 2.03 0.09
 -------- 22:00 0.07 0.42 0.20 1.87 0.06
 15.03.13 23:00 0.09 0.46 0.22 2.13 0.07
 -------- 00:00 0.04 0.25 0.16 2.33 0.03
 -------- 01:00 0.03 0.17 0.13 1.73 0.02
 -------- 02:00 0.05 0.25 0.12 1.74 0.02
 -------- 03:00 0.04 0.25 0.12 1.68 0.02
 16.03.13 04:00 0.05 0.25 0.18 1.89 0.05
 -------- 05:00 0.08 0.38 0.24 1.94 0.11
 -------- 06:00 0.08 0.38 0.22 1.89 0.08
 -------- 07:00 0.07 0.38 0.21 2.11 0.07
 -------- 08:00 0.06 0.38 0.17 1.80 0.05
 16.03.13 09:00 0.05 0.38 0.13 1.75 0.03
 -------- 10:00 0.06 0.38 0.14 1.76 0.04
 -------- 11:00 0.06 0.38 0.14 1.86 0.05
