 Date Time CO H2S NO2 CHX NO
 26.11.12 12:00 0.18 0.38 0.12 1.93 0.22
 -------- 13:00 0.21 0.33 0.13 1.89 0.27
 -------- 14:00 0.25 0.46 0.13 1.82 0.28
 -------- 15:00 0.25 0.42 0.13 4.66 0.31
 -------- 16:00 0.22 0.54 0.13 5.69 0.30
 26.11.12 17:00 0.16 0.79 0.11 2.10 0.21
 -------- 18:00 0.21 0.62 0.11 1.98 0.22
 -------- 19:00 0.14 0.17 0.09 1.78 0.18
 -------- 20:00 0.09 0.17 0.08 1.68 0.14
 -------- 21:00 0.09 0.17 0.09 1.65 0.16
 26.11.12 22:00 0.08 0.25 0.07 1.60 0.11
 -------- 23:00 0.08 0.19 0.08 1.60 0.14
 -------- 00:00 0.06 ---- 0.08 1.58 0.11
 -------- 01:00 0.06 ---- 0.07 1.57 0.09
 -------- 02:00 0.05 ---- 0.08 1.55 0.08
 27.11.12 03:00 0.04 0.25 0.07 1.88 0.06
 -------- 04:00 0.04 0.25 0.08 1.64 0.07
 -------- 05:00 0.05 0.29 0.08 1.61 0.10
 -------- 06:00 0.07 0.25 0.08 1.61 0.14
 -------- 07:00 0.06 0.17 0.10 1.55 0.11
 27.11.12 08:00 0.08 0.38 0.13 1.61 0.15
 -------- 09:00 0.10 0.25 0.12 1.64 0.17
 -------- 10:00 0.10 0.33 0.11 1.66 0.16
 -------- 11:00 0.10 0.25 0.11 1.65 0.18
 -------- 12:00 0.10 0.58 0.12 1.67 0.20
 27.11.12 13:00 0.12 0.31 0.13 1.67 0.22
 -------- 14:00 0.10 0.12 0.12 1.61 0.20
 -------- 15:00 0.09 ---- 0.12 1.63 0.18
 -------- 16:00 0.08 ---- 0.11 1.57 0.15
 -------- 17:00 0.07 0.44 0.10 1.57 0.13
 27.11.12 18:00 0.14 0.62 0.10 1.64 0.14
 -------- 19:00 0.15 0.46 0.13 1.64 0.18
 -------- 20:00 0.17 0.33 0.13 1.61 0.18
 -------- 21:00 0.15 0.17 0.13 1.60 0.16
 -------- 22:00 0.15 0.12 0.12 1.60 0.16
 27.11.12 23:00 0.12 0.17 0.11 1.54 0.10
 -------- 00:00 0.11 0.33 0.11 1.53 0.09
 -------- 01:00 0.10 0.25 0.11 1.52 0.08
 -------- 02:00 0.11 0.25 0.11 1.55 0.11
 -------- 03:00 0.10 0.19 0.10 1.55 0.09
 28.11.12 04:00 0.09 ---- 0.10 1.67 0.09
 -------- 05:00 0.09 0.44 0.11 1.72 0.09
 -------- 06:00 0.10 0.58 0.10 1.86 0.07
 -------- 07:00 0.13 0.25 0.10 2.23 0.10
 -------- 08:00 0.15 0.25 0.10 2.35 0.10
 28.11.12 09:00 0.12 0.25 0.10 1.97 0.09
 -------- 10:00 0.11 0.29 0.09 1.98 0.07
 -------- 11:00 0.11 0.25 0.09 2.02 0.06
