 Date Time CO H2S NO2 CHX NO
 19.11.12 12:00 0.11 ---- 0.12 1.85 0.12
 -------- 13:00 0.11 0.31 0.14 1.70 0.15
 -------- 14:00 0.13 0.38 0.14 1.78 0.16
 -------- 15:00 0.14 0.25 0.14 1.74 0.15
 -------- 16:00 0.13 0.33 0.14 1.67 0.18
 19.11.12 17:00 0.12 0.21 0.14 1.68 0.19
 -------- 18:00 0.15 0.25 0.13 1.75 0.17
 -------- 19:00 0.11 0.29 0.12 1.63 0.16
 -------- 20:00 0.10 0.38 0.11 1.55 0.10
 -------- 21:00 0.09 0.42 0.12 1.58 0.12
 19.11.12 22:00 0.10 0.46 0.11 1.71 0.12
 -------- 23:00 0.09 0.46 0.10 1.70 0.09
 -------- 00:00 0.09 0.62 0.10 1.62 0.09
 -------- 01:00 0.07 0.50 0.09 1.57 0.07
 -------- 02:00 0.06 0.79 0.10 1.59 0.06
 20.11.12 03:00 0.06 0.58 0.09 1.56 0.05
 -------- 04:00 0.06 0.58 0.09 1.56 0.05
 -------- 05:00 0.07 0.67 0.09 1.58 0.06
 -------- 06:00 0.09 0.46 0.09 1.56 0.09
 -------- 07:00 0.10 0.50 0.10 1.65 0.12
 20.11.12 08:00 0.13 0.31 0.10 1.61 0.17
 -------- 09:00 0.13 0.19 0.11 1.60 0.20
 -------- 10:00 0.13 0.25 0.10 1.64 0.21
 -------- 11:00 0.15 0.21 0.11 1.65 0.23
 -------- 12:00 0.19 0.25 0.12 1.84 0.31
 20.11.12 13:00 0.17 0.29 0.12 1.81 0.26
 -------- 14:00 0.18 0.33 0.14 2.08 0.27
 -------- 15:00 0.16 0.33 0.14 3.04 0.23
 -------- 16:00 0.14 0.38 0.15 1.76 0.19
 -------- 17:00 0.10 0.54 0.14 1.63 0.10
 20.11.12 18:00 0.13 0.71 0.15 1.64 0.11
 -------- 19:00 0.11 0.54 0.14 1.60 0.09
 -------- 20:00 0.13 0.42 0.14 1.62 0.10
 -------- 21:00 0.12 0.38 0.14 1.61 0.09
 -------- 22:00 0.12 0.46 0.14 1.59 0.07
 20.11.12 23:00 0.11 0.29 0.13 1.53 0.07
 -------- 00:00 0.09 0.38 0.12 1.51 0.05
 -------- 01:00 0.09 0.17 0.13 1.64 0.06
 -------- 02:00 0.09 0.25 0.11 1.58 0.04
 -------- 03:00 0.08 0.29 0.10 1.50 0.03
 21.11.12 04:00 0.08 0.50 0.12 1.49 0.05
 -------- 05:00 0.08 0.21 0.10 1.47 0.04
 -------- 06:00 0.09 0.33 0.13 1.52 0.07
 -------- 07:00 0.12 0.21 0.18 1.68 0.13
 -------- 08:00 0.16 0.25 0.17 1.90 0.19
 21.11.12 09:00 0.19 0.19 0.19 2.13 0.22
 -------- 10:00 0.21 0.12 0.19 1.95 0.27
 -------- 11:00 0.15 0.31 0.18 1.74 0.26
