 Date Time CO H2S NO2 CHX NO
 28.03.13 12:00 0.07 0.25 0.30 1.60 0.16
 -------- 13:00 0.05 0.38 0.24 1.55 0.10
 -------- 14:00 0.05 0.42 0.23 1.52 0.09
 -------- 15:00 0.05 0.50 0.23 1.52 0.08
 -------- 16:00 0.05 0.50 0.25 1.53 0.08
 28.03.13 17:00 0.04 0.50 0.24 1.51 0.06
 -------- 18:00 0.07 0.46 0.25 1.56 0.07
 -------- 19:00 0.13 0.50 0.29 1.54 0.08
 -------- 20:00 0.13 0.50 0.33 1.54 0.10
 -------- 21:00 0.14 0.50 0.31 1.60 0.07
 28.03.13 22:00 0.15 1.17 0.34 1.79 0.11
 -------- 23:00 0.14 1.04 0.34 1.70 0.10
 -------- 00:00 0.15 0.38 0.33 1.62 0.11
 -------- 01:00 0.17 0.25 0.34 1.61 0.17
 -------- 02:00 0.17 0.29 0.35 1.75 0.23
 29.03.13 03:00 0.29 0.33 0.37 2.09 0.36
 -------- 04:00 0.25 0.38 0.39 1.88 0.44
 -------- 05:00 0.46 0.46 0.42 2.78 0.73
 -------- 06:00 0.45 0.42 0.41 2.69 0.59
 -------- 07:00 0.39 0.38 0.41 3.08 0.59
 29.03.13 08:00 0.23 0.33 0.42 2.02 0.52
 -------- 09:00 0.15 0.25 0.40 1.85 0.36
 -------- 10:00 0.15 0.29 0.39 1.78 0.31
 -------- 11:00 0.14 0.42 0.39 1.75 0.28
 -------- 12:00 0.09 0.42 0.34 1.65 0.19
 29.03.13 13:00 0.05 0.38 0.24 1.57 0.09
 -------- 14:00 0.06 0.38 0.27 1.59 0.09
 -------- 15:00 0.06 0.38 0.27 1.60 0.09
 -------- 16:00 0.05 0.38 0.26 1.55 0.07
 -------- 17:00 0.06 0.38 0.26 1.55 0.07
 29.03.13 18:00 0.06 0.33 0.27 1.60 0.07
 -------- 19:00 0.07 0.38 0.28 1.55 0.07
 -------- 20:00 0.16 0.46 0.39 1.66 0.23
 -------- 21:00 0.75 0.83 0.48 4.25 0.82
 -------- 22:00 0.89 1.96 0.53 7.02 1.12
 29.03.13 23:00 0.84 1.96 0.54 5.19 1.23
 -------- 00:00 0.79 1.08 0.51 4.82 1.10
 -------- 01:00 0.86 1.00 0.60 6.19 1.45
 -------- 02:00 0.71 1.04 0.57 14.14 1.35
 -------- 03:00 0.70 0.96 0.56 5.80 1.33
 30.03.13 04:00 0.46 0.71 0.43 5.05 0.75
 -------- 05:00 0.35 0.62 0.41 4.12 0.58
 -------- 06:00 0.38 0.62 0.40 3.85 0.53
 -------- 07:00 0.25 0.50 0.37 3.85 0.35
 -------- 08:00 0.17 0.33 0.37 3.00 0.27
 30.03.13 09:00 0.12 0.25 0.34 2.60 0.15
 -------- 10:00 0.10 0.29 0.34 2.30 0.11
 -------- 11:00 0.08 0.33 0.31 2.12 0.08
