 Date Time CO H2S NO2 CHX NO
 30.04.13 12:00 0.12 0.38 0.32 2.08 0.09
 -------- 13:00 0.12 0.33 0.31 1.72 0.09
 -------- 14:00 0.13 0.38 0.32 1.74 0.12
 -------- 15:00 0.13 0.25 0.29 1.65 0.10
 -------- 16:00 0.13 0.38 0.27 1.66 0.12
 30.04.13 17:00 0.10 0.38 0.25 1.60 0.09
 -------- 18:00 0.15 0.38 0.25 1.65 0.09
 -------- 19:00 0.09 0.33 0.25 1.53 0.07
 -------- 20:00 0.13 0.46 0.32 1.61 0.10
 -------- 21:00 0.25 0.58 0.39 2.21 0.24
 30.04.13 22:00 0.34 0.50 0.41 2.30 0.34
 -------- 23:00 0.20 0.38 0.37 1.77 0.20
 -------- 00:00 0.13 0.46 0.36 1.97 0.12
 -------- 01:00 0.08 0.67 0.32 1.67 0.07
 -------- 02:00 0.08 0.25 0.29 1.59 0.06
 01.05.13 03:00 0.09 0.25 0.33 1.64 0.07
 -------- 04:00 0.10 0.25 0.32 1.64 0.09
 -------- 05:00 0.08 0.25 0.30 1.54 0.06
 -------- 06:00 0.08 0.25 0.32 1.50 0.09
 -------- 07:00 0.07 0.25 0.31 1.52 0.09
 01.05.13 08:00 0.06 0.25 0.28 1.53 0.07
 -------- 09:00 0.08 0.21 0.27 1.51 0.09
 -------- 10:00 0.09 0.25 0.27 1.56 0.09
 -------- 11:00 0.08 0.25 0.26 1.51 0.07
 -------- 12:00 0.07 0.21 0.26 1.53 0.06
 01.05.13 13:00 0.07 0.17 0.22 1.51 0.05
 -------- 14:00 0.06 0.12 0.23 1.51 0.05
 -------- 15:00 0.06 0.17 0.21 1.49 0.04
 -------- 16:00 0.05 0.12 0.20 1.47 0.03
 -------- 17:00 0.05 0.12 0.21 1.47 0.04
 01.05.13 18:00 0.07 0.12 0.23 1.47 0.04
 -------- 19:00 0.07 0.12 0.24 1.48 0.05
 -------- 20:00 0.05 0.12 0.25 1.46 0.04
 -------- 21:00 0.09 0.12 0.34 1.50 0.07
 -------- 22:00 0.09 0.12 0.38 1.54 0.07
 01.05.13 23:00 0.27 0.21 0.46 1.98 0.36
 -------- 00:00 0.62 0.46 0.51 7.11 0.88
 -------- 01:00 1.02 3.88 0.58 20.37 1.60
 -------- 02:00 0.82 5.71 0.51 6.00 1.52
 -------- 03:00 0.54 3.17 0.46 3.85 1.17
 02.05.13 04:00 0.53 2.88 0.41 3.74 0.98
 -------- 05:00 0.47 2.67 0.42 3.69 1.03
 -------- 06:00 0.51 1.75 0.46 3.83 1.22
 -------- 07:00 0.30 1.63 0.42 2.60 0.75
 -------- 08:00 0.15 1.04 0.35 2.12 0.25
 02.05.13 09:00 0.12 0.62 0.34 2.02 0.18
 -------- 10:00 0.09 0.46 0.25 1.71 0.11
 -------- 11:00 0.08 0.46 0.22 1.61 0.08
