 Date Time CO H2S NO2 CHX NO
 31.10.12 12:00 0.21 0.19 0.15 1.66 0.32
 -------- 13:00 0.19 0.17 0.15 1.61 0.27
 -------- 14:00 0.12 0.12 0.13 1.64 0.19
 -------- 15:00 0.11 0.12 0.13 1.53 0.18
 -------- 16:00 0.08 0.21 0.11 1.42 0.12
 31.10.12 17:00 0.07 0.17 0.11 1.38 0.09
 -------- 18:00 0.07 0.12 0.11 1.36 0.08
 -------- 19:00 0.06 0.12 0.11 1.35 0.06
 -------- 20:00 0.08 0.12 0.12 1.34 0.07
 -------- 21:00 0.08 0.12 0.12 1.35 0.06
 31.10.12 22:00 0.08 0.12 0.10 1.35 0.06
 -------- 23:00 0.07 0.12 0.10 1.33 0.04
 -------- 00:00 0.06 0.12 0.09 1.33 0.03
 -------- 01:00 0.06 0.25 0.09 1.32 0.03
 -------- 02:00 0.06 0.21 0.10 1.35 0.03
 01.11.12 03:00 0.05 0.12 0.09 1.31 0.02
 -------- 04:00 0.06 0.21 0.10 1.36 0.03
 -------- 05:00 0.06 0.12 0.12 1.36 0.05
 -------- 06:00 0.09 0.12 0.15 1.37 0.10
 -------- 07:00 0.10 0.12 0.14 1.40 0.09
 01.11.12 08:00 0.11 0.12 0.16 1.40 0.09
 -------- 09:00 0.15 0.17 0.17 1.45 0.17
 -------- 10:00 0.13 0.33 0.17 1.45 0.16
 -------- 11:00 0.15 0.25 0.17 1.45 0.17
 -------- 12:00 0.17 0.29 0.17 1.57 0.19
 01.11.12 13:00 0.18 0.21 0.18 1.56 0.17
 -------- 14:00 0.15 0.25 0.18 1.50 0.17
 -------- 15:00 0.16 0.25 0.18 1.60 0.17
 -------- 16:00 0.15 0.38 0.17 2.32 0.17
 -------- 17:00 0.15 0.25 0.17 1.96 0.16
 01.11.12 18:00 0.17 0.12 0.17 1.57 0.16
 -------- 19:00 0.15 0.17 0.16 1.57 0.12
 -------- 20:00 0.15 0.25 0.15 1.53 0.13
 -------- 21:00 0.19 0.21 0.15 1.65 0.17
 -------- 22:00 0.19 0.12 0.16 1.78 0.20
 01.11.12 23:00 0.17 0.21 0.14 1.68 0.19
 -------- 00:00 0.13 0.21 0.13 1.60 0.11
 -------- 01:00 0.15 0.21 0.13 1.55 0.10
 -------- 02:00 0.09 0.12 0.11 1.58 0.05
 -------- 03:00 0.08 0.12 0.10 1.47 0.04
 02.11.12 04:00 0.09 0.12 0.10 1.45 0.04
 -------- 05:00 0.07 0.19 0.10 1.88 0.04
 -------- 06:00 0.11 0.21 0.13 10.93 0.06
 -------- 07:00 0.09 0.19 0.11 3.16 0.03
 -------- 08:00 0.12 0.12 0.12 1.97 0.07
 02.11.12 09:00 0.11 0.19 0.13 1.78 0.06
 -------- 10:00 0.11 0.25 0.12 1.82 0.06
 -------- 11:00 0.10 0.19 0.11 1.66 0.04
