 Date Time CO H2S NO2 CHX NO
 27.09.12 00:00 0.19 0.12 0.18 1.98 0.16
 -------- 01:00 0.56 0.33 0.20 2.82 0.62
 -------- 02:00 0.43 0.29 0.15 2.35 0.48
 -------- 03:00 0.55 0.25 0.17 2.52 0.67
 -------- 04:00 0.61 0.46 0.17 3.17 0.80
 27.09.12 05:00 0.43 0.33 0.14 3.48 0.67
 -------- 06:00 0.53 0.54 0.16 3.73 0.71
 -------- 07:00 0.63 0.75 0.21 4.87 0.98
 -------- 08:00 0.40 0.62 0.16 3.79 0.59
 -------- 09:00 0.17 0.25 0.14 2.45 0.21
 27.09.12 10:00 0.11 0.12 0.13 2.27 0.12
 -------- 11:00 0.09 0.12 0.13 2.10 0.09
 -------- 12:00 0.05 0.12 0.10 1.84 0.05
 -------- 13:00 0.07 0.12 0.14 1.91 0.07
 -------- 14:00 0.04 0.17 0.12 1.81 0.04
 27.09.12 15:00 0.04 0.12 0.11 1.73 0.03
 -------- 16:00 0.04 ---- 0.12 1.97 0.03
 -------- 17:00 0.05 0.12 0.13 5.56 0.02
 -------- 18:00 0.07 0.12 0.17 2.22 0.04
 -------- 19:00 0.06 0.12 0.17 2.13 0.03
 27.09.12 20:00 0.08 0.12 0.15 1.95 0.03
 -------- 21:00 0.08 0.17 0.13 1.98 0.02
 -------- 22:00 0.09 0.17 0.14 1.89 0.02
 -------- 23:00 0.08 0.17 0.15 1.89 0.02
 -------- 00:00 0.08 0.25 0.15 6.25 0.02
 28.09.12 01:00 0.07 0.19 0.15 3.84 0.02
 -------- 02:00 0.07 0.12 0.13 1.83 0.02
 -------- 03:00 0.06 0.12 0.12 1.66 0.02
 -------- 04:00 0.05 0.12 0.11 1.62 0.01
 -------- 05:00 0.05 0.12 0.13 1.60 0.02
 28.09.12 06:00 0.07 0.12 0.17 1.83 0.03
 -------- 07:00 0.09 0.12 0.18 1.94 0.04
 -------- 08:00 0.15 0.12 0.19 1.87 0.06
 -------- 09:00 0.17 0.12 0.21 1.96 0.07
 -------- 10:00 0.18 0.12 0.22 1.96 0.09
 28.09.12 11:00 0.19 0.12 0.23 2.01 0.09
 -------- 12:00 0.15 0.12 0.20 1.97 0.06
 -------- 13:00 0.16 0.12 0.21 1.99 0.06
 -------- 14:00 0.17 0.12 0.23 4.15 0.06
 -------- 15:00 0.16 0.83 0.25 5.48 0.06
 28.09.12 16:00 0.17 0.21 0.25 2.15 0.06
 -------- 17:00 0.19 0.17 0.27 2.31 0.06
 -------- 18:00 0.21 0.17 0.30 2.31 0.07
 -------- 19:00 0.17 0.17 0.24 2.03 0.03
 -------- 20:00 0.16 0.17 0.22 2.16 0.03
 28.09.12 21:00 0.15 0.12 0.20 1.97 0.04
 -------- 22:00 0.13 0.17 0.13 1.68 0.03
 -------- 23:00 0.09 0.17 0.14 1.50 0.03
