 Date Time CO H2S NO2 CHX NO
 24.11.12 12:00 0.19 0.38 0.13 2.02 0.16
 -------- 13:00 0.19 0.33 0.14 1.90 0.19
 -------- 14:00 0.18 0.25 0.14 1.96 0.18
 -------- 15:00 0.18 0.25 0.14 3.66 0.17
 -------- 16:00 0.17 0.38 0.14 10.65 0.18
 24.11.12 17:00 0.18 0.25 0.14 3.49 0.19
 -------- 18:00 0.19 0.38 0.14 2.12 0.20
 -------- 19:00 0.16 0.21 0.14 1.98 0.16
 -------- 20:00 0.19 0.29 0.14 1.90 0.21
 -------- 21:00 0.17 0.33 0.14 2.22 0.18
 24.11.12 22:00 0.13 0.42 0.13 2.35 0.13
 -------- 23:00 0.11 0.29 0.13 2.03 0.11
 -------- 00:00 0.12 0.25 0.12 1.89 0.10
 -------- 01:00 0.11 0.19 0.11 1.81 0.08
 -------- 02:00 0.10 ---- 0.10 1.72 0.07
 25.11.12 03:00 0.09 0.12 0.09 1.62 0.05
 -------- 04:00 0.06 0.12 0.08 1.60 0.02
 -------- 05:00 0.07 0.17 0.09 1.59 0.05
 -------- 06:00 0.09 0.21 0.09 1.65 0.05
 -------- 07:00 0.07 0.21 0.10 1.68 0.02
 25.11.12 08:00 0.08 0.33 0.11 1.71 0.06
 -------- 09:00 0.08 0.25 0.10 1.71 0.06
 -------- 10:00 0.05 0.25 0.09 1.67 0.02
 -------- 11:00 0.05 0.12 0.08 1.73 0.03
 -------- 12:00 0.05 0.12 0.08 1.75 0.03
 25.11.12 13:00 0.08 0.17 0.10 1.94 0.06
 -------- 14:00 0.07 0.12 0.09 2.09 0.04
 -------- 15:00 0.07 0.12 0.08 5.37 0.03
 -------- 16:00 0.07 0.12 0.09 3.71 0.03
 -------- 17:00 0.07 0.17 0.09 2.30 0.03
 25.11.12 18:00 0.06 0.42 0.09 2.17 0.03
 -------- 19:00 0.07 0.50 0.09 2.08 0.04
 -------- 20:00 0.09 0.33 0.09 2.01 0.04
 -------- 21:00 0.07 0.17 0.08 1.90 0.03
 -------- 22:00 0.08 0.29 0.09 1.89 0.03
 25.11.12 23:00 0.07 0.25 0.09 1.71 0.02
 -------- 00:00 0.06 0.33 0.10 4.61 0.02
 -------- 01:00 0.07 0.62 0.10 9.57 0.02
 -------- 02:00 0.06 0.71 0.11 2.56 0.03
 -------- 03:00 0.06 0.42 0.09 1.78 0.03
 26.11.12 04:00 0.07 0.33 0.09 1.66 0.03
 -------- 05:00 0.06 0.19 0.09 1.63 0.04
 -------- 06:00 0.12 0.12 0.10 1.87 0.07
 -------- 07:00 0.12 0.12 0.11 1.85 0.10
 -------- 08:00 0.15 0.12 0.11 1.88 0.12
 26.11.12 09:00 0.17 0.25 0.12 1.95 0.16
 -------- 10:00 0.18 0.46 0.12 2.08 0.20
 -------- 11:00 0.19 0.46 0.13 2.19 0.24
 -------- 12:00 0.18 0.38 0.12 1.97 0.19
