 Date Time CO SO2 NO2 CHX NO
 26.10.12 12:00 0.05 0.00 0.12 1.38 0.03
 -------- 13:00 0.04 0.00 0.09 1.37 0.03
 -------- 14:00 0.04 0.00 0.04 1.36 0.03
 -------- 15:00 0.04 0.00 0.05 1.35 0.03
 -------- 16:00 0.04 0.00 0.07 1.36 0.03
 26.10.12 17:00 0.04 0.00 0.03 1.35 0.03
 -------- 18:00 0.05 0.00 0.03 1.36 0.02
 -------- 19:00 0.03 0.00 0.09 1.36 0.02
 -------- 20:00 0.03 0.00 0.09 1.37 0.03
 -------- 21:00 0.02 0.00 0.07 1.36 0.02
 26.10.12 22:00 0.03 0.00 0.09 1.37 0.03
 -------- 23:00 0.02 0.00 0.01 1.35 0.02
 -------- 00:00 ---- 0.00 0.02 1.35 0.02
 -------- 01:00 ---- 0.00 ---- 1.34 0.02
 -------- 02:00 ---- 0.00 ---- 1.33 0.02
 27.10.12 03:00 ---- 0.00 ---- 1.35 0.02
 -------- 04:00 ---- 0.00 ---- 1.35 0.02
 -------- 05:00 ---- 0.00 ---- 1.34 0.02
 -------- 06:00 ---- 0.00 ---- 1.35 0.02
 -------- 07:00 ---- 0.00 ---- 1.35 0.03
 27.10.12 08:00 0.02 0.00 ---- 1.35 0.02
 -------- 09:00 0.02 0.00 0.06 1.38 0.03
 -------- 10:00 0.02 0.00 0.05 1.39 0.03
 -------- 11:00 0.02 0.00 0.03 1.39 0.03
 -------- 12:00 0.02 0.01 0.02 1.37 0.03
 27.10.12 13:00 0.02 0.01 0.01 1.38 0.03
 -------- 14:00 0.03 0.01 0.01 1.38 0.03
 -------- 15:00 0.04 0.00 0.01 1.36 0.03
 -------- 16:00 0.04 0.00 0.02 1.36 0.02
 -------- 17:00 0.04 0.00 0.07 1.37 0.02
 27.10.12 18:00 0.05 0.00 0.09 1.37 0.02
 -------- 19:00 0.06 0.00 0.24 1.46 0.03
 -------- 20:00 0.03 0.00 0.19 1.41 0.03
 -------- 21:00 ---- 0.00 0.09 1.38 0.02
 -------- 22:00 ---- 0.00 0.07 1.38 0.02
 27.10.12 23:00 ---- 0.00 0.04 1.37 0.02
 -------- 00:00 ---- 0.00 0.02 1.35 0.02
 -------- 01:00 ---- 0.00 0.04 1.36 0.02
 -------- 02:00 ---- 0.00 0.06 1.36 0.02
 -------- 03:00 ---- 0.00 0.08 1.39 0.02
 28.10.12 04:00 ---- 0.00 0.04 1.37 0.02
 -------- 05:00 ---- 0.00 0.02 1.35 0.02
 -------- 06:00 ---- 0.00 0.01 1.35 0.02
 -------- 07:00 ---- 0.00 0.01 1.35 0.02
 -------- 08:00 ---- 0.00 0.05 1.36 0.02
 28.10.12 09:00 ---- 0.00 0.14 1.39 0.03
 -------- 10:00 ---- 0.00 0.20 1.42 0.04
 -------- 11:00 ---- 0.00 0.28 1.42 0.06
 -------- 12:00 0.02 0.00 0.36 1.45 0.08
