 Date Time CO SO2 NO2 CHX NO
 31.01.13 00:00 0.04 0.00 0.28 1.53 0.00
 -------- 01:00 0.02 0.01 0.17 1.50 0.00
 -------- 02:00 0.02 0.01 0.21 1.49 ----
 -------- 03:00 0.02 0.00 0.17 1.47 0.00
 -------- 04:00 0.02 0.00 0.18 1.48 ----
 31.01.13 05:00 0.02 0.01 0.17 1.48 ----
 -------- 06:00 0.02 0.00 0.18 1.49 ----
 -------- 07:00 0.04 0.00 0.24 1.51 ----
 -------- 08:00 0.05 0.00 0.25 1.52 0.01
 -------- 09:00 0.06 0.01 0.26 1.58 0.01
 31.01.13 10:00 0.06 0.01 0.27 1.89 0.02
 -------- 11:00 0.04 0.01 0.22 1.52 0.01
 -------- 12:00 0.05 0.01 0.22 1.53 0.01
 -------- 13:00 0.04 0.01 0.23 1.52 0.01
 -------- 14:00 0.04 0.01 0.21 1.50 0.01
 31.01.13 15:00 0.05 0.01 0.19 1.49 0.00
 -------- 16:00 0.08 0.01 0.21 1.49 ----
 -------- 17:00 0.09 0.01 0.21 1.49 ----
 -------- 18:00 0.09 0.01 0.20 1.47 ----
 -------- 19:00 0.08 0.01 0.20 1.48 ----
 31.01.13 20:00 ---- 0.01 0.20 1.48 ----
 -------- 21:00 ---- 0.01 0.23 1.48 ----
 -------- 22:00 ---- 0.00 0.23 1.54 ----
 -------- 23:00 ---- 0.01 0.23 1.59 ----
 -------- 00:00 ---- 0.01 0.19 1.51 ----
 01.02.13 01:00 ---- 0.01 0.17 1.52 ----
 -------- 02:00 ---- 0.01 0.20 1.55 0.01
 -------- 03:00 ---- 0.01 0.21 1.53 0.01
 -------- 04:00 ---- 0.01 0.20 1.52 ----
 -------- 05:00 ---- 0.01 0.22 1.54 ----
 01.02.13 06:00 ---- 0.01 0.25 1.56 0.01
 -------- 07:00 ---- 0.02 0.27 1.57 0.01
 -------- 08:00 ---- 0.01 0.28 1.57 0.02
 -------- 09:00 0.02 0.02 0.30 1.59 0.03
 -------- 10:00 0.02 0.02 0.30 1.63 0.06
 01.02.13 11:00 0.02 0.03 0.28 1.59 0.05
 -------- 12:00 0.02 0.07 0.26 1.60 0.04
 -------- 13:00 0.02 0.05 0.22 1.56 0.03
 -------- 14:00 0.22 0.02 0.20 1.54 0.02
 -------- 15:00 0.09 0.01 0.26 1.57 0.04
 01.02.13 16:00 0.10 0.02 0.29 1.57 0.04
 -------- 17:00 0.10 0.01 0.32 1.58 0.04
 -------- 18:00 0.11 0.01 0.32 1.58 0.03
 -------- 19:00 0.10 0.01 0.27 1.54 0.01
 -------- 20:00 0.10 0.01 0.25 1.52 ----
 01.02.13 21:00 0.10 0.01 0.28 1.54 0.00
 -------- 22:00 0.11 0.01 0.31 1.56 0.02
 -------- 23:00 0.11 0.01 0.29 1.56 0.01
