 Date Time CO SO2 NO2 CHX NO
 10.04.13 00:00 0.27 0.00 0.42 2.12 0.44
 -------- 01:00 0.22 0.00 0.46 2.18 0.31
 -------- 02:00 0.19 0.00 0.49 2.02 0.30
 -------- 03:00 0.20 0.01 0.46 2.09 0.32
 -------- 04:00 0.11 0.00 0.53 1.68 0.10
 10.04.13 05:00 0.12 0.00 0.50 1.80 0.14
 -------- 06:00 0.15 0.00 0.47 2.24 0.22
 -------- 07:00 0.10 0.01 0.50 1.81 0.15
 -------- 08:00 0.18 0.01 0.43 1.82 0.30
 -------- 09:00 0.07 0.00 0.39 1.62 0.12
 10.04.13 10:00 0.02 0.02 0.29 1.47 0.04
 -------- 11:00 ---- 0.02 0.18 1.39 0.01
 -------- 12:00 ---- 0.01 0.13 1.36 ----
 -------- 13:00 ---- 0.01 0.10 1.33 ----
 -------- 14:00 ---- 0.00 0.09 1.33 ----
 10.04.13 15:00 ---- 0.00 0.10 1.32 ----
 -------- 16:00 0.02 0.00 0.14 1.34 ----
 -------- 17:00 0.02 0.00 0.17 1.35 ----
 -------- 18:00 0.02 0.00 0.15 1.34 ----
 -------- 19:00 0.06 0.00 0.20 1.37 ----
 10.04.13 20:00 0.08 0.00 0.30 1.39 ----
 -------- 21:00 0.09 0.00 0.37 1.43 ----
 -------- 22:00 0.17 0.02 0.59 1.58 0.12
 -------- 23:00 0.29 0.01 0.63 1.70 0.27
 -------- 00:00 0.21 0.01 0.56 1.80 0.20
 11.04.13 01:00 0.17 0.01 0.50 1.91 0.22
 -------- 02:00 0.13 0.02 0.53 1.84 0.14
 -------- 03:00 0.13 0.01 0.53 1.75 0.07
 -------- 04:00 0.08 0.01 0.46 1.59 0.05
 -------- 05:00 0.09 0.01 0.48 1.61 0.03
 11.04.13 06:00 0.09 0.00 0.49 1.64 0.05
 -------- 07:00 0.09 0.01 0.45 1.63 0.15
 -------- 08:00 0.10 0.03 0.42 1.57 0.14
 -------- 09:00 0.09 0.05 0.38 1.55 0.10
 -------- 10:00 0.08 0.03 0.35 1.53 0.08
 11.04.13 11:00 0.03 0.02 0.22 1.44 0.02
 -------- 12:00 0.02 0.01 0.17 1.38 0.01
 -------- 13:00 0.02 0.00 0.11 1.33 ----
 -------- 14:00 0.03 0.00 0.12 1.34 ----
 -------- 15:00 0.04 0.00 0.12 1.34 ----
 11.04.13 16:00 0.04 0.02 0.18 1.34 0.01
 -------- 17:00 0.05 0.06 0.39 1.39 0.04
 -------- 18:00 0.05 0.05 0.46 1.39 0.04
 -------- 19:00 0.06 0.04 0.47 1.42 0.02
 -------- 20:00 0.09 0.02 0.52 1.46 0.00
 11.04.13 21:00 0.13 0.01 0.61 1.57 0.04
 -------- 22:00 0.17 0.01 0.57 1.68 0.16
 -------- 23:00 0.22 0.01 0.53 1.81 0.25
