 Date Time CO SO2 NO2 CHX NO
 04.10.12 23:00 0.03 0.00 0.11 1.35 0.01
 -------- 00:00 0.02 0.00 0.07 1.32 0.01
 -------- 01:00 0.05 0.00 0.07 1.33 0.01
 -------- 02:00 0.02 0.00 0.07 1.34 0.01
 -------- 03:00 0.02 0.00 0.09 1.33 0.02
 05.10.12 04:00 0.02 0.00 0.10 1.34 0.01
 -------- 05:00 0.05 0.00 0.18 1.41 0.02
 -------- 06:00 0.07 0.00 0.22 1.44 0.03
 -------- 07:00 0.08 0.00 0.25 1.49 0.06
 -------- 08:00 0.12 0.00 0.36 1.54 0.11
 05.10.12 09:00 0.19 0.00 0.48 1.60 0.17
 -------- 10:00 0.15 0.00 0.42 1.57 0.12
 -------- 11:00 0.09 0.00 0.34 1.49 0.07
 -------- 12:00 0.05 0.00 0.23 1.45 0.04
 -------- 13:00 0.07 0.01 0.26 1.45 0.05
 05.10.12 14:00 0.06 0.01 0.28 1.48 0.06
 -------- 15:00 0.08 0.01 0.31 1.48 0.06
 -------- 16:00 0.07 0.01 0.32 1.45 0.04
 -------- 17:00 0.03 0.01 0.22 1.39 0.02
 -------- 18:00 0.02 0.01 0.17 1.37 0.02
 05.10.12 19:00 0.02 0.00 0.15 1.36 0.01
 -------- 20:00 0.04 0.00 0.17 1.37 0.01
 -------- 21:00 0.05 0.00 0.23 1.37 0.02
 -------- 22:00 0.03 0.00 0.16 1.35 0.01
 -------- 23:00 0.02 0.00 0.13 1.34 0.01
 06.10.12 00:00 0.02 0.00 0.12 1.35 0.01
 -------- 01:00 0.02 0.00 0.10 1.36 0.01
 -------- 02:00 ---- 0.00 0.07 1.31 0.01
 -------- 03:00 ---- 0.00 0.06 1.31 0.01
 -------- 04:00 ---- 0.00 0.07 1.34 0.01
 06.10.12 05:00 ---- 0.00 0.05 1.32 0.01
 -------- 06:00 ---- 0.00 0.08 1.33 0.01
 -------- 07:00 0.02 0.00 0.10 1.34 0.01
 -------- 08:00 0.05 0.00 0.14 1.37 0.01
 -------- 09:00 0.06 0.00 0.16 1.35 0.02
 06.10.12 10:00 0.05 0.00 0.14 1.35 0.02
 -------- 11:00 0.04 0.00 0.13 1.33 0.02
 -------- 12:00 0.05 0.00 0.13 1.33 0.02
 -------- 13:00 0.04 0.00 0.10 1.31 0.02
 -------- 14:00 0.04 0.00 0.10 1.31 0.02
 06.10.12 15:00 0.04 0.00 0.10 1.32 0.02
 -------- 16:00 0.04 0.00 0.11 1.32 0.02
 -------- 17:00 0.04 0.00 0.09 1.32 0.02
 -------- 18:00 0.04 0.00 0.08 1.31 0.02
 -------- 19:00 0.03 0.00 0.09 1.32 0.02
 06.10.12 20:00 0.02 0.00 0.08 1.32 0.02
 -------- 21:00 0.02 0.00 0.07 1.31 0.02
 -------- 22:00 ---- 0.00 0.07 1.31 0.02
 -------- 23:00 ---- 0.00 0.07 1.31 0.01
