 Date Time CO SO2 NO2 CHX NO
 10.10.12 12:00 0.02 0.00 0.21 1.37 0.04
 -------- 13:00 0.02 0.00 0.17 1.36 0.04
 -------- 14:00 0.02 0.00 0.18 1.36 0.03
 -------- 15:00 0.02 0.00 0.19 1.36 0.03
 -------- 16:00 0.02 0.00 0.19 1.36 0.03
 10.10.12 17:00 0.03 0.00 0.25 1.37 0.04
 -------- 18:00 0.02 0.00 0.26 1.37 0.03
 -------- 19:00 0.03 0.00 0.26 1.38 0.03
 -------- 20:00 0.06 0.00 0.21 1.36 0.02
 -------- 21:00 0.05 0.00 0.17 1.34 0.02
 10.10.12 22:00 0.04 0.00 0.16 1.34 0.02
 -------- 23:00 0.04 0.00 0.13 1.34 0.02
 -------- 00:00 0.04 0.00 0.10 1.34 0.02
 -------- 01:00 0.04 0.00 0.08 1.33 0.02
 -------- 02:00 0.04 0.00 0.08 1.32 0.02
 11.10.12 03:00 0.03 0.00 0.07 1.31 0.02
 -------- 04:00 0.02 0.00 0.07 1.31 0.02
 -------- 05:00 0.04 0.00 0.07 1.31 0.02
 -------- 06:00 0.04 0.00 0.12 1.32 0.02
 -------- 07:00 0.04 0.00 0.15 1.34 0.02
 11.10.12 08:00 0.04 0.00 0.19 1.34 0.02
 -------- 09:00 0.04 0.00 0.19 1.35 0.03
 -------- 10:00 0.04 0.00 0.18 1.34 0.03
 -------- 11:00 0.03 0.00 0.14 1.34 0.03
 -------- 12:00 0.02 0.00 0.13 1.33 0.03
 11.10.12 13:00 0.02 0.00 0.12 1.33 0.02
 -------- 14:00 0.03 0.00 0.14 1.36 0.03
 -------- 15:00 0.05 0.00 0.24 1.37 0.05
 -------- 16:00 0.04 0.00 0.20 1.35 0.03
 -------- 17:00 0.04 0.00 0.17 1.34 0.02
 11.10.12 18:00 0.04 0.00 0.25 1.36 0.03
 -------- 19:00 0.08 0.00 0.34 1.40 0.05
 -------- 20:00 0.09 0.00 0.37 1.43 0.06
 -------- 21:00 0.10 0.00 0.38 1.44 0.07
 -------- 22:00 0.06 0.00 0.32 1.39 0.05
 11.10.12 23:00 0.04 0.00 0.20 1.37 0.02
 -------- 00:00 0.05 0.00 0.27 1.40 0.04
 -------- 01:00 0.03 0.00 0.21 1.38 0.02
 -------- 02:00 0.02 0.00 0.13 1.36 0.02
 -------- 03:00 0.02 0.00 0.15 1.36 0.02
 12.10.12 04:00 0.02 0.00 0.16 1.38 0.02
 -------- 05:00 0.03 0.00 0.20 1.46 0.03
 -------- 06:00 0.05 0.00 0.27 1.51 0.07
 -------- 07:00 0.07 0.00 0.36 1.47 0.12
 -------- 08:00 0.19 0.01 0.61 1.64 0.29
 12.10.12 09:00 0.27 0.01 0.80 1.70 0.40
 -------- 10:00 0.24 0.00 0.80 1.71 0.34
 -------- 11:00 0.15 0.00 0.67 1.64 0.23
 -------- 12:00 0.28 0.01 1.13 1.91 0.44
