 Date Time CO SO2 NO2 CHX NO
 15.02.13 00:00 0.03 0.11 0.42 1.85 0.04
 -------- 01:00 0.03 0.07 0.38 1.72 0.03
 -------- 02:00 ---- 0.02 0.37 1.57 0.01
 -------- 03:00 0.02 0.01 0.38 1.60 0.00
 -------- 04:00 ---- 0.02 0.37 1.56 0.00
 15.02.13 05:00 ---- 0.02 0.30 1.51 ----
 -------- 06:00 0.02 0.04 0.37 1.66 0.01
 -------- 07:00 0.10 0.14 0.42 1.82 0.08
 -------- 08:00 0.13 0.17 0.43 1.87 0.08
 -------- 09:00 0.14 0.11 0.44 1.83 0.09
 15.02.13 10:00 0.15 0.13 0.44 1.95 0.11
 -------- 11:00 0.15 0.04 0.40 2.01 0.11
 -------- 12:00 0.16 0.03 0.40 1.99 0.14
 -------- 13:00 0.17 0.02 0.42 1.90 0.18
 -------- 14:00 0.17 0.02 0.44 1.75 0.18
 15.02.13 15:00 0.19 0.02 0.49 1.71 0.22
 -------- 16:00 0.18 0.02 0.50 1.70 0.17
 -------- 17:00 0.16 0.01 0.49 1.68 0.14
 -------- 18:00 0.16 0.01 0.48 1.69 0.13
 -------- 19:00 0.15 0.01 0.48 1.81 0.16
 15.02.13 20:00 0.12 0.01 0.47 1.78 0.11
 -------- 21:00 0.13 0.01 0.48 1.85 0.12
 -------- 22:00 0.11 0.01 0.45 1.72 0.07
 -------- 23:00 0.10 0.01 0.45 1.70 0.08
 -------- 00:00 0.09 0.00 0.44 1.65 0.06
 16.02.13 01:00 0.11 0.01 0.43 1.67 0.12
 -------- 02:00 0.10 0.00 0.42 1.70 0.13
 -------- 03:00 0.09 0.00 0.41 1.73 0.11
 -------- 04:00 0.10 0.00 0.40 1.75 0.11
 -------- 05:00 0.11 0.00 0.41 1.82 0.16
 16.02.13 06:00 0.12 0.00 0.40 1.86 0.17
 -------- 07:00 0.17 0.00 0.41 1.92 0.23
 -------- 08:00 0.19 0.00 0.42 1.98 0.26
 -------- 09:00 0.13 0.00 0.42 1.73 0.10
 -------- 10:00 0.13 0.00 0.43 1.67 0.10
 16.02.13 11:00 0.15 0.01 0.46 1.81 0.16
 -------- 12:00 0.16 0.03 0.46 1.98 0.18
 -------- 13:00 0.21 0.04 0.52 2.14 0.27
 -------- 14:00 0.21 0.03 0.53 2.11 0.29
 -------- 15:00 0.23 0.03 0.54 2.06 0.30
 16.02.13 16:00 0.24 0.02 0.57 2.04 0.32
 -------- 17:00 0.13 0.01 0.46 1.69 0.10
 -------- 18:00 0.10 0.01 0.43 1.57 0.04
 -------- 19:00 0.08 0.00 0.39 1.55 0.02
 -------- 20:00 0.07 0.00 0.37 1.54 0.00
 16.02.13 21:00 0.08 0.00 0.37 1.56 0.01
 -------- 22:00 0.06 0.00 0.34 1.51 0.01
 -------- 23:00 0.07 0.00 0.36 1.53 0.00
