 Date Time CO SO2 NO2 CHX NO
 21.11.12 00:00 0.08 0.00 0.10 1.89 ----
 -------- 01:00 0.08 0.00 0.08 1.90 ----
 -------- 02:00 0.08 0.00 0.07 1.91 ----
 -------- 03:00 0.08 0.00 0.07 1.90 ----
 -------- 04:00 0.08 0.00 0.06 1.96 ----
 21.11.12 05:00 0.08 0.00 0.06 1.95 ----
 -------- 06:00 0.08 0.00 0.09 1.93 ----
 -------- 07:00 0.05 0.00 0.20 1.97 0.01
 -------- 08:00 0.04 0.00 0.24 2.08 0.02
 -------- 09:00 0.03 0.00 0.23 2.02 0.02
 21.11.12 10:00 0.04 0.00 0.21 2.01 0.01
 -------- 11:00 0.03 0.00 0.20 2.08 0.01
 -------- 12:00 0.04 0.00 0.22 2.13 0.04
 -------- 13:00 0.04 0.00 0.21 2.13 0.04
 -------- 14:00 0.04 0.00 0.21 2.13 0.04
 21.11.12 15:00 0.04 0.00 0.21 2.17 0.03
 -------- 16:00 0.04 0.00 0.21 2.17 0.03
 -------- 17:00 0.04 0.00 0.22 2.17 0.03
 -------- 18:00 0.04 0.00 0.23 2.16 0.02
 -------- 19:00 0.06 0.00 0.23 2.16 0.01
 21.11.12 20:00 0.07 0.00 0.24 2.17 0.01
 -------- 21:00 0.06 0.00 0.25 2.17 0.02
 -------- 22:00 0.10 0.00 0.25 2.20 0.03
 -------- 23:00 0.06 0.00 0.24 2.20 0.02
 -------- 00:00 0.05 0.00 0.24 2.29 0.01
 22.11.12 01:00 0.04 0.00 0.22 2.32 0.00
 -------- 02:00 0.04 0.00 0.22 2.28 0.01
 -------- 03:00 0.04 0.00 0.19 2.21 ----
 -------- 04:00 0.04 0.00 0.17 2.21 ----
 -------- 05:00 0.03 0.00 0.17 2.20 ----
 22.11.12 06:00 0.04 0.00 0.20 2.23 0.01
 -------- 07:00 0.05 0.00 0.21 2.35 0.02
 -------- 08:00 0.09 0.00 0.23 2.34 0.07
 -------- 09:00 0.11 0.00 0.24 2.38 0.11
 -------- 10:00 0.11 0.00 0.24 2.43 0.10
 22.11.12 11:00 0.09 0.00 0.24 2.34 0.07
 -------- 12:00 0.05 0.00 0.26 1.55 0.04
 -------- 13:00 0.02 0.00 0.19 1.48 ----
 -------- 14:00 0.02 0.00 0.17 1.41 ----
 -------- 15:00 0.02 0.00 0.20 1.40 ----
 22.11.12 16:00 0.02 0.00 0.20 1.39 ----
 -------- 17:00 0.03 0.00 0.21 1.39 ----
 -------- 18:00 0.02 0.00 0.22 1.40 0.00
 -------- 19:00 ---- 0.00 0.22 1.40 ----
 -------- 20:00 ---- 0.00 0.20 1.38 ----
 22.11.12 21:00 ---- 0.00 0.17 1.39 ----
 -------- 22:00 ---- 0.00 0.16 1.39 ----
