 Date Time CO SO2 NO2 CHX NO
 08.04.13 12:00 0.06 0.04 0.17 1.37 0.01
 -------- 13:00 0.05 0.03 0.15 1.35 0.01
 -------- 14:00 0.07 0.02 0.16 1.36 0.00
 -------- 15:00 0.06 0.00 0.12 1.34 ----
 -------- 16:00 0.06 0.00 0.11 1.33 ----
 08.04.13 17:00 0.07 0.01 0.12 1.33 ----
 -------- 18:00 0.06 0.02 0.09 1.32 ----
 -------- 19:00 0.04 0.00 0.11 1.34 ----
 -------- 20:00 0.04 0.00 0.13 1.34 ----
 -------- 21:00 0.05 0.00 0.23 1.41 ----
 08.04.13 22:00 0.08 0.00 0.38 1.44 0.07
 -------- 23:00 0.14 0.00 0.49 1.51 0.13
 -------- 00:00 0.23 0.01 0.41 1.66 0.30
 -------- 01:00 0.35 0.01 0.25 1.94 0.57
 -------- 02:00 0.34 0.01 0.27 2.05 0.59
 09.04.13 03:00 0.28 0.00 0.30 2.18 0.49
 -------- 04:00 0.26 0.00 0.37 1.94 0.32
 -------- 05:00 0.15 0.00 0.37 1.86 0.25
 -------- 06:00 0.17 0.00 0.38 1.97 0.27
 -------- 07:00 0.26 0.01 0.33 2.20 0.44
 09.04.13 08:00 0.31 0.01 0.29 2.17 0.66
 -------- 09:00 0.20 0.00 0.43 1.89 0.35
 -------- 10:00 0.17 0.02 0.52 1.80 0.28
 -------- 11:00 0.14 0.04 0.63 1.81 0.19
 -------- 12:00 0.13 0.03 0.69 1.78 0.11
 09.04.13 13:00 0.10 0.02 0.55 1.71 0.10
 -------- 14:00 0.08 0.01 0.48 1.63 0.05
 -------- 15:00 0.08 0.01 0.46 1.58 0.03
 -------- 16:00 0.07 0.01 0.41 1.55 0.03
 -------- 17:00 0.05 0.01 0.27 1.44 0.04
 09.04.13 18:00 0.07 0.01 0.36 1.48 0.02
 -------- 19:00 0.09 0.01 0.41 1.50 0.00
 -------- 20:00 0.14 0.01 0.54 1.51 0.06
 -------- 21:00 0.18 0.01 0.61 1.61 0.20
 -------- 22:00 0.23 0.01 0.53 1.71 0.29
 09.04.13 23:00 0.23 0.00 0.52 1.93 0.32
 -------- 00:00 0.27 0.00 0.43 2.10 0.43
 -------- 01:00 0.22 0.00 0.46 2.18 0.31
 -------- 02:00 0.19 0.00 0.49 2.02 0.30
 -------- 03:00 0.20 0.01 0.46 2.09 0.32
 10.04.13 04:00 0.11 0.00 0.53 1.68 0.10
 -------- 05:00 0.12 0.00 0.50 1.80 0.14
 -------- 06:00 0.15 0.00 0.47 2.24 0.22
 -------- 07:00 0.10 0.01 0.50 1.81 0.15
 -------- 08:00 0.18 0.01 0.43 1.82 0.30
 10.04.13 09:00 0.07 0.00 0.39 1.62 0.12
 -------- 10:00 0.02 0.02 0.29 1.47 0.04
 -------- 11:00 ---- 0.02 0.18 1.39 0.01
