 Date Time CO SO2 NO2 CHX NO
 20.12.12 00:00 0.08 0.01 0.33 1.54 0.07
 -------- 01:00 0.07 0.01 0.32 1.53 0.07
 -------- 02:00 0.06 0.01 0.31 1.55 0.04
 -------- 03:00 0.05 0.01 0.30 1.70 0.03
 -------- 04:00 0.04 0.01 0.30 1.81 0.02
 20.12.12 05:00 0.04 0.01 0.30 1.78 0.02
 -------- 06:00 0.04 0.01 0.31 1.72 0.03
 -------- 07:00 0.09 0.01 0.31 1.73 0.05
 -------- 08:00 0.14 0.01 0.32 1.79 0.09
 -------- 09:00 0.14 0.01 0.33 1.78 0.10
 20.12.12 10:00 0.15 0.01 0.33 1.75 0.12
 -------- 11:00 0.17 0.01 0.34 1.72 0.16
 -------- 12:00 0.17 0.01 0.33 1.69 0.16
 -------- 13:00 0.18 0.01 0.34 1.71 0.19
 -------- 14:00 0.15 0.01 0.33 1.68 0.14
 20.12.12 15:00 0.20 0.05 0.42 1.91 0.25
 -------- 16:00 0.22 0.07 0.44 1.97 0.29
 -------- 17:00 0.19 0.02 0.38 1.86 0.18
 -------- 18:00 0.17 0.01 0.36 1.86 0.14
 -------- 19:00 0.19 0.01 0.38 2.03 0.21
 20.12.12 20:00 0.15 0.04 0.39 1.95 0.21
 -------- 21:00 0.13 0.05 0.37 1.87 0.22
 -------- 22:00 0.12 0.05 0.35 1.85 0.19
 -------- 23:00 0.13 0.05 0.35 1.89 0.18
 -------- 00:00 0.12 0.04 0.33 1.92 0.15
 21.12.12 01:00 0.11 0.04 0.34 1.88 0.15
 -------- 02:00 0.10 0.04 0.32 1.89 0.12
 -------- 03:00 0.08 0.03 0.30 1.82 0.10
 -------- 04:00 0.08 0.02 0.30 1.89 0.08
 -------- 05:00 0.09 0.06 0.31 2.05 0.12
 21.12.12 06:00 0.11 0.05 0.31 1.97 0.14
 -------- 07:00 0.11 0.06 0.31 1.98 0.15
 -------- 08:00 0.14 0.07 0.33 2.10 0.19
 -------- 09:00 0.16 0.05 0.34 2.02 0.22
 -------- 10:00 0.16 0.04 0.34 1.99 0.23
 21.12.12 11:00 0.16 0.05 0.34 1.98 0.25
 -------- 12:00 0.15 0.07 0.33 2.01 0.23
 -------- 13:00 0.16 0.08 0.36 2.08 0.26
 -------- 14:00 0.18 0.09 0.38 2.20 0.32
 -------- 15:00 0.19 0.08 0.39 2.17 0.32
 21.12.12 16:00 0.17 0.06 0.38 2.08 0.29
 -------- 17:00 0.15 0.02 0.37 2.09 0.23
 -------- 18:00 0.16 0.02 0.37 2.13 0.26
 -------- 19:00 0.15 0.01 0.35 1.89 0.22
 -------- 20:00 0.14 0.01 0.34 1.91 0.18
 21.12.12 21:00 0.12 0.01 0.33 1.93 0.17
 -------- 22:00 0.12 0.01 0.33 1.96 0.16
 -------- 23:00 0.11 0.01 0.33 1.97 0.14
