 Date Time CO SO2 NO2 CHX NO
 14.02.13 00:00 0.06 0.01 0.39 1.62 0.01
 -------- 01:00 0.06 0.01 0.38 1.75 0.01
 -------- 02:00 0.06 0.00 0.37 1.77 0.00
 -------- 03:00 0.04 0.00 0.30 1.65 ----
 -------- 04:00 0.05 0.01 0.39 1.62 0.01
 14.02.13 05:00 0.06 0.01 0.40 1.61 0.02
 -------- 06:00 0.06 0.01 0.39 1.61 0.03
 -------- 07:00 0.07 0.01 0.39 1.66 0.07
 -------- 08:00 0.09 0.00 0.38 1.61 0.08
 -------- 09:00 0.10 0.01 0.39 1.63 0.10
 14.02.13 10:00 0.11 0.00 0.37 1.65 0.13
 -------- 11:00 0.11 0.01 0.38 1.67 0.14
 -------- 12:00 0.11 0.01 0.40 1.69 0.16
 -------- 13:00 0.09 0.01 0.40 1.70 0.15
 -------- 14:00 0.07 0.01 0.37 1.62 0.11
 14.02.13 15:00 0.07 0.01 0.38 1.60 0.08
 -------- 16:00 0.07 0.01 0.38 1.58 0.06
 -------- 17:00 0.07 0.01 0.42 1.57 0.06
 -------- 18:00 0.10 0.01 0.46 1.63 0.10
 -------- 19:00 0.09 0.01 0.47 1.63 0.12
 14.02.13 20:00 0.05 0.00 0.42 1.70 0.04
 -------- 21:00 0.03 0.01 0.41 1.63 0.02
 -------- 22:00 0.05 0.04 0.45 1.71 0.07
 -------- 23:00 0.05 0.07 0.46 1.73 0.08
 -------- 00:00 0.03 0.11 0.43 1.81 0.05
 15.02.13 01:00 0.03 0.07 0.38 1.72 0.03
 -------- 02:00 ---- 0.02 0.37 1.57 0.01
 -------- 03:00 0.02 0.01 0.38 1.60 0.00
 -------- 04:00 ---- 0.02 0.37 1.56 0.00
 -------- 05:00 ---- 0.02 0.30 1.51 ----
 15.02.13 06:00 0.02 0.04 0.37 1.66 0.01
 -------- 07:00 0.10 0.14 0.42 1.82 0.08
 -------- 08:00 0.13 0.17 0.43 1.87 0.08
 -------- 09:00 0.14 0.11 0.44 1.83 0.09
 -------- 10:00 0.15 0.13 0.44 1.95 0.11
 15.02.13 11:00 0.15 0.04 0.40 2.01 0.11
 -------- 12:00 0.16 0.03 0.40 1.99 0.14
 -------- 13:00 0.17 0.02 0.42 1.90 0.18
 -------- 14:00 0.17 0.02 0.44 1.75 0.18
 -------- 15:00 0.19 0.02 0.49 1.71 0.22
 15.02.13 16:00 0.18 0.02 0.50 1.70 0.17
 -------- 17:00 0.16 0.01 0.49 1.68 0.14
 -------- 18:00 0.16 0.01 0.48 1.69 0.13
 -------- 19:00 0.15 0.01 0.48 1.81 0.16
 -------- 20:00 0.12 0.01 0.47 1.78 0.11
 15.02.13 21:00 0.13 0.01 0.48 1.85 0.12
 -------- 22:00 0.11 0.01 0.45 1.72 0.07
 -------- 23:00 0.10 0.01 0.45 1.70 0.08
