 Date Time CO SO2 NO2 CHX NO
 22.12.12 12:00 0.11 0.01 0.34 1.77 0.09
 -------- 13:00 0.13 0.02 0.35 1.75 0.10
 -------- 14:00 0.14 0.02 0.37 1.67 0.10
 -------- 15:00 0.15 0.01 0.39 1.63 0.11
 -------- 16:00 0.13 0.01 0.39 1.58 0.07
 22.12.12 17:00 0.12 0.00 0.40 1.58 0.06
 -------- 18:00 0.12 0.00 0.39 1.58 0.06
 -------- 19:00 0.10 0.00 0.37 1.59 0.05
 -------- 20:00 0.07 0.00 0.32 1.55 0.01
 -------- 21:00 0.06 0.00 0.30 1.56 0.00
 22.12.12 22:00 0.05 0.00 0.29 1.54 ----
 -------- 23:00 0.05 0.00 0.29 1.59 0.01
 -------- 00:00 0.06 0.00 0.33 1.54 0.03
 -------- 01:00 0.06 0.00 0.32 1.52 0.01
 -------- 02:00 0.06 0.01 0.33 1.53 0.02
 23.12.12 03:00 0.06 0.01 0.33 1.52 0.02
 -------- 04:00 0.06 0.01 0.32 1.52 0.02
 -------- 05:00 0.05 0.01 0.32 1.52 0.02
 -------- 06:00 0.04 0.00 0.30 1.52 ----
 -------- 07:00 0.07 0.00 0.30 1.52 ----
 23.12.12 08:00 0.09 0.00 0.31 1.52 0.00
 -------- 09:00 0.10 0.00 0.33 1.53 0.01
 -------- 10:00 0.13 0.00 0.36 1.59 0.06
 -------- 11:00 0.16 0.01 0.37 1.63 0.14
 -------- 12:00 0.18 0.01 0.36 1.64 0.14
 23.12.12 13:00 0.17 0.01 0.36 1.65 0.13
 -------- 14:00 0.16 0.01 0.36 1.63 0.11
 -------- 15:00 0.19 0.01 0.40 1.73 0.15
 -------- 16:00 0.22 0.01 0.44 1.80 0.20
 -------- 17:00 0.26 0.01 0.47 1.80 0.29
 23.12.12 18:00 0.23 0.01 0.46 1.72 0.20
 -------- 19:00 0.15 0.01 0.43 1.74 0.16
 -------- 20:00 0.09 0.01 0.41 1.65 0.10
 -------- 21:00 0.09 0.01 0.41 1.67 0.11
 -------- 22:00 0.12 0.01 0.42 1.73 0.17
 23.12.12 23:00 0.13 0.01 0.42 1.71 0.18
 -------- 00:00 0.14 0.01 0.42 1.65 0.17
 -------- 01:00 0.15 0.01 0.45 1.70 0.22
 -------- 02:00 0.18 0.01 0.49 1.76 0.29
 -------- 03:00 0.17 0.03 0.49 1.87 0.29
 24.12.12 04:00 0.09 0.02 0.46 1.85 0.19
 -------- 05:00 0.07 0.02 0.47 2.13 0.23
 -------- 06:00 0.07 0.02 0.46 2.04 0.19
 -------- 07:00 0.11 0.01 0.43 1.73 0.16
 -------- 08:00 0.18 0.01 0.48 1.75 0.28
 24.12.12 09:00 0.22 0.02 0.54 1.83 0.35
 -------- 10:00 0.31 0.02 0.55 2.06 0.47
 -------- 11:00 0.25 0.02 0.54 1.96 0.43
