 Date Time CO SO2 NO2 CHX NO
 19.01.13 12:00 0.13 0.02 0.34 1.79 0.18
 -------- 13:00 0.13 0.02 0.34 1.79 0.17
 -------- 14:00 0.13 0.02 0.35 1.80 0.17
 -------- 15:00 0.15 0.02 0.35 1.78 0.17
 -------- 16:00 0.12 0.01 0.34 1.75 0.13
 19.01.13 17:00 0.13 0.01 0.34 1.77 0.14
 -------- 18:00 0.13 0.01 0.33 1.77 0.15
 -------- 19:00 0.13 0.01 0.32 1.79 0.20
 -------- 20:00 0.16 0.01 0.31 1.78 0.20
 -------- 21:00 0.11 0.00 0.31 1.77 0.20
 19.01.13 22:00 0.12 0.01 0.31 1.81 0.22
 -------- 23:00 0.17 0.01 0.34 1.93 0.34
 -------- 00:00 0.29 0.02 0.42 2.57 0.55
 -------- 01:00 0.28 0.01 0.42 2.57 0.51
 -------- 02:00 0.27 0.01 0.43 2.54 0.49
 20.01.13 03:00 0.21 0.01 0.42 2.59 0.39
 -------- 04:00 0.16 0.02 0.41 2.61 0.32
 -------- 05:00 0.18 0.02 0.41 2.63 0.31
 -------- 06:00 0.16 0.05 0.43 2.88 0.32
 -------- 07:00 0.15 0.05 0.41 1.95 0.22
 20.01.13 08:00 0.19 0.05 0.43 2.02 0.26
 -------- 09:00 0.22 0.06 0.46 2.10 0.34
 -------- 10:00 0.22 0.06 0.45 2.24 0.30
 -------- 11:00 0.23 0.09 0.46 2.33 0.33
 -------- 12:00 0.25 0.09 0.48 2.54 0.36
 20.01.13 13:00 0.26 0.10 0.49 2.96 0.37
 -------- 14:00 0.27 0.16 0.50 2.95 0.37
 -------- 15:00 0.25 0.21 0.50 2.52 0.34
 -------- 16:00 0.24 0.10 0.47 2.23 0.32
 -------- 17:00 0.22 0.04 0.45 2.33 0.27
 20.01.13 18:00 0.23 0.03 0.46 2.35 0.28
 -------- 19:00 0.22 0.03 0.45 2.16 0.31
 -------- 20:00 0.19 0.02 0.42 1.99 0.29
 -------- 21:00 0.13 0.02 0.39 1.85 0.19
 -------- 22:00 0.10 0.02 0.36 1.87 0.16
 20.01.13 23:00 0.07 0.02 0.34 1.77 0.09
 -------- 00:00 0.06 0.02 0.32 1.81 0.08
 -------- 01:00 0.06 0.03 0.31 1.88 0.08
 -------- 02:00 0.05 0.02 0.31 1.84 0.08
 -------- 03:00 0.04 0.02 0.29 1.92 0.08
 21.01.13 04:00 0.05 0.01 0.27 1.84 0.07
 -------- 05:00 0.06 0.01 0.29 1.81 0.12
 -------- 06:00 0.06 0.02 0.30 1.80 0.15
 -------- 07:00 0.11 0.02 0.31 1.84 0.19
 -------- 08:00 0.15 0.02 0.31 1.84 0.20
 21.01.13 09:00 0.17 0.02 0.31 1.79 0.20
 -------- 10:00 0.15 0.02 0.32 1.87 0.19
 -------- 11:00 0.13 0.02 0.30 1.85 0.15
