 Date Time CO SO2 NO2 CHX NO
 08.12.12 12:00 0.11 0.01 0.19 1.59 0.14
 -------- 13:00 0.09 0.01 0.19 1.60 0.11
 -------- 14:00 0.11 0.01 0.20 1.64 0.14
 -------- 15:00 0.11 0.00 0.20 1.65 0.14
 -------- 16:00 0.08 0.00 0.19 1.63 0.09
 08.12.12 17:00 0.07 0.00 0.19 1.60 0.09
 -------- 18:00 0.07 0.00 0.19 1.62 0.09
 -------- 19:00 0.06 0.00 0.19 1.62 0.08
 -------- 20:00 0.06 0.00 0.18 1.64 0.08
 -------- 21:00 0.08 0.00 0.19 1.67 0.12
 08.12.12 22:00 0.09 0.00 0.19 1.68 0.12
 -------- 23:00 0.09 0.00 0.17 1.66 0.14
 -------- 00:00 0.08 0.00 0.16 1.64 0.12
 -------- 01:00 0.11 0.00 0.19 1.76 0.18
 -------- 02:00 0.13 0.00 0.21 1.83 0.24
 09.12.12 03:00 0.11 0.00 0.20 1.78 0.19
 -------- 04:00 0.08 0.00 0.20 1.80 0.15
 -------- 05:00 0.07 0.00 0.19 1.76 0.13
 -------- 06:00 0.06 0.00 0.19 1.72 0.13
 -------- 07:00 0.03 0.00 0.18 1.62 0.09
 09.12.12 08:00 0.02 0.00 0.16 1.55 0.05
 -------- 09:00 ---- 0.00 0.17 1.49 0.02
 -------- 10:00 0.02 0.00 0.17 1.43 0.00
 -------- 11:00 0.02 0.00 0.17 1.43 0.01
 -------- 12:00 ---- 0.00 0.18 1.44 0.02
 09.12.12 13:00 ---- 0.00 0.13 1.42 0.01
 -------- 14:00 ---- 0.00 0.10 1.41 ----
 -------- 15:00 ---- 0.00 0.13 1.41 ----
 -------- 16:00 ---- 0.00 0.19 1.51 0.00
 -------- 17:00 0.02 0.00 0.20 1.46 0.01
 09.12.12 18:00 0.04 0.00 0.22 1.45 0.00
 -------- 19:00 0.07 0.00 0.23 1.50 0.02
 -------- 20:00 0.10 0.00 0.25 1.54 0.06
 -------- 21:00 0.15 0.00 0.27 1.59 0.16
 -------- 22:00 0.17 0.00 0.27 1.62 0.18
 09.12.12 23:00 0.17 0.01 0.28 1.66 0.22
 -------- 00:00 0.17 0.00 0.29 1.74 0.22
 -------- 01:00 0.17 0.00 0.34 1.88 0.27
 -------- 02:00 0.17 0.01 0.33 1.86 0.25
 -------- 03:00 0.15 0.03 0.35 1.78 0.24
 10.12.12 04:00 0.16 0.03 0.37 1.87 0.29
 -------- 05:00 0.13 0.03 0.32 1.88 0.18
 -------- 06:00 0.13 0.06 0.32 2.08 0.18
 -------- 07:00 0.08 0.01 0.24 1.53 0.06
 -------- 08:00 0.06 0.00 0.22 1.49 0.04
 10.12.12 09:00 0.07 0.00 0.23 1.53 0.09
 -------- 10:00 0.08 0.02 0.24 1.61 0.14
