 Date Time CO SO2 NO2 CHX NO
 12.02.13 12:00 0.07 0.00 0.21 1.56 0.01
 -------- 13:00 0.06 0.00 0.19 1.51 ----
 -------- 14:00 0.07 0.00 0.23 1.53 0.01
 -------- 15:00 0.07 0.00 0.26 1.55 0.01
 -------- 16:00 0.07 0.00 0.24 1.48 0.01
 12.02.13 17:00 0.08 0.00 0.25 1.51 0.00
 -------- 18:00 0.08 0.00 0.30 1.53 0.00
 -------- 19:00 0.05 0.00 0.26 1.50 0.00
 -------- 20:00 0.05 0.00 0.27 1.50 0.01
 -------- 21:00 0.05 0.00 0.24 1.51 ----
 12.02.13 22:00 0.05 0.00 0.26 1.53 0.01
 -------- 23:00 0.05 0.00 0.25 1.57 ----
 -------- 00:00 0.04 0.00 0.24 1.55 0.01
 -------- 01:00 0.04 0.00 0.23 1.58 ----
 -------- 02:00 0.04 0.00 0.26 1.58 0.00
 13.02.13 03:00 0.04 0.00 0.25 1.60 ----
 -------- 04:00 0.04 0.00 0.26 1.59 ----
 -------- 05:00 0.03 0.00 0.27 1.54 0.00
 -------- 06:00 0.03 0.01 0.28 1.49 ----
 -------- 07:00 0.06 0.01 0.37 1.55 0.04
 13.02.13 08:00 0.09 0.02 0.38 1.56 0.08
 -------- 09:00 0.10 0.01 0.39 1.58 0.11
 -------- 10:00 0.08 0.02 0.38 1.55 0.08
 -------- 11:00 0.07 0.02 0.37 1.53 0.09
 -------- 12:00 0.07 0.06 0.34 1.56 0.08
 13.02.13 13:00 0.06 0.09 0.29 1.53 0.05
 -------- 14:00 0.07 0.07 0.33 1.59 0.07
 -------- 15:00 0.06 0.03 0.34 1.59 0.06
 -------- 16:00 0.06 0.03 0.33 1.58 0.04
 -------- 17:00 0.08 0.03 0.38 1.58 0.04
 13.02.13 18:00 0.08 0.02 0.42 1.57 0.03
 -------- 19:00 0.11 0.02 0.47 1.60 0.08
 -------- 20:00 0.13 0.02 0.47 1.67 0.13
 -------- 21:00 0.11 0.01 0.46 1.65 0.10
 -------- 22:00 0.11 0.01 0.45 1.64 0.08
 13.02.13 23:00 0.08 0.01 0.42 1.57 0.03
 -------- 00:00 0.06 0.01 0.39 1.61 0.01
 -------- 01:00 0.06 0.01 0.38 1.75 0.01
 -------- 02:00 0.06 0.00 0.37 1.77 0.00
 -------- 03:00 0.04 0.00 0.30 1.65 ----
 14.02.13 04:00 0.05 0.01 0.39 1.62 0.01
 -------- 05:00 0.06 0.01 0.40 1.61 0.02
 -------- 06:00 0.06 0.01 0.39 1.61 0.03
 -------- 07:00 0.07 0.01 0.39 1.66 0.07
 -------- 08:00 0.09 0.00 0.38 1.61 0.08
 14.02.13 09:00 0.10 0.01 0.39 1.63 0.10
 -------- 10:00 0.11 0.00 0.37 1.65 0.13
 -------- 11:00 0.11 0.01 0.38 1.67 0.14
