 Date Time CO SO2 NO2 CHX NO
 16.02.13 00:00 0.09 0.00 0.44 1.65 0.07
 -------- 01:00 0.11 0.01 0.43 1.67 0.12
 -------- 02:00 0.10 0.00 0.42 1.70 0.13
 -------- 03:00 0.09 0.00 0.41 1.73 0.11
 -------- 04:00 0.10 0.00 0.40 1.75 0.11
 16.02.13 05:00 0.11 0.00 0.41 1.82 0.16
 -------- 06:00 0.12 0.00 0.40 1.86 0.17
 -------- 07:00 0.17 0.00 0.41 1.92 0.23
 -------- 08:00 0.19 0.00 0.42 1.98 0.26
 -------- 09:00 0.13 0.00 0.42 1.73 0.10
 16.02.13 10:00 0.13 0.00 0.43 1.67 0.10
 -------- 11:00 0.15 0.01 0.46 1.81 0.16
 -------- 12:00 0.16 0.03 0.46 1.98 0.18
 -------- 13:00 0.21 0.04 0.52 2.14 0.27
 -------- 14:00 0.21 0.03 0.53 2.11 0.29
 16.02.13 15:00 0.23 0.03 0.54 2.06 0.30
 -------- 16:00 0.24 0.02 0.57 2.04 0.32
 -------- 17:00 0.13 0.01 0.46 1.69 0.10
 -------- 18:00 0.10 0.01 0.43 1.57 0.04
 -------- 19:00 0.08 0.00 0.39 1.55 0.02
 16.02.13 20:00 0.07 0.00 0.37 1.54 0.00
 -------- 21:00 0.08 0.00 0.37 1.56 0.01
 -------- 22:00 0.06 0.00 0.34 1.51 0.01
 -------- 23:00 0.07 0.00 0.36 1.53 0.00
 -------- 00:00 0.06 0.00 0.31 1.53 ----
 17.02.13 01:00 0.05 0.00 0.31 1.49 ----
 -------- 02:00 0.05 0.00 0.30 1.52 ----
 -------- 03:00 0.04 0.00 0.30 1.52 ----
 -------- 04:00 0.04 0.00 0.26 1.54 ----
 -------- 05:00 0.04 0.01 0.25 1.51 ----
 17.02.13 06:00 0.04 0.00 0.15 1.52 ----
 -------- 07:00 0.04 0.00 0.13 1.50 ----
 -------- 08:00 0.05 0.00 0.27 1.52 ----
 -------- 09:00 0.05 0.01 0.29 1.53 ----
 -------- 10:00 0.06 0.04 0.27 1.56 0.00
 17.02.13 11:00 0.06 0.03 0.23 1.56 0.01
 -------- 12:00 0.06 0.02 0.23 1.56 0.02
 -------- 13:00 0.07 0.02 0.23 1.56 0.02
 -------- 14:00 0.07 0.02 0.25 1.56 0.03
 -------- 15:00 0.07 0.01 0.28 1.59 0.03
 17.02.13 16:00 0.06 0.01 0.30 1.60 0.02
 -------- 17:00 0.06 0.01 0.33 1.64 0.01
 -------- 18:00 0.06 0.01 0.35 1.64 0.00
 -------- 19:00 0.09 0.01 0.37 1.60 ----
 -------- 20:00 0.09 0.01 0.26 1.59 ----
 17.02.13 21:00 0.09 0.01 0.23 1.56 ----
 -------- 22:00 0.09 0.00 0.20 1.48 0.00
 -------- 23:00 0.08 0.00 0.17 1.47 ----
