 Date Time CO SO2 NO2 CHX NO
 12.10.12 12:00 0.24 0.01 1.05 1.83 0.39
 -------- 13:00 0.13 0.00 0.70 1.71 0.21
 -------- 14:00 0.10 0.01 0.63 1.67 0.16
 -------- 15:00 0.12 0.08 0.72 1.71 0.20
 -------- 16:00 0.13 0.10 0.68 1.74 0.19
 12.10.12 17:00 0.09 0.02 0.50 1.59 0.12
 -------- 18:00 0.12 0.01 0.49 1.60 0.13
 -------- 19:00 0.14 0.01 0.53 1.74 0.18
 -------- 20:00 0.10 0.00 0.43 1.57 0.11
 -------- 21:00 0.09 0.00 0.42 1.55 0.10
 12.10.12 22:00 0.02 0.00 0.30 1.44 0.03
 -------- 23:00 0.03 0.00 0.26 1.43 0.02
 -------- 00:00 ---- 0.00 0.27 1.41 0.02
 -------- 01:00 ---- 0.00 0.26 1.42 0.03
 -------- 02:00 ---- 0.00 0.24 1.55 0.02
 13.10.12 03:00 ---- 0.00 0.23 1.80 0.02
 -------- 04:00 ---- 0.00 0.23 1.79 0.02
 -------- 05:00 ---- 0.00 0.17 1.45 0.02
 -------- 06:00 ---- 0.00 0.18 1.39 0.02
 -------- 07:00 0.02 0.00 0.27 1.43 0.02
 13.10.12 08:00 0.06 0.00 0.26 1.40 0.03
 -------- 09:00 0.06 0.00 0.27 1.41 0.04
 -------- 10:00 0.06 0.00 0.28 1.41 0.04
 -------- 11:00 0.06 0.00 0.28 1.41 0.04
 -------- 12:00 0.07 0.00 0.25 1.39 0.04
 13.10.12 13:00 0.06 0.00 0.19 1.39 0.03
 -------- 14:00 0.06 0.00 0.19 1.37 0.03
 -------- 15:00 0.05 0.00 0.16 1.36 0.03
 -------- 16:00 0.08 0.00 0.17 1.39 0.02
 -------- 17:00 0.22 0.00 0.17 1.50 0.03
 13.10.12 18:00 0.14 0.00 0.24 1.48 0.03
 -------- 19:00 0.07 0.00 0.26 1.41 0.02
 -------- 20:00 0.09 0.00 0.43 1.46 0.09
 -------- 21:00 0.11 0.00 0.50 1.53 0.13
 -------- 22:00 0.11 0.00 0.50 1.52 0.11
 13.10.12 23:00 0.11 0.00 0.50 1.51 0.12
 -------- 00:00 0.05 0.00 0.40 1.47 0.05
 -------- 01:00 0.04 0.00 0.36 1.45 0.05
 -------- 02:00 0.04 0.00 0.32 1.45 0.04
 -------- 03:00 0.03 0.00 0.30 1.48 0.04
 14.10.12 04:00 0.02 0.00 0.30 1.51 0.04
 -------- 05:00 0.02 0.00 0.29 1.54 0.05
 -------- 06:00 0.03 0.00 0.30 1.59 0.06
 -------- 07:00 0.02 0.00 0.32 1.62 0.08
 -------- 08:00 0.02 0.00 0.31 1.60 0.09
 14.10.12 09:00 0.06 0.00 0.46 1.58 0.17
 -------- 10:00 0.03 0.00 0.41 1.47 0.11
 -------- 11:00 ---- 0.00 0.26 1.44 0.05
 -------- 12:00 ---- 0.00 0.15 1.44 0.03
