 Date Time CO SO2 NO2 CHX NO
 18.02.13 12:00 0.10 0.00 0.32 1.56 0.02
 -------- 13:00 0.11 0.01 0.35 1.57 0.05
 -------- 14:00 0.11 0.01 0.38 1.60 0.07
 -------- 15:00 0.11 0.01 0.33 1.58 0.04
 -------- 16:00 0.10 0.00 0.28 1.54 0.02
 18.02.13 17:00 0.10 0.00 0.26 1.51 0.00
 -------- 18:00 0.10 0.01 0.25 1.50 ----
 -------- 19:00 0.08 0.00 0.24 1.49 ----
 -------- 20:00 0.08 0.00 0.27 1.50 ----
 -------- 21:00 0.09 0.00 0.33 1.55 0.00
 18.02.13 22:00 0.09 0.00 0.39 1.59 0.00
 -------- 23:00 0.08 0.01 0.39 1.59 0.01
 -------- 00:00 0.09 0.00 0.38 1.58 0.02
 -------- 01:00 0.10 0.00 0.37 1.58 0.02
 -------- 02:00 0.08 0.00 0.38 1.55 0.01
 19.02.13 03:00 0.08 0.00 0.37 1.53 0.01
 -------- 04:00 0.09 0.00 0.33 1.49 ----
 -------- 05:00 0.07 0.00 0.29 1.50 ----
 -------- 06:00 0.06 0.01 0.28 1.51 ----
 -------- 07:00 0.05 0.00 0.35 1.55 0.01
 19.02.13 08:00 0.07 0.00 0.36 1.59 0.00
 -------- 09:00 0.07 0.00 0.34 1.57 0.03
 -------- 10:00 0.04 0.01 0.27 1.55 0.02
 -------- 11:00 0.03 0.01 0.26 1.55 0.02
 -------- 12:00 0.02 0.01 0.24 1.53 0.03
 19.02.13 13:00 0.03 0.01 0.24 1.52 0.03
 -------- 14:00 0.04 0.01 0.28 1.52 0.03
 -------- 15:00 0.03 0.01 0.27 1.51 0.02
 -------- 16:00 0.03 0.00 0.27 1.52 0.02
 -------- 17:00 0.03 0.01 0.29 1.50 0.01
 19.02.13 18:00 0.03 0.01 0.28 1.50 ----
 -------- 19:00 0.07 0.01 0.32 1.51 0.00
 -------- 20:00 0.09 0.01 0.37 1.52 ----
 -------- 21:00 0.08 0.00 0.34 1.51 ----
 -------- 22:00 0.10 0.00 0.35 1.51 0.01
 19.02.13 23:00 0.10 0.00 0.36 1.51 ----
 -------- 00:00 0.08 0.00 0.36 1.51 ----
 -------- 01:00 0.09 0.00 0.38 1.52 0.01
 -------- 02:00 0.09 0.00 0.40 1.55 0.02
 -------- 03:00 0.09 0.00 0.40 1.58 0.03
 20.02.13 04:00 0.13 0.00 0.41 1.66 0.03
 -------- 05:00 0.10 0.00 0.42 1.64 0.05
 -------- 06:00 0.10 0.00 0.40 1.65 0.06
 -------- 07:00 0.13 0.00 0.40 1.68 0.06
 -------- 08:00 0.17 0.01 0.41 1.74 0.08
 20.02.13 09:00 0.15 0.01 0.40 1.69 0.08
 -------- 10:00 0.13 0.01 0.38 1.65 0.06
 -------- 11:00 0.13 0.01 0.39 1.63 0.09
