 Date Time CO SO2 NO2 CHX NO
 30.09.12 00:00 0.03 0.00 0.41 1.58 0.07
 -------- 01:00 ---- 0.00 0.26 1.46 0.02
 -------- 02:00 ---- 0.00 0.20 1.39 0.02
 -------- 03:00 ---- 0.00 0.26 1.48 0.03
 -------- 04:00 0.02 0.00 0.25 1.49 0.02
 30.09.12 05:00 ---- 0.00 0.15 1.42 0.02
 -------- 06:00 ---- 0.00 0.11 1.38 0.02
 -------- 07:00 ---- 0.00 0.11 1.36 0.01
 -------- 08:00 0.04 0.00 0.22 1.41 0.02
 -------- 09:00 0.04 0.00 0.21 1.43 0.03
 30.09.12 10:00 0.04 0.00 0.21 1.41 0.04
 -------- 11:00 0.02 0.00 0.17 1.36 0.03
 -------- 12:00 0.02 0.00 0.11 1.34 0.02
 -------- 13:00 ---- 0.00 0.09 1.33 0.02
 -------- 14:00 ---- 0.00 0.09 1.32 0.02
 30.09.12 15:00 ---- 0.00 0.09 1.31 0.02
 -------- 16:00 ---- 0.00 0.09 1.32 0.02
 -------- 17:00 0.02 0.00 0.12 1.34 0.02
 -------- 18:00 0.03 0.00 0.20 1.35 0.02
 -------- 19:00 0.03 0.00 0.20 1.35 0.02
 30.09.12 20:00 0.07 0.00 0.19 1.34 0.02
 -------- 21:00 0.07 0.00 0.18 1.36 0.02
 -------- 22:00 0.05 0.00 0.11 1.35 0.02
 -------- 23:00 0.04 0.00 0.08 1.33 0.01
 -------- 00:00 0.04 0.00 0.07 1.32 0.01
 01.10.12 01:00 0.02 0.00 0.06 1.30 0.01
 -------- 02:00 0.02 0.00 0.07 1.30 0.02
 -------- 03:00 0.02 0.00 0.06 1.30 0.01
 -------- 04:00 0.02 0.00 0.05 1.29 0.02
 -------- 05:00 0.02 0.00 0.04 1.29 0.02
 01.10.12 06:00 0.03 0.00 0.05 1.29 0.02
 -------- 07:00 0.03 0.00 0.07 1.30 0.02
 -------- 08:00 0.02 0.00 0.11 1.31 0.02
 -------- 09:00 0.02 0.00 0.13 1.32 0.02
 -------- 10:00 ---- 0.00 0.11 1.31 0.02
 01.10.12 11:00 ---- 0.00 0.11 1.31 0.02
 -------- 12:00 ---- 0.00 0.09 1.32 0.02
 -------- 13:00 ---- 0.00 0.08 1.31 0.02
 -------- 14:00 ---- 0.00 0.09 1.31 0.02
 -------- 15:00 ---- 0.00 0.09 1.32 0.02
 01.10.12 16:00 ---- 0.00 0.10 1.32 0.02
 -------- 17:00 ---- 0.00 0.12 1.33 0.02
 -------- 18:00 ---- 0.00 0.14 1.33 0.02
 -------- 19:00 0.02 0.00 0.16 1.32 0.02
 -------- 20:00 0.05 0.00 0.15 1.33 0.02
 01.10.12 21:00 0.06 0.00 0.25 1.36 0.02
 -------- 22:00 0.09 0.00 0.36 1.41 0.03
 -------- 23:00 0.12 0.00 0.41 1.44 0.06
 -------- 00:00 0.10 0.00 0.38 1.42 0.06
