 Date Time CO SO2 NO2 CHX NO
 14.03.13 00:00 0.10 0.01 0.51 1.58 0.01
 -------- 01:00 0.09 0.01 0.44 1.53 0.01
 -------- 02:00 0.10 0.00 0.49 1.62 0.00
 -------- 03:00 0.11 0.01 0.55 1.67 0.08
 -------- 04:00 0.09 0.01 0.48 1.57 ----
 14.03.13 05:00 0.09 0.01 0.48 1.54 0.01
 -------- 06:00 0.10 0.01 0.49 1.56 0.01
 -------- 07:00 0.11 0.01 0.53 1.60 0.06
 -------- 08:00 0.12 0.00 0.53 1.58 0.06
 -------- 09:00 0.13 0.00 0.51 1.58 0.06
 14.03.13 10:00 0.14 0.01 0.52 1.64 0.12
 -------- 11:00 0.12 0.01 0.52 1.64 0.12
 -------- 12:00 0.10 0.02 0.44 1.61 0.09
 -------- 13:00 0.10 0.02 0.46 1.61 0.09
 -------- 14:00 0.11 0.02 0.46 1.62 0.10
 14.03.13 15:00 0.10 0.02 0.43 1.57 0.08
 -------- 16:00 0.10 0.01 0.47 1.60 0.06
 -------- 17:00 0.07 0.01 0.30 1.48 0.02
 -------- 18:00 0.06 0.01 0.26 1.45 ----
 -------- 19:00 0.05 0.01 0.25 1.44 ----
 14.03.13 20:00 0.05 0.01 0.26 1.46 ----
 -------- 21:00 0.05 0.00 0.26 1.49 ----
 -------- 22:00 0.06 0.01 0.33 1.51 ----
 -------- 23:00 0.05 0.00 0.28 1.49 ----
 -------- 00:00 0.06 0.00 0.37 1.48 0.01
 15.03.13 01:00 0.05 0.00 0.34 1.48 ----
 -------- 02:00 0.04 0.00 0.26 1.47 0.01
 -------- 03:00 0.04 0.00 0.21 1.47 ----
 -------- 04:00 0.05 0.00 0.27 1.54 0.02
 -------- 05:00 0.05 0.00 0.28 1.50 ----
 15.03.13 06:00 0.07 0.00 0.40 1.53 0.02
 -------- 07:00 0.10 0.00 0.44 1.60 0.05
 -------- 08:00 0.13 0.00 0.42 1.66 0.07
 -------- 09:00 0.15 0.00 0.46 1.70 0.15
 -------- 10:00 0.15 0.01 0.45 1.72 0.13
 15.03.13 11:00 0.15 0.01 0.41 1.81 0.11
 -------- 12:00 0.15 0.01 0.44 1.87 0.17
 -------- 13:00 0.14 0.01 0.42 1.68 0.15
 -------- 14:00 0.13 0.01 0.36 1.59 0.09
 -------- 15:00 0.10 0.01 0.34 1.55 0.06
 15.03.13 16:00 0.10 0.01 0.35 1.52 0.04
 -------- 17:00 0.10 0.00 0.35 1.52 0.03
 -------- 18:00 0.09 0.00 0.36 1.53 0.02
 -------- 19:00 0.07 0.00 0.32 1.54 0.02
 -------- 20:00 0.07 0.00 0.34 1.64 0.01
 15.03.13 21:00 0.08 0.00 0.36 1.70 0.01
 -------- 22:00 0.08 0.01 0.39 1.62 0.05
 -------- 23:00 0.09 0.00 0.41 1.58 0.08
