 Date Time SO2 OZ NO2 CHX NO
 17.03.13 12:00 ---- 0.24 0.40 1.50 0.09
 -------- 13:00 0.00 0.23 0.42 1.53 0.09
 -------- 14:00 0.00 0.23 0.45 1.51 0.10
 -------- 15:00 ---- 0.26 0.39 1.49 0.08
 -------- 16:00 0.00 0.24 0.46 1.51 0.10
 17.03.13 17:00 ---- 0.23 0.46 1.50 0.09
 -------- 18:00 0.00 0.22 0.47 1.51 0.09
 -------- 19:00 0.00 0.18 0.56 1.54 0.14
 -------- 20:00 0.00 0.08 0.64 1.68 0.20
 -------- 21:00 0.00 0.07 0.65 1.63 0.18
 17.03.13 22:00 0.00 0.10 0.60 1.56 0.11
 -------- 23:00 0.00 0.06 0.68 1.62 0.22
 -------- 00:00 0.00 0.06 0.61 1.61 0.19
 -------- 01:00 0.01 0.03 0.71 1.96 0.46
 -------- 02:00 0.00 0.03 0.69 2.05 0.31
 18.03.13 03:00 ---- 0.11 0.53 2.03 0.07
 -------- 04:00 ---- 0.15 0.47 1.78 0.04
 -------- 05:00 ---- 0.19 0.41 1.56 0.03
 -------- 06:00 ---- 0.18 0.43 1.58 0.07
 -------- 07:00 0.00 0.13 0.54 1.70 0.12
 18.03.13 08:00 0.00 0.11 0.59 1.74 0.16
 -------- 09:00 0.00 0.07 0.68 1.76 0.33
 -------- 10:00 0.00 0.08 0.62 1.76 0.20
 -------- 11:00 0.00 0.13 0.53 1.75 0.15
 -------- 12:00 0.00 0.15 0.52 1.79 0.14
 18.03.13 13:00 0.00 0.16 0.50 1.62 0.13
 -------- 14:00 0.00 0.20 0.44 1.54 0.11
 -------- 15:00 ---- 0.23 0.36 1.56 0.06
 -------- 16:00 ---- 0.21 0.36 1.54 0.07
 -------- 17:00 0.00 0.19 0.40 1.63 0.08
 18.03.13 18:00 ---- 0.18 0.37 1.54 0.07
 -------- 19:00 ---- 0.16 0.42 1.62 0.08
 -------- 20:00 ---- 0.17 0.42 1.51 0.08
 -------- 21:00 ---- 0.21 0.30 1.47 0.04
 -------- 22:00 ---- 0.22 0.29 1.45 0.03
 18.03.13 23:00 ---- 0.23 0.25 1.46 0.03
 -------- 00:00 ---- 0.21 0.31 1.46 0.02
 -------- 01:00 ---- 0.21 0.30 1.46 0.02
 -------- 02:00 ---- 0.22 0.28 1.60 0.02
 -------- 03:00 ---- 0.24 0.26 1.47 0.01
 19.03.13 04:00 ---- 0.27 0.21 1.47 0.01
 -------- 05:00 ---- 0.29 0.19 1.46 0.01
 -------- 06:00 ---- 0.32 0.20 1.46 0.02
 -------- 07:00 ---- 0.32 0.22 1.46 0.02
 -------- 08:00 ---- 0.30 0.29 1.49 0.04
 19.03.13 09:00 ---- 0.29 0.23 1.47 0.02
 -------- 10:00 ---- 0.29 0.29 1.47 0.06
 -------- 11:00 ---- 0.29 0.27 1.45 0.04
