 Date Time SO2 OZ NO2 CHX NO
 01.03.13 12:00 0.00 0.18 0.30 1.46 0.09
 -------- 13:00 0.00 0.17 0.32 1.50 0.11
 -------- 14:00 0.00 0.17 0.30 1.44 0.11
 -------- 15:00 0.00 0.17 0.30 1.46 0.09
 -------- 16:00 0.00 0.18 0.28 1.44 0.07
 01.03.13 17:00 0.00 0.22 0.27 1.43 0.06
 -------- 18:00 0.00 0.23 0.26 1.41 0.06
 -------- 19:00 0.00 0.23 0.23 1.40 0.04
 -------- 20:00 0.00 0.20 0.27 1.43 0.05
 -------- 21:00 0.00 0.19 0.28 1.43 0.06
 01.03.13 22:00 0.00 0.18 0.25 1.48 0.05
 -------- 23:00 0.00 0.18 0.23 1.47 0.05
 -------- 00:00 0.00 0.18 0.17 1.40 0.02
 -------- 01:00 ---- 0.22 0.12 1.38 0.01
 -------- 02:00 ---- 0.23 0.14 1.40 0.02
 02.03.13 03:00 ---- 0.26 0.10 1.36 0.01
 -------- 04:00 ---- 0.26 0.11 1.38 0.01
 -------- 05:00 ---- 0.27 0.11 1.37 0.01
 -------- 06:00 ---- 0.24 0.16 1.36 0.02
 -------- 07:00 ---- 0.26 0.13 1.36 0.02
 02.03.13 08:00 ---- 0.22 0.21 1.47 0.03
 -------- 09:00 ---- 0.22 0.20 1.40 0.04
 -------- 10:00 ---- 0.26 0.17 1.38 0.03
 -------- 11:00 ---- 0.25 0.18 1.36 0.03
 -------- 12:00 0.00 0.23 0.24 1.39 0.06
 02.03.13 13:00 0.00 0.25 0.21 1.37 0.05
 -------- 14:00 ---- 0.28 0.16 1.35 0.03
 -------- 15:00 0.00 0.28 0.19 1.36 0.03
 -------- 16:00 ---- 0.28 0.20 1.37 0.04
 -------- 17:00 0.00 0.27 0.22 1.36 0.05
 02.03.13 18:00 0.00 0.25 0.26 1.45 0.06
 -------- 19:00 0.00 0.23 0.31 1.42 0.08
 -------- 20:00 0.00 0.09 0.45 1.69 0.20
 -------- 21:00 0.00 0.08 0.47 1.80 0.17
 -------- 22:00 0.01 0.05 0.50 1.82 0.26
 02.03.13 23:00 0.01 0.03 0.50 2.02 0.42
 -------- 00:00 0.01 0.03 0.47 2.01 0.41
 -------- 01:00 0.01 0.03 0.44 2.26 0.39
 -------- 02:00 0.01 0.03 0.41 2.12 0.24
 -------- 03:00 0.00 0.03 0.36 1.74 0.14
 03.03.13 04:00 0.00 0.02 0.36 1.82 0.17
 -------- 05:00 0.00 0.03 0.32 1.68 0.12
 -------- 06:00 0.00 0.02 0.36 1.79 0.25
 -------- 07:00 0.01 0.02 0.37 1.81 0.36
 -------- 08:00 0.01 0.02 0.41 2.09 0.38
 03.03.13 09:00 0.01 0.02 0.46 1.85 0.29
 -------- 10:00 0.01 0.03 0.48 1.75 0.28
 -------- 11:00 0.01 0.05 0.46 1.74 0.24
 -------- 12:00 0.00 0.07 0.41 1.83 0.22
