 Date Time SO2 OZ NO2 CHX NO
 04.02.13 00:00 0.00 0.28 0.22 1.48 0.03
 -------- 01:00 0.00 0.26 0.21 1.45 0.02
 -------- 02:00 0.00 0.27 0.20 1.47 0.02
 -------- 03:00 0.00 0.28 0.19 1.47 0.02
 -------- 04:00 0.00 0.26 0.21 1.47 0.02
 04.02.13 05:00 0.00 0.20 0.24 1.48 0.04
 -------- 06:00 0.00 0.13 0.27 1.50 0.05
 -------- 07:00 0.00 0.11 0.29 1.65 0.13
 -------- 08:00 0.01 0.02 0.37 1.98 0.30
 -------- 09:00 0.01 0.01 0.39 1.78 0.26
 04.02.13 10:00 0.01 0.01 0.35 1.72 0.13
 -------- 11:00 0.01 0.04 0.31 1.76 0.14
 -------- 12:00 0.00 0.08 0.30 1.59 0.11
 -------- 13:00 0.00 0.10 0.29 1.51 0.10
 -------- 14:00 0.00 0.12 0.28 1.62 0.09
 04.02.13 15:00 0.00 0.15 0.26 1.55 0.07
 -------- 16:00 0.00 0.13 0.26 1.49 0.08
 -------- 17:00 0.00 0.18 0.23 1.47 0.06
 -------- 18:00 0.00 0.21 0.21 1.55 0.06
 -------- 19:00 0.00 0.27 0.19 1.42 0.04
 04.02.13 20:00 0.00 0.34 0.19 1.45 0.04
 -------- 21:00 0.00 0.36 0.20 1.41 0.04
 -------- 22:00 0.00 0.29 0.24 1.44 0.06
 -------- 23:00 0.00 0.23 0.24 1.45 0.05
 -------- 00:00 0.00 0.28 0.21 1.44 0.03
 05.02.13 01:00 0.00 0.34 0.18 1.42 0.03
 -------- 02:00 0.00 0.43 0.17 1.38 0.02
 -------- 03:00 0.00 0.47 0.17 1.38 0.02
 -------- 04:00 0.00 0.47 0.17 1.37 0.02
 -------- 05:00 0.00 0.47 0.18 1.36 0.02
 05.02.13 06:00 0.00 0.43 0.18 1.39 0.03
 -------- 07:00 0.00 0.37 0.20 1.40 0.04
 -------- 08:00 0.00 0.32 0.24 1.45 0.06
 -------- 09:00 0.00 0.29 0.27 1.44 0.08
 -------- 10:00 0.00 0.20 0.30 1.42 0.10
 05.02.13 11:00 0.00 0.30 0.25 1.42 0.06
 -------- 12:00 0.00 0.31 0.24 1.41 0.05
 -------- 13:00 0.00 0.26 0.25 1.41 0.06
 -------- 14:00 0.00 0.27 0.24 1.45 0.06
 -------- 15:00 0.00 0.24 0.26 1.44 0.07
 05.02.13 16:00 0.00 0.21 0.28 1.48 0.08
 -------- 17:00 0.00 0.17 0.30 1.51 0.09
 -------- 18:00 0.01 0.08 0.36 1.57 0.19
