 Date Time SO2 OZ NO2 CHX NO
 19.03.13 00:00 ---- 0.20 0.33 1.46 0.02
 -------- 01:00 ---- 0.21 0.30 1.46 0.02
 -------- 02:00 ---- 0.22 0.28 1.60 0.02
 -------- 03:00 ---- 0.24 0.26 1.47 0.01
 -------- 04:00 ---- 0.27 0.21 1.47 0.01
 19.03.13 05:00 ---- 0.29 0.19 1.46 0.01
 -------- 06:00 ---- 0.32 0.20 1.46 0.02
 -------- 07:00 ---- 0.32 0.22 1.46 0.02
 -------- 08:00 ---- 0.30 0.29 1.49 0.04
 -------- 09:00 ---- 0.29 0.23 1.47 0.02
 19.03.13 10:00 ---- 0.29 0.29 1.47 0.06
 -------- 11:00 ---- 0.29 0.27 1.45 0.04
 -------- 12:00 ---- 0.29 0.26 1.47 0.10
 -------- 13:00 ---- 0.24 0.14 1.50 0.16
 -------- 14:00 ---- 0.27 0.07 1.48 0.01
 19.03.13 15:00 ---- 0.23 ---- 1.49 ----
 -------- 16:00 ---- 0.22 ---- 1.52 ----
 -------- 17:00 ---- 0.22 ---- 1.50 ----
 -------- 18:00 ---- 0.19 ---- 1.53 ----
 -------- 19:00 ---- 0.15 ---- 1.54 ----
 19.03.13 20:00 ---- 0.14 ---- 1.55 ----
 -------- 21:00 ---- 0.20 ---- 1.55 ----
 -------- 22:00 ---- 0.12 ---- 1.55 ----
 -------- 23:00 ---- 0.15 ---- 1.58 ----
 -------- 00:00 ---- 0.11 ---- 1.89 ----
 20.03.13 01:00 ---- 0.14 ---- 1.91 ----
 -------- 02:00 ---- 0.18 ---- 1.72 ----
 -------- 03:00 ---- 0.16 ---- 1.67 ----
 -------- 04:00 ---- 0.11 ---- 1.79 ----
 -------- 05:00 ---- 0.11 ---- 1.66 ----
 20.03.13 06:00 ---- 0.12 ---- 1.61 ----
 -------- 07:00 ---- 0.11 ---- 1.71 ----
 -------- 08:00 ---- 0.10 ---- 1.82 ----
 -------- 09:00 ---- 0.12 ---- 1.81 ----
 -------- 10:00 ---- 0.11 ---- 1.67 ----
 20.03.13 11:00 ---- 0.14 ---- 1.55 ----
 -------- 12:00 ---- 0.15 ---- 1.56 ----
 -------- 13:00 ---- 0.19 ---- 1.51 ----
 -------- 14:00 ---- 0.19 ---- 1.51 ----
 -------- 15:00 ---- 0.21 ---- 1.50 ----
 20.03.13 16:00 ---- 0.22 ---- 1.49 ----
 -------- 17:00 ---- 0.22 ---- 1.50 ----
 -------- 18:00 ---- 0.21 ---- 1.51 ----
 -------- 19:00 ---- 0.22 ---- 1.50 ----
 -------- 20:00 ---- 0.21 ---- 1.53 ----
 20.03.13 21:00 ---- 0.20 ---- 1.59 ----
 -------- 22:00 ---- 0.20 ---- 1.51 ----
 -------- 23:00 ---- 0.24 ---- 1.49 ----
