 Date Time SO2 OZ NO2 CHX NO
 23.12.12 00:00 0.00 0.18 0.20 1.48 0.05
 -------- 01:00 0.00 0.19 0.20 1.47 0.05
 -------- 02:00 0.00 0.22 0.16 1.47 0.03
 -------- 03:00 0.00 0.23 0.14 1.43 0.02
 -------- 04:00 0.00 0.19 0.15 1.43 0.02
 23.12.12 05:00 0.00 0.20 0.15 1.43 0.02
 -------- 06:00 0.00 0.21 0.17 1.45 0.02
 -------- 07:00 ---- 0.18 0.19 1.47 0.04
 -------- 08:00 0.00 0.13 0.23 1.50 0.05
 -------- 09:00 0.00 0.07 0.28 1.52 0.09
 23.12.12 10:00 0.00 0.04 0.29 1.55 0.13
 -------- 11:00 0.00 0.06 0.29 1.59 0.16
 -------- 12:00 0.00 0.10 0.29 1.68 0.17
 -------- 13:00 0.00 0.08 0.35 1.60 0.18
 -------- 14:00 0.01 0.07 0.35 1.64 0.23
 23.12.12 15:00 0.01 0.05 0.36 1.63 0.21
 -------- 16:00 0.01 0.03 0.35 1.75 0.21
 -------- 17:00 0.00 0.04 0.32 1.95 0.16
 -------- 18:00 0.00 0.01 0.30 2.26 0.17
 -------- 19:00 0.01 0.01 0.32 2.05 0.35
 23.12.12 20:00 0.01 0.01 0.32 2.04 0.35
 -------- 21:00 0.01 0.02 0.30 2.11 0.30
 -------- 22:00 0.01 0.02 0.31 2.20 0.40
 -------- 23:00 0.01 0.02 0.29 2.11 0.34
 -------- 00:00 0.01 0.02 0.29 2.14 0.39
 24.12.12 01:00 0.01 0.01 0.30 2.14 0.32
 -------- 02:00 0.00 0.01 0.28 2.08 0.23
 -------- 03:00 0.00 0.01 0.31 2.05 0.19
 -------- 04:00 0.00 0.01 0.30 2.06 0.23
 -------- 05:00 0.01 0.01 0.36 1.98 0.25
 24.12.12 06:00 0.01 0.02 0.37 2.34 0.45
 -------- 07:00 0.02 0.02 0.40 2.50 0.69
 -------- 08:00 0.02 0.04 0.45 2.89 0.84
 -------- 09:00 0.02 0.03 0.41 2.64 0.70
 -------- 10:00 0.02 0.03 0.49 2.95 0.93
 24.12.12 11:00 0.02 0.03 0.51 3.03 0.91
 -------- 12:00 0.02 0.01 0.55 2.75 0.86
 -------- 13:00 0.02 0.01 0.58 2.68 1.27
 -------- 14:00 0.02 0.01 0.60 2.65 0.75
 -------- 15:00 0.02 ---- 0.58 2.47 0.68
 24.12.12 16:00 0.01 ---- 0.48 1.99 0.44
 -------- 17:00 0.01 0.01 0.51 2.10 0.55
 -------- 18:00 0.01 ---- 0.46 1.92 0.44
 -------- 19:00 0.01 0.01 0.43 1.88 0.40
 -------- 20:00 0.01 ---- 0.40 1.75 0.29
 24.12.12 21:00 0.01 ---- 0.38 1.72 0.27
 -------- 22:00 0.01 0.01 0.39 1.76 0.28
 -------- 23:00 0.01 ---- 0.36 1.71 0.21
