 Date Time SO2 OZ NO2 CHX NO
 27.02.13 12:00 0.00 0.22 0.30 1.42 0.06
 -------- 13:00 0.00 0.18 0.34 1.42 0.07
 -------- 14:00 0.00 0.18 0.33 1.45 0.08
 -------- 15:00 0.00 0.18 0.33 1.42 0.07
 -------- 16:00 0.00 0.19 0.30 1.42 0.08
 27.02.13 17:00 0.00 0.24 0.27 1.40 0.04
 -------- 18:00 0.00 0.16 0.37 1.48 0.12
 -------- 19:00 0.00 0.18 0.35 1.43 0.08
 -------- 20:00 0.00 0.16 0.37 1.47 0.11
 -------- 21:00 0.00 0.14 0.40 1.48 0.15
 27.02.13 22:00 0.01 0.03 0.50 1.61 0.25
 -------- 23:00 0.01 0.04 0.47 1.53 0.16
 -------- 00:00 0.00 0.13 0.33 1.50 0.03
 -------- 01:00 0.00 0.18 0.25 1.40 0.02
 -------- 02:00 0.00 0.22 0.18 1.41 0.01
 28.02.13 03:00 0.00 0.26 0.13 1.38 0.01
 -------- 04:00 0.00 0.29 0.09 1.37 0.00
 -------- 05:00 ---- 0.29 0.13 1.37 0.02
 -------- 06:00 0.00 0.27 0.14 1.37 0.02
 -------- 07:00 0.00 0.24 0.20 1.39 0.04
 28.02.13 08:00 0.00 0.21 0.25 1.46 0.07
 -------- 09:00 0.00 0.21 0.24 1.45 0.06
 -------- 10:00 0.00 0.22 0.23 1.43 0.05
 -------- 11:00 0.00 0.21 0.25 1.43 0.05
 -------- 12:00 0.00 0.22 0.26 1.43 0.05
 28.02.13 13:00 0.00 0.22 0.27 1.43 0.05
 -------- 14:00 0.00 0.23 0.26 1.43 0.05
 -------- 15:00 0.00 0.21 0.29 1.43 0.06
 -------- 16:00 0.00 0.23 0.29 1.43 0.05
 -------- 17:00 0.00 0.19 0.33 1.45 0.08
 28.02.13 18:00 0.00 0.16 0.36 1.48 0.10
 -------- 19:00 0.00 0.16 0.38 1.51 0.10
 -------- 20:00 0.00 0.17 0.36 1.50 0.09
 -------- 21:00 0.00 0.19 0.33 1.46 0.06
 -------- 22:00 0.00 0.18 0.32 1.47 0.06
 28.02.13 23:00 0.00 0.17 0.31 1.43 0.05
 -------- 00:00 0.00 0.18 0.26 1.39 0.05
 -------- 01:00 0.00 0.20 0.22 1.39 0.02
 -------- 02:00 ---- 0.24 0.18 1.37 0.01
 -------- 03:00 ---- 0.25 0.15 1.36 0.01
 01.03.13 04:00 ---- 0.27 0.13 1.37 0.02
 -------- 05:00 ---- 0.26 0.19 1.39 0.02
 -------- 06:00 ---- 0.25 0.20 1.39 0.03
 -------- 07:00 ---- 0.24 0.20 1.40 0.02
 -------- 08:00 ---- 0.21 0.22 1.41 0.03
 01.03.13 09:00 ---- 0.20 0.24 1.41 0.03
 -------- 10:00 0.00 0.18 0.29 1.44 0.06
 -------- 11:00 0.00 0.19 0.27 1.43 0.05
 -------- 12:00 0.00 0.19 0.28 1.44 0.09
