 Date Time SO2 OZ NO2 CHX NO
 26.01.13 12:00 0.00 0.19 0.24 1.59 0.10
 -------- 13:00 0.00 0.27 0.20 1.52 0.06
 -------- 14:00 0.00 0.24 0.22 1.55 0.09
 -------- 15:00 0.00 0.23 0.23 1.57 0.11
 -------- 16:00 0.00 0.23 0.26 1.58 0.12
 26.01.13 17:00 0.01 0.18 0.28 1.59 0.15
 -------- 18:00 0.00 0.17 0.28 1.57 0.13
 -------- 19:00 0.00 0.18 0.28 1.60 0.14
 -------- 20:00 0.00 0.19 0.26 1.58 0.13
 -------- 21:00 0.00 0.25 0.22 1.52 0.06
 26.01.13 22:00 0.00 0.22 0.23 1.58 0.10
 -------- 23:00 0.00 0.20 0.23 1.60 0.08
 -------- 00:00 0.00 0.23 0.21 1.64 0.06
 -------- 01:00 0.00 0.30 0.15 1.51 0.02
 -------- 02:00 0.00 0.30 0.14 1.50 0.01
 27.01.13 03:00 0.00 0.34 0.13 1.48 0.01
 -------- 04:00 0.00 0.35 0.10 1.50 0.01
 -------- 05:00 0.00 0.38 0.11 1.52 0.01
 -------- 06:00 0.00 0.35 0.12 1.48 0.02
 -------- 07:00 0.00 0.39 0.12 1.46 0.02
 27.01.13 08:00 0.00 0.33 0.18 1.52 0.05
 -------- 09:00 0.00 0.23 0.22 1.57 0.09
 -------- 10:00 0.00 0.21 0.24 1.59 0.11
 -------- 11:00 0.01 0.16 0.26 1.62 0.18
 -------- 12:00 0.00 0.21 0.24 1.60 0.13
 27.01.13 13:00 0.01 0.20 0.25 1.64 0.16
 -------- 14:00 0.01 0.23 0.23 1.57 0.12
 -------- 15:00 0.00 0.25 0.21 1.57 0.08
 -------- 16:00 0.00 0.21 0.24 1.57 0.09
 -------- 17:00 0.00 0.20 0.26 1.56 0.07
 27.01.13 18:00 0.00 0.11 0.30 1.70 0.11
 -------- 19:00 0.01 0.07 0.36 1.98 0.54
 -------- 20:00 0.01 0.01 0.37 1.93 0.46
 -------- 21:00 0.01 0.01 0.37 1.92 0.63
 -------- 22:00 0.01 0.01 0.35 1.80 0.36
 27.01.13 23:00 0.01 0.01 0.33 1.74 0.23
 -------- 00:00 0.00 0.01 0.33 1.69 0.16
 -------- 01:00 0.00 0.01 0.35 1.72 0.13
 -------- 02:00 0.00 0.01 0.35 1.62 0.06
 -------- 03:00 0.00 0.03 0.34 1.59 0.03
 28.01.13 04:00 0.00 0.05 0.33 1.56 0.03
 -------- 05:00 0.00 0.12 0.29 1.54 0.03
 -------- 06:00 0.00 0.16 0.29 1.55 0.05
 -------- 07:00 0.00 0.11 0.33 1.59 0.16
 -------- 08:00 0.01 0.04 0.38 1.72 0.25
 28.01.13 09:00 0.01 0.01 0.40 1.79 0.28
 -------- 10:00 0.01 0.01 0.42 1.83 0.37
 -------- 11:00 0.01 0.01 0.43 1.80 0.30
 -------- 12:00 0.01 0.03 0.38 1.68 0.17
