 Date Time SO2 OZ NO2 CHX NO
 03.03.13 12:00 0.01 0.08 0.42 1.65 0.20
 -------- 13:00 0.00 0.10 0.42 1.56 0.17
 -------- 14:00 0.00 0.13 0.42 1.56 0.17
 -------- 15:00 0.00 0.15 0.39 1.54 0.15
 -------- 16:00 0.00 0.15 0.39 1.55 0.14
 03.03.13 17:00 0.01 0.13 0.39 1.57 0.14
 -------- 18:00 0.00 0.14 0.40 1.54 0.12
 -------- 19:00 0.00 0.12 0.38 1.56 0.11
 -------- 20:00 0.00 0.14 0.37 1.57 0.10
 -------- 21:00 0.00 0.16 0.34 1.53 0.08
 03.03.13 22:00 0.00 0.19 0.32 1.55 0.06
 -------- 23:00 0.00 0.23 0.25 1.50 0.04
 -------- 00:00 0.00 0.19 0.30 1.50 0.03
 -------- 01:00 ---- 0.22 0.21 1.49 0.02
 -------- 02:00 ---- 0.28 0.12 1.47 0.01
 04.03.13 03:00 ---- 0.31 0.09 1.45 0.01
 -------- 04:00 ---- 0.31 0.09 1.44 0.01
 -------- 05:00 ---- 0.31 0.12 1.44 0.01
 -------- 06:00 ---- 0.31 0.11 1.44 0.02
 -------- 07:00 0.00 0.27 0.19 1.47 0.04
 04.03.13 08:00 0.00 0.26 0.23 1.47 0.04
 -------- 09:00 0.00 0.27 0.21 1.50 0.03
 -------- 10:00 0.00 0.29 0.19 1.51 0.04
 -------- 11:00 0.00 0.27 0.27 1.48 0.07
 -------- 12:00 0.00 0.29 0.21 1.46 0.05
 04.03.13 13:00 0.00 0.32 0.17 1.45 0.04
 -------- 14:00 0.00 0.31 0.20 1.46 0.05
 -------- 15:00 0.00 0.32 0.17 1.46 0.03
 -------- 16:00 0.00 0.32 0.18 1.46 0.03
 -------- 17:00 0.00 0.30 0.19 1.49 0.03
 04.03.13 18:00 0.00 0.29 0.19 1.44 0.02
 -------- 19:00 ---- 0.32 0.16 1.44 0.02
 -------- 20:00 ---- 0.30 0.19 1.47 0.02
 -------- 21:00 ---- 0.26 0.25 1.50 0.45
 -------- 22:00 ---- 0.24 0.26 1.47 0.01
 04.03.13 23:00 ---- 0.21 0.28 1.47 0.03
 -------- 00:00 ---- 0.20 0.33 1.56 0.05
 -------- 01:00 0.00 0.15 0.42 1.51 0.05
 -------- 02:00 0.00 0.12 0.48 1.67 0.06
 -------- 03:00 0.00 0.13 0.39 1.82 0.03
 05.03.13 04:00 ---- 0.17 0.31 1.55 0.02
 -------- 05:00 0.00 0.10 0.54 1.75 0.13
 -------- 06:00 0.00 0.07 0.58 1.72 0.17
 -------- 07:00 0.00 0.07 0.66 1.73 0.34
 -------- 08:00 0.01 0.04 0.75 1.97 0.60
 05.03.13 09:00 0.01 0.04 0.78 1.90 0.58
 -------- 10:00 0.01 0.05 0.74 1.78 0.52
 -------- 11:00 0.00 0.10 0.66 1.67 0.28
 -------- 12:00 0.00 0.14 0.60 1.64 0.26
