 Date Time SO2 OZ NO2 CHX NO
 30.01.13 12:00 0.01 0.01 0.44 1.75 0.30
 -------- 13:00 0.01 0.01 0.42 1.77 0.28
 -------- 14:00 0.01 0.01 0.43 1.69 0.27
 -------- 15:00 0.01 0.02 0.42 1.72 0.26
 -------- 16:00 0.01 0.01 0.41 1.71 0.24
 30.01.13 17:00 0.01 0.01 0.45 1.80 0.27
 -------- 18:00 0.01 0.01 0.43 1.82 0.21
 -------- 19:00 0.01 0.01 0.40 1.92 0.16
 -------- 20:00 0.01 ---- 0.41 1.75 0.17
 -------- 21:00 0.00 ---- 0.39 1.61 0.11
 30.01.13 22:00 0.00 0.02 0.35 1.56 0.06
 -------- 23:00 0.00 0.10 0.32 1.50 0.05
 -------- 00:00 0.00 0.19 0.26 1.46 0.02
 -------- 01:00 0.00 0.24 0.22 1.42 0.02
 -------- 02:00 0.00 0.26 0.21 1.40 0.02
 31.01.13 03:00 0.00 0.29 0.20 1.39 0.02
 -------- 04:00 0.00 0.29 0.20 1.41 0.02
 -------- 05:00 0.00 0.27 0.23 1.40 0.03
 -------- 06:00 0.00 0.27 0.24 1.43 0.03
 -------- 07:00 0.00 0.23 0.27 1.47 0.04
 31.01.13 08:00 0.00 0.17 0.29 1.50 0.09
 -------- 09:00 0.00 0.14 0.31 1.53 0.09
 -------- 10:00 0.00 0.16 0.29 1.52 0.06
 -------- 11:00 0.00 0.16 0.28 1.48 0.06
 -------- 12:00 0.00 0.20 0.27 1.48 0.06
 31.01.13 13:00 0.00 0.21 0.27 1.48 0.05
 -------- 14:00 0.00 0.26 0.27 1.47 0.05
 -------- 15:00 0.00 0.30 0.27 1.47 0.06
 -------- 16:00 0.00 0.32 0.28 1.48 0.05
 -------- 17:00 0.00 0.30 0.28 1.45 0.05
 31.01.13 18:00 0.00 0.30 0.29 1.47 0.05
 -------- 19:00 0.00 0.25 0.31 1.49 0.07
 -------- 20:00 0.00 0.27 0.29 1.47 0.07
 -------- 21:00 0.00 0.28 0.29 1.48 0.05
 -------- 22:00 0.00 0.30 0.26 1.46 0.04
 31.01.13 23:00 0.00 0.26 0.26 1.49 0.05
 -------- 00:00 0.00 0.29 0.23 1.48 0.02
 -------- 01:00 0.00 0.29 0.21 1.46 0.02
 -------- 02:00 0.00 0.28 0.22 1.48 0.02
 -------- 03:00 0.00 0.24 0.23 1.52 0.02
 01.02.13 04:00 0.00 0.21 0.23 1.51 0.02
 -------- 05:00 0.00 0.20 0.25 1.51 0.03
 -------- 06:00 0.00 0.17 0.26 1.59 0.04
 -------- 07:00 0.00 0.14 0.26 1.59 0.06
 -------- 08:00 0.00 0.10 0.27 1.58 0.08
 01.02.13 09:00 0.00 0.09 0.29 1.55 0.08
 -------- 10:00 0.00 0.09 0.30 1.56 0.07
 -------- 11:00 0.00 0.11 0.28 1.59 0.07
 -------- 12:00 0.01 0.10 0.32 1.58 0.11
