 Date Time SO2 OZ NO2 CHX NO
 01.03.13 00:00 0.00 0.19 0.25 1.39 0.03
 -------- 01:00 0.00 0.20 0.22 1.39 0.02
 -------- 02:00 ---- 0.24 0.18 1.37 0.01
 -------- 03:00 ---- 0.25 0.15 1.36 0.01
 -------- 04:00 ---- 0.27 0.13 1.37 0.02
 01.03.13 05:00 ---- 0.26 0.19 1.39 0.02
 -------- 06:00 ---- 0.25 0.20 1.39 0.03
 -------- 07:00 ---- 0.24 0.20 1.40 0.02
 -------- 08:00 ---- 0.21 0.22 1.41 0.03
 -------- 09:00 ---- 0.20 0.24 1.41 0.03
 01.03.13 10:00 0.00 0.18 0.29 1.44 0.06
 -------- 11:00 0.00 0.19 0.27 1.43 0.05
 -------- 12:00 0.00 0.18 0.30 1.45 0.09
 -------- 13:00 0.00 0.17 0.32 1.50 0.11
 -------- 14:00 0.00 0.17 0.30 1.44 0.11
 01.03.13 15:00 0.00 0.17 0.30 1.46 0.09
 -------- 16:00 0.00 0.18 0.28 1.44 0.07
 -------- 17:00 0.00 0.22 0.27 1.43 0.06
 -------- 18:00 0.00 0.23 0.26 1.41 0.06
 -------- 19:00 0.00 0.23 0.23 1.40 0.04
 01.03.13 20:00 0.00 0.20 0.27 1.43 0.05
 -------- 21:00 0.00 0.19 0.28 1.43 0.06
 -------- 22:00 0.00 0.18 0.25 1.48 0.05
 -------- 23:00 0.00 0.18 0.23 1.47 0.05
 -------- 00:00 0.00 0.18 0.17 1.40 0.02
 02.03.13 01:00 ---- 0.22 0.12 1.38 0.01
 -------- 02:00 ---- 0.23 0.14 1.40 0.02
 -------- 03:00 ---- 0.26 0.10 1.36 0.01
 -------- 04:00 ---- 0.26 0.11 1.38 0.01
 -------- 05:00 ---- 0.27 0.11 1.37 0.01
 02.03.13 06:00 ---- 0.24 0.16 1.36 0.02
 -------- 07:00 ---- 0.26 0.13 1.36 0.02
 -------- 08:00 ---- 0.22 0.21 1.47 0.03
 -------- 09:00 ---- 0.22 0.20 1.40 0.04
 -------- 10:00 ---- 0.26 0.17 1.38 0.03
 02.03.13 11:00 ---- 0.25 0.18 1.36 0.03
 -------- 12:00 0.00 0.23 0.24 1.39 0.06
 -------- 13:00 0.00 0.25 0.21 1.37 0.05
 -------- 14:00 ---- 0.28 0.16 1.35 0.03
 -------- 15:00 0.00 0.28 0.19 1.36 0.03
 02.03.13 16:00 ---- 0.28 0.20 1.37 0.04
 -------- 17:00 0.00 0.27 0.22 1.36 0.05
 -------- 18:00 0.00 0.25 0.26 1.45 0.06
 -------- 19:00 0.00 0.23 0.31 1.42 0.08
 -------- 20:00 0.00 0.09 0.45 1.69 0.20
 02.03.13 21:00 0.00 0.08 0.47 1.80 0.17
 -------- 22:00 0.01 0.05 0.50 1.82 0.26
 -------- 23:00 0.01 0.03 0.50 2.02 0.42
 -------- 00:00 0.01 0.03 0.46 2.11 0.46
