 Date Time CO NO2 CHX NO PM10
 26.09.12 00:00 0.06 0.12 1.41 0.03 0.03
 -------- 01:00 0.04 0.08 1.40 0.03 0.03
 -------- 02:00 0.05 0.07 1.40 0.01 0.02
 -------- 03:00 0.04 0.06 1.40 0.01 0.02
 -------- 04:00 0.04 0.07 1.41 0.01 0.03
 26.09.12 05:00 0.04 0.09 1.44 0.01 0.03
 -------- 06:00 0.06 0.10 1.44 0.02 0.03
 -------- 07:00 0.07 0.12 1.46 0.04 0.04
 -------- 08:00 0.11 0.12 1.48 0.07 0.05
 -------- 09:00 0.14 0.14 1.53 0.13 0.07
 26.09.12 10:00 0.13 0.13 1.56 0.10 0.07
 -------- 11:00 0.09 0.08 1.48 0.05 0.04
 -------- 12:00 0.09 0.10 1.47 0.03 0.17
 -------- 13:00 0.10 0.13 1.42 0.03 0.05
 -------- 14:00 0.09 0.11 1.45 0.03 0.05
 26.09.12 15:00 0.09 0.10 1.43 0.02 0.05
 -------- 16:00 0.12 0.15 1.48 0.04 0.07
 -------- 17:00 0.11 0.11 1.46 0.03 0.05
 -------- 18:00 0.10 0.12 1.43 0.02 0.04
 -------- 19:00 0.11 0.20 1.49 0.02 0.05
 26.09.12 20:00 0.12 0.17 1.48 0.03 0.05
 -------- 21:00 0.11 0.18 1.49 0.02 0.05
 -------- 22:00 0.11 0.17 1.51 0.03 0.04
 -------- 23:00 0.09 0.18 1.50 0.02 0.04
 -------- 00:00 0.10 0.19 1.56 0.05 0.04
 27.09.12 01:00 0.12 0.18 1.64 0.09 0.04
 -------- 02:00 0.17 0.17 1.72 0.17 0.05
 -------- 03:00 0.20 0.16 1.79 0.25 0.07
 -------- 04:00 0.19 0.14 1.82 0.28 0.06
 -------- 05:00 0.34 0.16 2.08 0.55 0.09
 27.09.12 06:00 0.39 0.14 2.38 0.70 0.12
 -------- 07:00 0.48 0.18 2.63 0.90 0.16
 -------- 08:00 0.70 0.25 2.90 1.14 0.20
 -------- 09:00 0.39 0.28 2.58 0.68 0.21
 -------- 10:00 0.12 0.24 1.76 0.22 0.16
 27.09.12 11:00 0.05 0.23 1.70 0.12 0.14
 -------- 12:00 0.02 0.20 1.61 0.06 0.10
 -------- 13:00 ---- 0.17 1.51 0.04 0.08
 -------- 14:00 ---- 0.16 1.56 0.03 0.07
 -------- 15:00 ---- 0.17 1.55 0.03 0.07
 27.09.12 16:00 ---- 0.20 1.54 0.03 0.09
 -------- 17:00 0.02 0.21 1.57 0.04 0.08
 -------- 18:00 0.05 0.24 1.51 0.04 0.09
 -------- 19:00 0.09 0.23 1.51 0.03 0.10
 -------- 20:00 0.10 0.26 1.52 0.03 0.12
 27.09.12 21:00 0.10 0.23 1.51 0.03 0.10
 -------- 22:00 0.11 0.26 1.52 0.04 0.09
 -------- 23:00 0.11 0.27 1.55 0.04 0.09
 -------- 00:00 0.12 0.28 1.59 0.07 0.09
