 Date Time CO NO2 CHX NO PM10
 19.09.12 12:00 0.07 0.18 1.49 0.04 0.09
 -------- 13:00 0.03 0.09 1.45 0.01 0.06
 -------- 14:00 0.03 0.06 1.43 0.01 0.07
 -------- 15:00 0.04 0.08 1.42 0.01 0.08
 -------- 16:00 0.04 0.09 1.41 0.01 0.07
 19.09.12 17:00 0.04 0.08 1.42 0.01 0.07
 -------- 18:00 0.04 0.09 1.42 0.00 0.08
 -------- 19:00 0.07 0.18 1.46 0.01 0.10
 -------- 20:00 0.13 0.33 1.56 0.02 0.12
 -------- 21:00 0.15 0.38 1.66 0.05 0.12
 19.09.12 22:00 0.14 0.36 1.66 0.05 0.14
 -------- 23:00 0.13 0.32 1.56 0.04 0.12
 -------- 00:00 0.11 0.29 1.56 0.06 0.11
 -------- 01:00 0.10 0.27 1.56 0.05 0.11
 -------- 02:00 0.10 0.24 1.65 0.03 0.11
 20.09.12 03:00 0.09 0.23 1.62 0.06 0.13
 -------- 04:00 0.09 0.24 1.59 0.06 0.12
 -------- 05:00 0.10 0.25 1.64 0.08 0.11
 -------- 06:00 0.11 0.24 1.69 0.11 0.10
 -------- 07:00 0.19 0.24 1.69 0.26 0.12
 20.09.12 08:00 0.26 0.29 1.73 0.31 0.15
 -------- 09:00 0.23 0.29 1.71 0.22 0.15
 -------- 10:00 0.20 0.32 1.71 0.17 0.16
 -------- 11:00 0.15 0.30 1.94 0.12 0.15
 -------- 12:00 0.08 0.22 1.66 0.05 0.10
 20.09.12 13:00 0.05 0.14 1.49 0.02 0.07
 -------- 14:00 0.04 0.09 1.49 0.69 0.07
 -------- 15:00 0.03 0.07 1.50 0.01 0.07
 -------- 16:00 0.05 0.07 1.47 0.00 0.07
 -------- 17:00 0.05 0.07 1.40 0.00 0.07
 20.09.12 18:00 0.06 0.10 1.43 0.01 0.06
 -------- 19:00 0.11 0.25 1.50 0.01 0.09
 -------- 20:00 0.18 0.40 1.64 0.08 0.13
 -------- 21:00 0.27 0.39 1.75 0.19 0.13
 -------- 22:00 0.17 0.36 1.63 0.06 0.13
 20.09.12 23:00 0.13 0.30 1.53 0.02 0.10
 -------- 00:00 0.10 0.27 1.51 0.01 0.09
 -------- 01:00 0.09 0.25 1.51 0.01 0.08
 -------- 02:00 0.07 0.22 1.49 0.01 0.08
 -------- 03:00 0.07 0.22 1.53 0.01 0.09
 21.09.12 04:00 0.06 0.22 1.50 0.62 0.08
 -------- 05:00 0.09 0.24 1.56 0.07 0.08
 -------- 06:00 0.12 0.27 1.67 0.18 0.09
 -------- 07:00 0.19 0.26 1.68 0.26 0.10
 -------- 08:00 0.26 0.29 1.74 0.29 0.13
 21.09.12 09:00 0.24 0.29 1.75 0.21 0.14
 -------- 10:00 0.21 0.32 1.88 0.18 0.14
 -------- 11:00 0.23 0.35 1.82 0.20 0.16
