 Date Time CO NO2 CHX NO PM10
 31.10.12 12:00 0.11 0.18 1.74 0.18 0.14
 -------- 13:00 0.07 0.17 1.66 0.11 0.07
 -------- 14:00 0.06 0.16 1.62 0.09 0.06
 -------- 15:00 0.04 0.15 1.48 0.06 0.05
 -------- 16:00 0.04 0.13 1.42 0.05 0.05
 31.10.12 17:00 0.03 0.11 1.38 0.03 0.04
 -------- 18:00 0.03 0.09 1.39 0.02 0.05
 -------- 19:00 0.02 0.09 1.39 0.01 0.05
 -------- 20:00 0.02 0.09 1.41 0.01 0.04
 -------- 21:00 0.02 0.09 1.40 0.01 0.04
 31.10.12 22:00 0.03 0.08 1.41 0.01 0.04
 -------- 23:00 0.04 0.08 1.39 0.00 0.04
 -------- 00:00 0.04 0.08 1.40 0.01 0.03
 -------- 01:00 0.04 0.07 1.40 0.01 0.04
 -------- 02:00 0.04 0.05 1.39 0.01 0.03
 01.11.12 03:00 0.02 0.02 1.39 0.01 0.03
 -------- 04:00 0.03 0.03 1.39 0.00 0.03
 -------- 05:00 0.03 0.03 1.39 0.01 0.03
 -------- 06:00 0.04 0.03 1.39 0.01 0.04
 -------- 07:00 0.05 0.09 1.42 0.01 0.04
 01.11.12 08:00 0.07 0.12 1.41 0.03 0.04
 -------- 09:00 0.05 0.13 1.43 0.03 0.05
 -------- 10:00 0.06 0.16 1.43 0.04 0.05
 -------- 11:00 0.07 0.16 1.47 0.05 0.06
 -------- 12:00 0.23 0.17 1.61 0.07 0.05
 01.11.12 13:00 0.07 0.17 1.50 0.05 0.06
 -------- 14:00 0.07 0.17 1.49 0.05 0.05
 -------- 15:00 0.07 0.19 1.49 0.05 0.05
 -------- 16:00 0.07 0.20 1.49 0.05 0.06
 -------- 17:00 0.07 0.18 1.46 0.03 0.06
 01.11.12 18:00 0.09 0.20 1.54 0.04 0.04
 -------- 19:00 0.06 0.14 1.46 0.03 0.03
 -------- 20:00 0.07 0.17 1.52 0.03 0.05
 -------- 21:00 0.10 0.18 1.52 0.06 0.06
 -------- 22:00 0.13 0.14 1.57 0.03 0.04
 01.11.12 23:00 0.07 0.16 1.55 0.04 0.04
 -------- 00:00 0.05 0.11 1.54 0.01 0.04
 -------- 01:00 0.04 0.09 1.48 0.01 0.04
 -------- 02:00 0.04 0.06 1.42 0.01 0.03
 -------- 03:00 0.04 0.07 1.45 0.01 0.03
 02.11.12 04:00 0.05 0.09 1.47 0.01 0.04
 -------- 05:00 0.05 0.14 1.52 0.02 0.06
 -------- 06:00 0.06 0.15 1.51 0.03 0.06
 -------- 07:00 0.10 0.19 1.56 0.08 0.06
 -------- 08:00 0.09 0.20 1.53 0.05 0.05
 02.11.12 09:00 0.11 0.21 1.56 0.09 0.05
 -------- 10:00 0.11 0.20 1.55 0.07 0.06
 -------- 11:00 0.11 0.21 1.54 0.06 0.06
