 Date Time CO NO2 CHX NO PM10
 10.10.12 12:00 0.08 0.14 1.54 0.06 0.05
 -------- 13:00 0.07 0.10 1.45 0.04 0.04
 -------- 14:00 0.06 0.14 1.48 0.05 0.05
 -------- 15:00 0.07 0.13 1.52 0.04 0.04
 -------- 16:00 0.07 0.16 1.70 0.04 0.03
 10.10.12 17:00 0.08 0.18 1.63 0.05 0.03
 -------- 18:00 0.08 0.18 1.54 0.03 0.03
 -------- 19:00 0.10 0.21 1.65 0.04 0.04
 -------- 20:00 0.07 0.19 1.90 0.02 0.03
 -------- 21:00 0.05 0.15 1.83 0.02 0.02
 10.10.12 22:00 0.05 0.13 1.64 0.01 0.02
 -------- 23:00 0.05 0.13 1.54 0.01 0.03
 -------- 00:00 0.04 0.10 1.53 0.01 0.02
 -------- 01:00 0.04 0.08 1.44 0.01 0.02
 -------- 02:00 0.04 0.10 1.73 0.01 0.02
 11.10.12 03:00 0.04 0.09 1.77 0.01 0.02
 -------- 04:00 0.04 0.10 1.82 0.02 0.02
 -------- 05:00 0.04 0.08 1.63 0.01 0.02
 -------- 06:00 0.04 0.11 1.87 0.02 0.02
 -------- 07:00 0.04 0.13 1.73 0.04 0.02
 11.10.12 08:00 0.06 0.14 1.78 0.06 0.03
 -------- 09:00 0.09 0.14 1.60 0.06 0.03
 -------- 10:00 0.08 0.13 1.77 0.07 0.03
 -------- 11:00 0.06 0.12 1.65 0.05 0.03
 -------- 12:00 0.06 0.09 1.51 0.03 0.03
 11.10.12 13:00 0.06 0.10 1.53 0.04 0.02
 -------- 14:00 0.06 0.13 1.70 0.06 0.02
 -------- 15:00 0.06 0.12 1.49 0.05 0.03
 -------- 16:00 0.06 0.11 1.46 0.04 0.02
 -------- 17:00 0.05 0.12 1.52 0.03 0.02
 11.10.12 18:00 0.07 0.17 1.47 0.04 0.03
 -------- 19:00 0.09 0.20 1.49 0.05 0.04
 -------- 20:00 0.11 0.20 1.54 0.07 0.05
 -------- 21:00 0.10 0.19 1.56 0.05 0.03
 -------- 22:00 0.09 0.18 1.50 0.05 0.03
 11.10.12 23:00 0.09 0.16 1.51 0.03 0.03
 -------- 00:00 0.07 0.15 1.49 0.02 0.03
 -------- 01:00 0.07 0.15 1.51 0.02 0.02
 -------- 02:00 0.06 0.12 1.47 0.01 0.02
 -------- 03:00 0.06 0.10 1.47 0.00 0.02
 12.10.12 04:00 0.06 0.13 1.48 0.01 0.02
 -------- 05:00 0.07 0.13 1.58 0.07 0.02
 -------- 06:00 0.08 0.12 1.56 0.07 0.03
 -------- 07:00 0.10 0.13 1.58 0.13 0.04
 -------- 08:00 0.23 0.16 1.75 0.35 0.06
 12.10.12 09:00 0.39 0.24 2.00 0.61 0.17
 -------- 10:00 0.43 0.31 2.14 0.66 0.14
 -------- 11:00 0.36 0.36 2.04 0.54 0.15
