 Date Time CO NO2 CHX NO PM10
 18.09.12 00:00 0.65 0.27 2.14 0.70 0.15
 -------- 01:00 0.66 0.25 2.35 0.74 0.16
 -------- 02:00 0.67 0.25 2.34 0.78 0.16
 -------- 03:00 0.62 0.27 2.34 0.78 0.15
 -------- 04:00 0.45 0.25 2.18 0.64 0.14
 18.09.12 05:00 0.21 0.23 1.84 0.35 0.09
 -------- 06:00 0.09 0.21 1.72 0.18 0.06
 -------- 07:00 0.03 0.20 1.63 0.08 0.04
 -------- 08:00 0.14 0.23 1.70 0.30 0.08
 -------- 09:00 0.19 0.25 1.72 0.32 0.11
 18.09.12 10:00 0.19 0.26 1.67 0.26 0.14
 -------- 11:00 0.13 0.29 1.58 0.16 0.12
 -------- 12:00 0.13 0.29 1.67 0.16 0.11
 -------- 13:00 0.05 0.16 1.69 0.03 0.10
 -------- 14:00 0.04 0.06 1.45 0.01 0.14
 18.09.12 15:00 0.06 0.09 1.42 0.01 0.07
 -------- 16:00 0.06 0.09 1.42 0.01 0.07
 -------- 17:00 0.09 0.14 1.43 0.01 0.08
 -------- 18:00 0.09 0.16 1.46 0.02 0.11
 -------- 19:00 0.08 0.10 1.43 0.01 0.06
 18.09.12 20:00 0.09 0.16 1.46 0.00 0.06
 -------- 21:00 0.13 0.26 1.50 0.03 0.07
 -------- 22:00 0.22 0.28 1.71 0.14 0.09
 -------- 23:00 0.22 0.28 1.68 0.13 0.10
 -------- 00:00 0.16 0.28 1.66 0.10 0.08
 19.09.12 01:00 0.16 0.26 1.69 0.17 0.08
 -------- 02:00 0.12 0.22 1.66 0.10 0.06
 -------- 03:00 0.14 0.24 1.74 0.16 0.07
 -------- 04:00 0.09 0.23 1.67 0.09 0.06
 -------- 05:00 0.09 0.21 1.66 0.09 0.06
 19.09.12 06:00 0.17 0.22 1.89 0.28 0.12
 -------- 07:00 0.21 0.24 2.11 0.31 0.14
 -------- 08:00 0.23 0.26 1.87 0.34 0.13
 -------- 09:00 0.25 0.27 1.80 0.27 0.25
 -------- 10:00 0.22 0.31 1.73 0.21 0.18
 19.09.12 11:00 0.14 0.27 1.64 0.11 0.15
 -------- 12:00 0.07 0.18 1.49 0.04 0.09
 -------- 13:00 0.03 0.09 1.45 0.01 0.06
 -------- 14:00 0.03 0.06 1.43 0.01 0.07
 -------- 15:00 0.04 0.08 1.42 0.01 0.08
 19.09.12 16:00 0.04 0.09 1.41 0.01 0.07
 -------- 17:00 0.04 0.08 1.42 0.01 0.07
 -------- 18:00 0.04 0.09 1.42 0.00 0.08
 -------- 19:00 0.06 0.14 1.44 0.01 0.09
