 Date Time CO NO2 CHX NO
 15.10.12 12:00 0.12 0.30 1.57 0.15
 -------- 13:00 0.11 0.30 1.56 0.13
 -------- 14:00 0.08 0.26 1.47 0.07
 -------- 15:00 0.06 0.24 1.43 0.05
 -------- 16:00 0.07 0.24 1.43 0.04
 15.10.12 17:00 0.07 0.28 1.45 0.03
 -------- 18:00 0.08 0.32 1.46 0.03
 -------- 19:00 0.09 0.34 1.44 0.02
 -------- 20:00 0.07 0.33 1.41 0.03
 -------- 21:00 0.07 0.32 1.41 0.04
 15.10.12 22:00 0.06 0.28 1.41 0.03
 -------- 23:00 0.05 0.24 1.40 0.02
 -------- 00:00 0.05 0.17 1.39 0.02
 -------- 01:00 0.05 0.23 1.41 0.02
 -------- 02:00 0.04 0.24 1.39 0.04
 16.10.12 03:00 0.04 0.19 1.39 0.02
 -------- 04:00 0.05 0.21 1.40 0.01
 -------- 05:00 0.05 0.20 1.39 0.02
 -------- 06:00 0.06 0.22 1.41 0.03
 -------- 07:00 0.09 0.25 1.42 0.04
 16.10.12 08:00 0.08 0.23 1.41 0.03
 -------- 09:00 0.09 0.26 1.43 0.05
 -------- 10:00 0.10 0.28 1.46 0.08
 -------- 11:00 0.10 0.28 1.47 0.09
 -------- 12:00 0.08 0.25 1.44 0.07
 16.10.12 13:00 0.09 0.25 1.44 0.08
 -------- 14:00 0.11 0.25 1.49 0.10
 -------- 15:00 0.11 0.25 1.47 0.10
 -------- 16:00 0.08 0.23 1.43 0.07
 -------- 17:00 0.11 0.24 1.46 0.10
 16.10.12 18:00 0.10 0.25 1.46 0.08
 -------- 19:00 0.09 0.24 1.46 0.06
 -------- 20:00 0.09 0.24 1.43 0.06
 -------- 21:00 0.09 0.23 1.43 0.06
 -------- 22:00 0.08 0.23 1.44 0.07
 16.10.12 23:00 0.10 0.22 1.47 0.11
 -------- 00:00 0.06 0.20 1.48 0.09
 -------- 01:00 0.04 0.20 1.48 0.06
 -------- 02:00 0.04 0.19 1.49 0.06
 -------- 03:00 0.03 0.17 1.47 0.05
 17.10.12 04:00 0.02 0.16 1.47 0.03
 -------- 05:00 0.03 0.17 1.48 0.06
 -------- 06:00 0.04 0.16 1.50 0.10
 -------- 07:00 0.07 0.14 1.59 0.15
 -------- 08:00 0.09 0.15 1.71 0.19
 17.10.12 09:00 0.10 0.15 1.59 0.17
 -------- 10:00 0.13 0.16 1.57 0.17
 -------- 11:00 0.13 0.15 1.55 0.18
