 Date Time CO NO2 CHX NO
 12.10.12 12:00 0.30 0.47 2.05 0.60
 -------- 13:00 0.22 0.38 1.99 0.43
 -------- 14:00 0.14 0.33 1.93 0.20
 -------- 15:00 0.07 0.26 1.64 0.09
 -------- 16:00 0.09 0.25 1.72 0.06
 12.10.12 17:00 0.08 0.27 1.81 0.08
 -------- 18:00 0.22 0.27 1.85 0.26
 -------- 19:00 0.15 0.23 1.65 0.20
 -------- 20:00 0.19 0.24 1.66 0.24
 -------- 21:00 0.17 0.24 1.64 0.18
 12.10.12 22:00 0.13 0.26 1.57 0.11
 -------- 23:00 0.09 0.24 1.53 0.05
 -------- 00:00 0.09 0.22 1.50 0.04
 -------- 01:00 0.06 0.17 1.45 0.02
 -------- 02:00 0.04 0.15 1.47 0.02
 13.10.12 03:00 0.04 0.15 1.40 0.01
 -------- 04:00 0.05 0.12 1.39 0.01
 -------- 05:00 0.04 0.10 1.41 0.01
 -------- 06:00 0.04 0.13 1.40 0.01
 -------- 07:00 0.04 0.15 1.40 0.02
 13.10.12 08:00 0.06 0.16 1.44 0.03
 -------- 09:00 0.06 0.17 1.42 0.03
 -------- 10:00 0.06 0.17 1.44 0.04
 -------- 11:00 0.05 0.18 1.40 0.04
 -------- 12:00 0.06 0.15 1.41 0.03
 13.10.12 13:00 0.05 0.15 1.42 0.03
 -------- 14:00 0.05 0.13 1.43 0.02
 -------- 15:00 0.04 0.12 1.43 0.03
 -------- 16:00 0.07 0.15 1.43 0.03
 -------- 17:00 0.06 0.16 1.43 0.02
 13.10.12 18:00 0.08 0.25 1.47 0.03
 -------- 19:00 0.09 0.29 1.49 0.04
 -------- 20:00 0.14 0.28 1.55 0.08
 -------- 21:00 0.19 0.30 1.63 0.19
 -------- 22:00 0.28 0.31 1.72 0.32
 13.10.12 23:00 0.31 0.31 1.75 0.41
 -------- 00:00 0.27 0.31 1.72 0.33
 -------- 01:00 0.25 0.29 1.71 0.30
 -------- 02:00 0.17 0.27 1.62 0.19
 -------- 03:00 0.11 0.25 1.53 0.08
 14.10.12 04:00 0.11 0.24 1.57 0.11
 -------- 05:00 0.11 0.22 1.60 0.10
 -------- 06:00 0.19 0.23 1.89 0.31
 -------- 07:00 0.19 0.24 2.05 0.30
 -------- 08:00 0.19 0.25 1.97 0.33
 14.10.12 09:00 0.21 0.25 2.10 0.38
 -------- 10:00 0.18 0.28 1.80 0.27
 -------- 11:00 0.11 0.29 1.59 0.13
