 Date Time CO NO2 CHX NO
 29.09.12 12:00 0.05 0.14 1.39 0.02
 -------- 13:00 0.05 0.13 1.38 0.02
 -------- 14:00 0.05 0.13 1.40 0.02
 -------- 15:00 0.04 0.12 1.37 0.01
 -------- 16:00 0.04 0.12 1.40 0.01
 29.09.12 17:00 0.05 0.14 1.39 0.01
 -------- 18:00 0.07 0.18 1.40 0.01
 -------- 19:00 0.07 0.25 1.42 0.01
 -------- 20:00 0.10 0.33 1.45 0.02
 -------- 21:00 0.10 0.33 1.49 0.03
 29.09.12 22:00 0.15 0.36 1.55 0.09
 -------- 23:00 0.22 0.35 1.67 0.20
 -------- 00:00 0.21 0.36 1.78 0.22
 -------- 01:00 0.19 0.35 1.76 0.19
 -------- 02:00 0.16 0.35 1.69 0.14
 30.09.12 03:00 0.15 0.33 1.68 0.11
 -------- 04:00 0.13 0.30 1.65 0.11
 -------- 05:00 0.11 0.29 1.62 0.09
 -------- 06:00 0.13 0.27 1.76 0.15
 -------- 07:00 0.13 0.26 1.74 0.14
 30.09.12 08:00 0.15 0.25 1.73 0.15
 -------- 09:00 0.13 0.26 1.78 0.15
 -------- 10:00 0.11 0.27 1.74 0.10
 -------- 11:00 0.11 0.26 1.65 0.08
 -------- 12:00 0.10 0.25 1.56 0.06
 30.09.12 13:00 0.08 0.24 1.50 0.03
 -------- 14:00 0.07 0.19 1.44 0.02
 -------- 15:00 0.07 0.21 1.44 0.02
 -------- 16:00 0.06 0.17 1.45 0.02
 -------- 17:00 0.07 0.19 1.50 0.01
 30.09.12 18:00 0.09 0.23 1.42 0.02
 -------- 19:00 0.07 0.20 1.40 0.02
 -------- 20:00 0.08 0.24 1.40 0.02
 -------- 21:00 0.09 0.25 1.50 0.03
 -------- 22:00 0.09 0.24 1.45 0.02
 30.09.12 23:00 0.06 0.15 1.43 0.01
 -------- 00:00 0.06 0.17 1.38 0.01
 -------- 01:00 0.06 0.13 1.38 0.01
 -------- 02:00 0.04 0.09 1.36 0.00
 -------- 03:00 0.04 0.08 1.36 0.00
 01.10.12 04:00 0.04 0.08 1.35 0.00
 -------- 05:00 0.04 0.08 1.35 0.00
 -------- 06:00 0.04 0.12 1.36 0.01
 -------- 07:00 0.06 0.17 1.37 0.01
 -------- 08:00 0.07 0.18 1.38 0.01
 01.10.12 09:00 0.07 0.19 1.39 0.02
 -------- 10:00 0.06 0.15 1.38 0.01
 -------- 11:00 0.06 0.13 1.38 0.02
