 Date Time CO OZ NO2 CHX NO
 15.04.13 00:00 0.08 0.18 0.28 1.46 0.03
 -------- 01:00 0.08 0.20 0.26 1.49 0.02
 -------- 02:00 0.05 0.36 0.15 1.41 0.02
 -------- 03:00 0.04 0.24 0.23 1.42 0.02
 -------- 04:00 0.04 0.26 0.19 1.42 0.02
 15.04.13 05:00 0.05 0.19 0.24 1.44 0.02
 -------- 06:00 0.07 0.04 0.33 1.48 0.06
 -------- 07:00 0.12 0.01 0.37 1.55 0.12
 -------- 08:00 0.15 0.03 0.37 1.62 0.15
 -------- 09:00 0.12 0.14 0.30 1.70 0.08
 15.04.13 10:00 0.11 0.28 0.25 1.52 0.06
 -------- 11:00 0.10 0.34 0.24 1.49 0.05
 -------- 12:00 0.07 0.58 0.13 1.42 0.03
 -------- 13:00 0.06 0.59 0.12 1.41 0.03
 -------- 14:00 0.06 0.62 0.10 1.41 0.03
 15.04.13 15:00 0.07 0.66 0.10 1.41 0.02
 -------- 16:00 0.08 0.68 0.09 1.38 0.02
 -------- 17:00 0.08 0.70 0.10 1.39 0.02
 -------- 18:00 0.09 0.67 0.12 1.42 0.02
 -------- 19:00 0.09 0.50 0.20 1.47 0.02
 15.04.13 20:00 0.12 0.41 0.25 1.47 0.02
 -------- 21:00 0.13 0.32 0.29 1.66 0.02
 -------- 22:00 0.19 0.01 0.47 1.75 0.07
 -------- 23:00 0.21 0.01 0.46 1.86 0.08
 -------- 00:00 0.15 ---- 0.46 1.64 0.07
 16.04.13 01:00 0.08 0.19 0.35 1.58 0.03
 -------- 02:00 0.05 0.25 0.30 1.49 0.02
 -------- 03:00 0.13 0.02 0.44 1.71 0.12
 -------- 04:00 0.08 0.07 0.39 1.63 0.07
 -------- 05:00 0.12 0.16 0.32 1.57 0.02
 16.04.13 06:00 0.36 0.02 0.41 1.83 0.09
 -------- 07:00 0.45 0.02 0.47 2.00 0.54
 -------- 08:00 0.16 0.06 0.43 1.66 0.12
 -------- 09:00 0.17 0.07 0.44 1.71 0.13
 -------- 10:00 0.08 0.42 0.21 1.51 0.04
 16.04.13 11:00 0.07 0.48 0.18 1.50 0.04
 -------- 12:00 0.06 0.56 0.12 1.45 0.03
 -------- 13:00 0.04 0.62 0.09 1.40 0.03
 -------- 14:00 0.05 0.67 0.08 1.39 0.02
 -------- 15:00 0.07 0.65 0.09 1.38 0.02
 16.04.13 16:00 0.06 0.64 0.09 1.36 0.02
 -------- 17:00 0.08 0.59 0.10 1.37 0.02
 -------- 18:00 0.09 0.56 0.12 1.38 0.02
 -------- 19:00 0.11 0.45 0.16 1.41 0.02
 -------- 20:00 0.13 0.30 0.21 1.49 0.02
 16.04.13 21:00 0.23 0.08 0.32 1.62 0.04
 -------- 22:00 0.26 0.03 0.36 1.67 0.05
 -------- 23:00 0.28 0.03 0.35 1.66 0.07
