 Date Time CO OZ NO2 CHX NO
 10.11.12 12:00 0.06 0.11 0.08 1.46 0.02
 -------- 13:00 0.06 0.13 0.09 1.47 0.02
 -------- 14:00 0.06 0.14 0.08 1.46 0.02
 -------- 15:00 0.06 0.14 0.10 1.47 0.02
 -------- 16:00 0.06 0.13 0.10 1.47 0.02
 10.11.12 17:00 0.06 0.09 0.12 1.49 0.02
 -------- 18:00 0.07 0.03 0.17 1.50 0.03
 -------- 19:00 0.15 ---- 0.21 1.58 0.11
 -------- 20:00 0.19 0.01 0.23 1.71 0.20
 -------- 21:00 0.26 0.01 0.22 2.20 0.34
 10.11.12 22:00 0.27 0.01 0.21 2.34 0.29
 -------- 23:00 0.20 0.01 0.20 2.05 0.26
 -------- 00:00 0.23 ---- 0.17 1.88 0.23
 -------- 01:00 0.39 0.02 0.22 2.09 0.50
 -------- 02:00 0.35 0.01 0.19 2.01 0.41
 11.11.12 03:00 0.21 ---- 0.18 1.85 0.21
 -------- 04:00 0.15 ---- 0.15 1.79 0.17
 -------- 05:00 0.17 ---- 0.16 1.86 0.20
 -------- 06:00 0.14 ---- 0.17 1.78 0.14
 -------- 07:00 0.13 ---- 0.16 1.79 0.11
 11.11.12 08:00 0.11 ---- 0.15 1.81 0.09
 -------- 09:00 0.13 ---- 0.14 1.82 0.13
 -------- 10:00 0.11 0.01 0.16 1.69 0.09
 -------- 11:00 0.11 0.02 0.14 1.65 0.08
 -------- 12:00 0.08 0.05 0.11 1.60 0.06
 11.11.12 13:00 0.07 0.08 0.10 1.54 0.04
 -------- 14:00 0.06 0.08 0.10 1.56 0.03
 -------- 15:00 0.07 0.07 0.11 1.68 0.03
 -------- 16:00 0.08 0.06 0.11 1.68 0.03
 -------- 17:00 0.08 0.04 0.12 1.59 0.03
 11.11.12 18:00 0.08 0.02 0.14 1.67 0.03
 -------- 19:00 0.07 0.04 0.12 1.61 0.02
 -------- 20:00 0.07 0.03 0.12 1.65 0.02
 -------- 21:00 0.06 0.04 0.11 1.59 0.02
 -------- 22:00 0.06 0.06 0.09 1.49 0.01
 11.11.12 23:00 0.06 0.07 0.10 1.49 0.02
 -------- 00:00 0.06 0.09 0.08 1.47 0.02
 -------- 01:00 0.05 0.12 0.07 1.47 0.01
 -------- 02:00 0.04 0.13 0.07 1.45 0.01
 -------- 03:00 0.04 0.13 0.06 1.45 0.01
 12.11.12 04:00 0.04 0.12 0.06 1.46 0.01
 -------- 05:00 0.04 0.09 0.08 1.47 0.01
 -------- 06:00 0.05 0.07 0.09 1.47 0.01
 -------- 07:00 0.06 0.05 0.09 1.46 0.02
 -------- 08:00 0.07 0.05 0.09 1.49 0.02
 12.11.12 09:00 0.08 0.03 0.11 1.50 0.02
 -------- 10:00 0.08 0.03 0.10 1.51 0.03
 -------- 11:00 0.08 0.03 0.11 1.51 0.03
